"Uniprot_ID","Gene_names","Protein_names","pVal","WT_Relative_amplitudes","phase","peak.shape","period","X1.WT1","X2.WT1","X3.WT1","X4.WT1","X5.WT1","X6.WT1","X7.WT1","X8.WT1","X9.WT2","X10.WT2","X11.WT2","X12.WT2","X13.WT2","X14.WT2","X15.WT2","X16.WT2","X17.WT3","X18.WT3","X19.WT3","X20.WT3","X21.WT3","X22.WT3","X23.WT3","X24.WT3"
"A0A087WNV1","Agfg1","Arf-GAP domain and FG repeat-containing protein 1",0.0191269998651115,0.137124393068144,6,12,24,118731.108609722,119356.92317292,118641.083960031,124568.493070137,119385.117510327,118392.130614892,111353.795462837,114869.601964579,112395.366239696,117454.813920089,111932.559800537,108298.966473426,103391.787924591,105673.304444866,111982.187195728,111613.85844387,113640.342371246,120139.905726143,109213.267266494,113209.680504009,110497.756301029,110757.623528931,110037.376029997,114603.431975716
"A0A0A0MQD1","Tdrd7","Tudor domain-containing protein 7",0.00366318366726206,0.109140991109201,15,15,24,241522.035059906,260926.008633317,253051.681273372,257406.420158336,265057.863498976,270463.906415148,270327.622797391,271706.966522936,265205.353511787,254562.115798316,277643.134920956,267528.680951348,279325.512600433,273066.888458038,273029.250424019,262638.777205706,265469.17315356,265937.107248826,266638.116947944,286317.292356319,286756.547373596,274925.671605407,279317.765303239,264330.982676868
"A0A0A0MQD7","Ralgapa2","Ral GTPase-activating protein subunit alpha-2",0.00270190432285782,0.444056404484627,24,12,24,10397.1710972414,8812.89400101511,8810.58399168937,8776.88315666681,9965.85882834604,9092.61275647048,9802.35305541413,10548.9047616175,11176.0669909167,9219.76219754333,7398.45181001021,8796.91895426764,10191.6217420772,8567.21076902274,10253.7397916789,12134.6318360272,9604.0808239961,9736.34305969637,10287.6124075974,10153.4962959453,9627.38154980962,9297.38932367942,10411.3250293037,10270.3948177965
"A0A0A6YVU8","Gm9774","Proteasomal ubiquitin receptor ADRM1",0.0135739999042727,0.128377147627577,9,12,24,338730.442274341,329339.267240473,347283.0467887,368317.72774282,326485.600393219,329828.500196197,309381.266793265,312817.134499432,342061.630356639,307355.125993082,334379.235323128,311291.928105165,318541.020652651,323843.9375444,321292.202773355,322940.281018542,348469.385995062,345178.001385205,338823.592833647,346211.499691565,344707.963294799,331831.24891772,284238.787742385,307798.049480512
"A0A0A6YW06","Enah","Protein enabled homolog",0.0442401584856647,0.124273396178193,9,9,24,345453.097020918,328916.757415988,351422.261140175,334707.669182569,341922.748704229,333129.576519823,332317.597973908,338445.871398165,349772.645736015,333640.577532945,342928.147755753,331879.359615004,340051.952287887,324333.506261826,334314.016199076,307996.253558397,351091.077153886,339288.327859866,339125.916680762,335246.97067945,343816.648023384,323385.784139486,333408.283210142,329837.738690027
"A0A0F7DDK0",NA,NA,0.0260236226386263,0.345584840584967,21,12,24,79034.7639806458,80197.8064343233,79078.9343892544,69197.3080596556,74652.7505818488,80834.4000683846,80793.4225788504,86021.911771134,69890.5853666256,74022.146449426,59265.3736872891,74167.7466055441,71318.2631893125,79136.3092608826,75806.4652693623,77625.7411987114,78848.7675384277,83955.3093080556,67010.1640893122,89303.2750395129,78554.6114029306,87385.0238916474,91591.8996729924,82646.944829924
"A0A0G2JEP4","Lrrfip2","Leucine-rich repeat flightless-interacting protein 2",0.0100098705053096,0.112699604407192,15,9,24,124898.104238025,118471.833402664,122102.548292706,123124.231474916,123247.476473725,122831.72773655,121771.109016263,117855.998795526,118526.521339512,120501.359993926,124863.329608956,125188.754702241,123011.139967496,120475.343830653,122213.872117632,115149.205573086,128881.636576017,121421.255120196,120696.451482082,122494.303193374,125253.681032948,115401.804733044,124239.496787034,120239.182310884
"A0A0R4IZZ6","Fnbp4","Formin-binding protein 4",0.0221652870693087,0.170643532747901,12,9,24,72227.7285781807,67006.7645415648,65834.7603224612,71334.1579857107,70551.4868032364,68453.9274310908,65596.4853049904,64837.269107008,74890.2931476633,73868.6737910468,75355.6207916959,73982.9237479914,68386.6675106578,65425.2056905053,64900.5088002003,65898.1814371138,68575.454815056,70319.1053343117,68945.6258971535,68277.624349426,72605.6448907797,67024.4901800424,67696.3751084218,69048.2321735849
"Q8BNY0","Fst","Follistatin",0.0310306332582886,0.232732385063146,21,6,24,25539.8568698752,27862.1491755046,26839.4181903264,25628.930897189,29678.6244072174,28279.6128502222,29806.3186396553,31117.7231028193,26081.142873781,24467.1343607818,27535.4802107992,27518.5196953049,27328.7847134165,27443.342293164,29120.3594213336,28679.1318275063,26130.2741443477,31057.6284622418,28620.0472774102,29674.4566196333,29456.8767160542,30210.6983354233,31723.0674755755,29892.3387117391
"E9QKB1","Dlc1","Rho GTPase-activating protein 7",0.00280276071305916,0.339714708057477,24,6,24,16123.9614168164,15460.2428651262,19561.42363951,16697.8146201349,18100.3359584584,18159.8401317396,18353.4103809301,22132.6320344153,18327.1124913253,16870.5004444201,16971.3110525986,16598.931004885,17134.5370691152,19851.7918567581,19594.6132248025,19798.1226026957,17107.0813127326,17711.4746560029,17334.152925508,17494.5578453346,17816.9664060772,17753.6437412954,17706.4293767475,18061.1011397769
"A0A0R4J206","Mocs2","Molybdopterin synthase catalytic subunit",0.0127513332434077,0.158458650923427,12,18,24,62729.4893481941,60056.7420368265,64896.0700862269,65238.5379640346,62810.618520414,65646.0465299077,60054.8466562852,62043.3963486666,65686.5958882284,61365.6898532248,69694.4992255841,65560.5096754928,69018.1424278231,62987.4663558779,63748.9241058885,59077.5968404435,58959.4418808047,61244.5026381831,67559.8516022975,67582.8211824931,64080.4519513153,64020.5562162892,64475.5591085661,65090.8834446558
"A0A0R4J250","Ei24","Etoposide-induced protein 2.4",0.00511297649713709,0.644977019268315,24,12,24,16785.5302611151,14821.1334695769,13200.9423608012,11302.0134013844,12983.1489496659,11817.8355513332,14796.7738656626,18517.6350693902,17180.1179090573,17092.1675969938,13527.1094867482,10777.2169392757,16199.4242490106,17532.1131409997,16537.0970273783,20797.2309085988,15795.4140915902,17008.4305813777,15326.1484523584,17017.6255046701,16932.5583468004,17919.8982950327,17006.3140478443,16812.0821202305
"A0A0R4J259","Syncrip","Heterogeneous nuclear ribonucleoprotein Q",0.00209051900478085,0.196928777608,6,6,24,20176.0776273082,20295.755639797,19937.6942105554,18114.7755736787,19456.2181781442,17426.9693013971,19509.9931843974,20571.7909206223,18849.7121511021,20395.9999974777,21072.8113214949,18242.555463219,17757.6685215447,18570.7652957133,20236.4552498147,18521.2326972436,19777.6189170698,21126.3694587541,17551.5559564823,18199.908272288,19528.3341641737,20095.3467102079,18659.8872288495,19657.964926722
"A0A0U1RPD7","Csnk1g1","Casein kinase I isoform gamma-1",0.0175736876888385,0.147716807144666,9,9,24,42905.2567994581,45303.5003753149,44755.6767963936,38125.8997934899,45668.7873365798,40961.173160513,43130.9632448571,45484.8008079085,45485.2331081209,44641.7660531707,43536.549234617,41582.3291383644,43499.4222995996,42836.9850698317,44036.3625635526,43337.2766245657,44495.7041203684,43359.0088498216,47355.5139934869,43223.7286570624,42752.3505333999,41210.5100789322,43509.9315832247,42717.3465185777
"A0A0U1RPG9","Uri1","Unconventional prefoldin RPB5 interactor",0.0154886658510189,0.240437190655053,6,18,24,20800.3650929962,21413.9471539286,19777.6261503482,19145.0474097088,19691.2572565056,19064.0268675826,18145.6011212997,19223.4838958759,22479.0042742647,21317.8842833084,21676.5701896263,19532.1417170471,20002.9020384169,21910.282398042,19275.3476792286,17740.7749187554,19003.0111168147,22553.8693932652,18366.1346090562,19770.0494636829,20101.0416181477,19903.4563312894,15584.778553272,18748.998430199
"A0A0U1RQ91","Ino80e",NA,0.0026447923761572,0.222850561259706,3,15,24,10816.7295448465,10422.7298644511,9083.98625902108,8694.63211820201,10841.3174476851,9355.81641158112,9294.73372615993,9716.93447737673,11281.5229155852,10657.0030809255,11377.8669803588,11231.3433426921,9896.28793265486,9237.064626971,10420.5271402636,9923.64041768327,10999.7143056172,10272.7628830591,10286.0260133444,9743.99359150726,9476.54509719059,9224.74836664346,9683.64230470195,9419.75348494087
"Q3UG15","Adam9","Disintegrin and metalloproteinase domain-containing protein 9",0.0351888385907101,0.134120799558047,21,18,24,280791.792062318,290033.669237149,288214.597349065,272986.836609939,262188.552092574,255768.474436573,284693.238944401,289518.155029537,282140.884743537,278916.792748743,272518.164133571,272318.109458517,284437.996865285,296693.63719234,289101.970042051,295608.44109704,268665.471623619,278392.014130781,265393.298825434,279922.382057719,268078.211016929,282641.066996637,282378.805590633,282188.418220807
"A0A140LJB7",NA,NA,0.0201683075449354,0.355712229369226,15,6,24,6641.36343523173,7755.54477966747,7467.01130566504,7052.94375677963,8292.29391872532,7368.82131118909,6778.38457558676,7446.28088958396,9476.87481259714,7913.18046690056,7737.95932416684,7559.93132498072,7369.79569491042,7639.92433906743,6884.55588043027,6833.45311869754,7314.66881771718,7173.13609805909,7574.30850744685,7812.43961421969,7949.29708054451,7525.01766081763,6956.35882248567,6472.38210327777
"A0A1B0GT05","Bet1l","BET1-like protein",0.00282111186790101,0.212075114738606,24,9,24,53060.9607112683,53789.2347129321,51257.0580978527,50076.7297775214,51225.2338227011,52675.6139041052,55944.8895913136,59935.3216364426,53619.0575249444,57630.1421784086,51880.4266619187,52387.7661802161,54700.604463622,56161.3118638407,54040.889505091,57703.551374402,53159.5229205493,59432.7823923805,51646.4532649284,61474.9501306876,53663.2460203959,66183.8311984343,59522.5030316078,62347.432127684
"A0A1D5RLL3","Efr3a","Protein EFR3 homolog A",0.0431899996954131,0.140189426544965,24,9,24,146319.014013297,151958.449846518,153858.03810133,152005.89052207,143545.767519248,146906.114605753,151585.86080875,162428.382973877,166513.290289993,154078.21217881,149159.282871578,152518.777302578,159689.905933208,160063.346405461,152585.412562633,164628.098327904,157238.267765277,159211.817255354,149098.809499745,157246.772266092,150921.329571794,155478.305046847,156196.448820454,163695.58830781
"A1L0U3","Hist1h3e","Histone H3;Histone H3.2",0.0192212209096671,0.291330869138058,18,9,24,507940.847947528,703452.818985179,600701.056687217,547024.052504807,638289.306102774,692727.08453961,613027.608716559,585805.36747611,567472.718019158,515441.761304564,607613.518581682,628550.10365117,614423.76513724,632371.166206959,666555.092186262,627227.829787397,552104.438883114,625149.441734842,584369.649900839,598043.076756244,520490.214476684,776334.506667775,526821.738322446,613350.426484241
"A2A6Q5","Cdc27","Cell division cycle protein 27 homolog",0.000951753854989182,0.124456047525839,24,9,24,72854.4914520009,77280.9574542445,68511.5895752532,69698.977240329,71974.7486368212,72955.2566477773,74868.2711705157,76039.6830217046,76908.5128412297,70295.8357455212,70439.8498914595,71196.2035733762,78380.9235436989,71677.7075634518,75850.9028998602,74578.7566183498,72965.0124588297,71719.1898131594,69052.7318128236,74234.7379547102,70948.0609306335,76575.4274070673,74431.0841385338,73881.3326596118
"A2A8R0","Zfyve9",NA,0.0469184514542801,0.582657589316578,3,18,24,9412.19722618647,8746.42911911039,8683.23876203363,9284.80336763917,7590.38687163459,8521.64634094962,8507.05673841226,8098.36954567105,8971.34199712019,9360.20857231641,9424.97619336269,9044.53097579641,9565.06688072258,7878.6545016082,7468.55553133989,9410.81172798553,11325.9086425024,8220.90561158088,6766.42930901855,11918.6265034581,8293.73480057572,7237.88282936038,4946.46814697395,8557.93386689736
"A2A9I0","Gosr2","Golgi SNAP receptor complex member 2",0.0027329521220291,0.223822192854081,24,9,24,110506.801337079,127349.260534189,123526.191652658,116930.017456637,122997.102164134,121891.188965998,125174.977678932,130835.356113209,119054.723213262,119468.093541472,114556.176031948,120089.585789235,119890.633398939,120642.893219741,125865.071131447,128660.155722948,126933.388425312,125663.020158704,109301.653901257,129561.173259871,123636.747851719,141504.984060874,135274.317364423,129788.67362064
"A2A9W7","Gga3","ADP-ribosylation factor-binding protein GGA3",0.00862963155933052,0.190729373454929,6,15,24,31993.5607066608,36289.6083340416,33168.447253105,38713.3329166164,30682.2828588414,35177.5947940419,32553.5606671154,33342.1337318271,37349.0353308009,38203.4757902535,38376.4005883821,36442.0125351009,36497.7137210376,34492.4813143898,31828.5399762308,33190.7468668116,35552.8873974062,34802.7926289887,34807.1592464089,32986.1490979437,35350.4025518319,33923.7647955348,31535.2839698156,33673.8227440315
"A2ACC6","Ralgapb","Ral GTPase-activating protein subunit beta",0.0492723213779756,0.152425479418166,3,9,24,89604.76416378,86768.4220671091,86408.5025145578,88484.5401190819,85825.6921903632,86997.3498257613,94422.7823868583,90455.1740544298,87968.8221895295,81759.5483916965,88981.6159547253,80212.0856982701,91428.9318076084,86730.6513235331,87293.0832909141,87917.1279671329,88842.9424302083,86835.8993736082,82962.1123124544,83935.6556282618,84675.3452583391,86266.7483399477,87573.1386891375,85476.4395799022
"A2AEM2","Clcc1","Chloride channel CLIC-like protein 1",0.00519765857683682,0.307716143806806,24,9,24,28482.8472142116,32840.9659618539,29194.9257781812,26060.1278959156,28948.0517581892,27961.2196164629,32808.0714249033,32863.2810145847,29709.7082586919,28901.4493043499,26347.2380634282,29184.5318031528,30942.5638990846,33191.5246893891,32453.9059131778,35025.8457457876,26708.9192918271,28451.1723468047,26213.9792046302,30100.6927422469,26625.9217653417,30401.0842194335,29054.1665571963,30189.8657319074
"A2AHZ2","Siah1b","E3 ubiquitin-protein ligase;E3 ubiquitin-protein ligase SIAH1B;E3 ubiquitin-protein ligase SIAH1A",0.0061963309770697,0.371047064926113,3,18,24,15064.5211318953,13906.3708771975,13692.7368812827,14486.7220685019,12261.5179840637,13715.0104923471,11262.0258375325,10588.8675815408,13420.3080400931,14738.3353326909,15450.5681079879,13025.5561542765,14444.9644404597,12502.5350870551,12927.3032777363,13564.1635762753,13984.4349814718,13373.5893397743,13404.9795680016,12384.1939425027,12886.5264330522,12714.4615109188,12087.9296863358,12805.1198686156
"A2AII0","Gdf6","Growth/differentiation factor 6",0.00606770969015427,0.348317105343888,21,15,24,5115.30832065294,8350.09692030807,5603.90251712568,5263.601302237,5717.29569117116,6444.57717969439,7617.49764133607,8168.43432933349,7481.88501611461,6795.91471514345,6881.32567993215,6471.58612009101,7154.52866853034,7956.90161855367,8137.75276956995,7898.49957983419,7832.64857160082,7704.49240688137,6639.73448967386,7621.41503103335,7089.0751456214,8416.38508376383,8293.9567635225,7983.88359751699
"A2ALW5","Dnajc25","DnaJ homolog subfamily C member 25",0.00557121473684637,0.222261222602067,24,12,24,65297.4268752838,71754.9810489427,64336.3125676833,58102.5601192849,58315.025289592,57028.9154080399,67382.6007170424,70806.7591124003,68715.4626153046,65297.0773395471,64132.5534298682,61180.1589724587,67774.7059891961,64585.562210297,70657.3270752629,74397.4943756276,69951.3660978818,69168.9036589077,66879.3195272055,70478.0305642373,67633.164961707,75664.2779306628,74537.1729151399,72989.1379418072
"I7HJQ8","Cd99l2","CD99 antigen-like protein 2",0.038253999730223,0.203177112105312,18,9,24,60841.2837750051,68335.0931898117,56921.3402598878,65325.5567339129,64367.6250594383,69596.731839727,62261.7335009123,62707.6477073782,62803.5390240332,62106.2195460112,67670.3832845325,63928.7433142906,72193.0497792185,70504.1137217293,70212.7064380721,69772.9080406699,59654.3077574409,67326.2415473248,64007.9204674101,64586.8855515792,66546.868087252,65404.0898299837,67232.5913372978,68852.9667294271
"F8VPR2","Fmnl2","Formin-like protein 2",0.0320282846802657,0.234551945191727,24,15,24,18940.8591546478,17956.7712537986,20016.4644147557,15669.9316730419,16041.4586330863,17309.7648024284,19123.3854463561,19503.3921138662,19044.740808482,18357.1193167262,20058.8119685159,19343.3918694624,18965.9570086146,19652.82176802,20439.8611378046,20924.1822294552,16958.700680068,18809.807363711,16608.742887136,16951.9014323155,16662.5231975654,18189.6494311939,16823.3024912639,19861.670669908
"A2AR02","Ppig","Peptidyl-prolyl cis-trans isomerase G",0.00862963155933052,0.133766251895772,6,15,24,129794.81252643,137989.885858688,136022.020990921,141202.693719764,134361.122532494,133078.673842682,119664.725676732,129800.671270322,130834.806047678,125816.27816189,129339.502483962,117301.291270888,126156.335187,121483.513205495,115219.352889667,119995.869587671,126462.445717513,124895.109739837,124513.963171668,124550.035756057,120300.623061995,116694.719008211,115622.087581691,120628.437433256
"A2AR56","Frmd5","FERM domain-containing protein 5",0.00186341846015534,0.346035402602141,3,15,24,20224.494772169,22175.1167122014,18501.5871631082,17083.3464716649,16167.8289059265,16991.5286880195,18152.2086395209,17781.0212461579,22093.0587915956,18377.5081050894,19114.2606438135,17400.4515806486,18931.7798623684,18040.4859183766,20862.057753867,18815.1229934418,18705.1849628015,19143.1653518951,17407.5246412608,17458.5742218056,17411.9051762901,17285.4485657833,17559.7604925135,17335.7104165038
"A2ARA0","Tfpi","Tissue factor pathway inhibitor",0.000305920643905057,0.219823707380429,21,12,24,65212.1373681588,58324.6417751562,55817.6655824423,55278.3617927999,57238.4295582024,58662.5765994929,62185.5960681297,61869.7632931896,57021.1080607107,58403.8364974449,53876.393051417,58400.9149782515,59606.4562907725,54370.7123828918,65495.8895158784,59532.4155205844,58136.8147067381,54863.164411518,55615.4515759836,58031.171966349,58916.9648003347,56583.1285555731,60231.4080845197,62396.2809695113
"A2CG63-2","Arid4b","AT-rich interactive domain-containing protein 4B",0.0145749944091962,0.122180618637019,9,12,24,124862.632649199,112866.622369941,120582.446160682,117686.758915444,119527.532406024,116150.528299137,113474.728182664,113417.858857636,117714.259549853,114247.766942792,117806.232530669,119097.16166277,116983.34448042,116070.779296795,115112.903306671,116576.430330938,124738.61555959,129883.277288798,120333.716977047,123094.983283085,121396.329877956,112341.358468062,113414.669755042,119674.221219378
"A6H630","Armt1","Protein-glutamate O-methyltransferase",0.0400822274503332,0.125712396005129,18,9,24,173383.651153744,166718.788741401,170791.848470646,178444.913575892,179064.850302297,169844.068792966,179944.982549778,162077.645633029,169651.904409942,175879.853730715,171616.556196308,185981.620864644,179207.824333621,187559.636952441,170358.622923505,186078.294703052,176629.181891306,171587.036426851,178837.322352388,179286.169105184,178453.703583129,180718.010376035,179169.181009939,174873.29420779
"Q3UEH4","Pklr","Pyruvate kinase;Pyruvate kinase PKLR",4.89373481797208e-08,0.685096302844029,3,15,24,5061.8380644845,5521.68728597502,3907.05958680031,3709.12976867694,3585.04393901002,3235.6650863437,4559.58899949627,4534.94077525593,5874.45659992809,4352.83983558997,4295.23341956851,3648.65581897253,3469.82630480001,3334.70778268567,4372.56695524548,3765.45524713234,4363.10370137759,4998.19516053883,3589.71715555448,3359.31192941663,3529.89759767983,3291.7495991029,3956.28869080898,4835.17299043204
"B1ATC3","Tnrc6c","Trinucleotide repeat-containing gene 6C protein",0.00721907775566076,0.734281092942189,12,9,24,5784.37279641569,4799.84934058796,5281.10316632069,4754.78145213759,4777.05048446834,4622.61853655379,4525.35421075237,5342.63248026985,4691.72767738927,5392.6483007394,5386.45653655866,5779.62337456016,5181.78851887398,5618.16685845147,3943.52431717811,4652.66093016632,7880.98732951499,5659.63382809374,5743.45157808535,6224.73920824682,5853.29705534944,5294.35083491048,3770.9493943516,4422.40628997546
"B2MWM9","Calr","Calreticulin",0.00319616601846799,0.11189299489025,9,15,24,8398427.4250301,8269789.23474922,8316680.46238915,8301885.02155655,8193195.76531552,8195983.75147987,7893268.9285132,7917699.29684194,8058991.79372499,8071178.32213911,8351648.79571442,7938821.56891026,8009703.0760212,7682089.23523485,8014284.35565695,7840896.97101636,8011270.08014601,7829403.31624995,8578462.33624525,7872503.02848303,8139672.05004594,7474157.20688086,7953672.61168326,7783459.81121643
"B2RQZ0","Ift57","Intraflagellar transport protein 57 homolog",0.0224463762846337,0.433724892079458,12,12,24,6735.97405956044,6248.63275840183,6555.10771002602,6628.45782569792,6472.9322212244,5787.54006954619,5705.39863754631,5832.45857176198,6522.98781325394,5685.93570553189,7774.70761828658,8708.92317165321,6129.98023658292,8676.30790567958,7102.34966399946,6215.83240057495,6471.0199580012,6454.03986285985,6624.10882010135,6780.07715751408,5609.05715974123,6125.32480152426,5812.28848419102,5394.27900380593
"B2RRR9","Fut11","Alpha-(1,3)-fucosyltransferase 11",0.0463010336417066,0.103574076747575,9,15,24,134236.085570158,129135.053186011,134079.343126607,134951.788697238,138461.287947247,135221.343347804,137591.958217758,134347.468348607,126713.424316656,135984.516332717,139068.721846316,136556.933789349,135104.922428108,128813.279785452,132207.401494746,125562.576106989,129948.787442891,136561.27041696,134752.284589223,132272.28554577,132327.149710905,132533.100676071,125868.017274311,126648.959786522
"B2RVQ7","Zfp706","Zinc finger protein 706",0.00389267637364884,0.198301941981939,3,15,24,57125.5434153103,58028.3896978412,57259.9112246522,55731.7100758456,52090.4464649701,51860.8250335471,50984.5127816492,52748.398987539,58472.9799048202,55017.1355563865,53120.8004721158,53072.7680538102,48479.6954527607,48637.5502062645,56366.2241845141,53038.7573729052,54373.1231763708,49268.1460662253,50694.2280017362,49332.4010898045,51281.9680635468,50363.1913278278,54226.3087698552,51514.3054764436
"B7ZNH7","Col14a1",NA,0.0354151654569402,0.106141768106628,6,15,24,759910.162090883,782947.591743462,770712.222466618,759763.92331787,768326.195602306,734979.931426852,722027.091349408,726640.526095158,775053.630329883,785464.348718125,769198.879958013,774110.582734772,722630.94807685,689533.527076155,702638.865268253,694433.473602097,666097.682798042,690904.360367758,654171.058556978,661822.275885298,659225.058484834,652294.251348599,642464.357058472,605711.544593654
"B9EIV8","Slc12a7","Solute carrier family 12 member 7",0.00469465935972358,0.129214085731863,6,9,24,150185.490549296,159890.236490339,156544.305971574,145538.507649244,140351.576765612,138657.616233102,147307.508428044,152412.882886414,154483.638698895,154470.369250849,145813.157221517,142216.122501115,141935.957574632,148422.429321275,152195.015004658,154272.527150978,147376.554648466,153292.106523684,146719.161490225,156479.807702876,150690.08976737,151270.128500617,147638.029485078,161898.677832483
"B9EJ80","Pdzd8",NA,0.00259882928841841,0.145096754737527,24,12,24,73241.7915383503,75207.0922566471,74031.6981920803,66034.1026711403,70120.6622437862,66901.2261414634,72785.5591684544,76096.9209590337,70091.0620446537,68227.5169214489,69872.9050272951,68512.6180029469,74366.759895022,75260.0908101551,74906.3881676109,76495.8337225095,70248.4544502634,69936.1684694639,67940.5130757262,74445.7146677363,69301.918601289,70764.9272444961,70272.3964864758,75435.9944700618
"D0EX61","Mbnl2","Muscleblind-like protein 2",0.0456579996780082,0.171433262360227,21,9,24,56378.3542768935,57027.218816261,58893.9734478218,59917.8994777325,58692.5066103247,59554.9845331657,64268.4794563722,61920.8939519486,61599.2883881743,57794.8672736451,63460.3830747187,59711.1883298902,59806.0983943655,61235.8030286385,62290.105423939,58023.7249944186,58191.1783451613,52938.5108187339,62231.6513388961,59870.4250850965,62228.3762090089,59522.9828140918,60570.7635293118,61151.8953419486
"Q6Q477","Atp2b4","Calcium-transporting ATPase",0.038253999730223,0.129559069663154,24,15,24,97881.7996930334,100063.797992429,101983.359210355,93825.974592081,91332.7672343219,92827.2724126766,97224.7006280466,99913.9946893847,97868.2142521759,99767.1902547649,95427.9811573788,99534.0045885645,101521.813953078,94291.0887550733,100085.858830971,107084.090093662,102302.010829895,101992.930862305,97966.0676495263,97442.6043416132,90903.8391858103,109504.299948083,94199.7223038961,100482.973240191
"D3YTR6","Spns1","Protein spinster homolog 1",0.0231815048497708,0.384351459923352,24,9,24,16303.2270809372,17274.9977958702,17045.8454685087,16925.883860008,16278.0642438938,17348.916487831,17361.7333878982,18509.3946650954,16201.2642929461,17889.1639351673,14593.6667758194,16837.7305144766,19538.1152002628,16980.8626701042,19552.3942744384,18600.1188157148,13207.3405001783,18969.8893380675,16240.0159663225,17068.9400663451,15808.6182874308,18465.2999312623,18185.7226435363,17925.0388761516
"E9Q226","Ccnyl1",NA,0.0464511113890153,0.205459392225209,24,15,24,44674.0734597286,47440.5720635243,43289.7487196727,46791.0310901093,44261.5982064267,45255.8407534524,46550.3322494586,50412.4421516512,40746.1790175517,40471.9845443853,44580.7138009558,42654.9359048192,41676.8795026966,41602.6571800786,46729.5100908405,44585.0051855534,44758.9631464776,44673.5886366546,43158.0707600506,43664.2575639088,40617.1333555062,44145.6885224873,44281.2061985602,45730.5498657312
"D3YWH4","Tm9sf1","Transmembrane 9 superfamily member 1",0.00279196780028642,0.259371947620106,24,12,24,50845.4186579683,55541.3503718187,50814.8576517357,48539.0743522492,52458.2084376038,47346.0954037351,53221.5540739681,53951.3336560968,52318.5965170105,52940.4737869263,50191.8609089164,50997.1092764883,51373.7740668971,57239.6454768613,52870.3860629873,62252.1942000253,48875.4130157892,52774.9845031666,52690.0855560816,49496.5930906066,52403.0514477306,53914.8445423151,55188.342495416,53430.6254667557
"D3Z4U0","Zranb2","Zinc finger Ran-binding domain-containing protein 2",0.041885276758178,0.189772067486735,12,9,24,253604.977122521,242625.364713402,257867.548796073,260177.433407868,263453.9344268,257972.87502149,239343.568889508,257511.602152036,275336.398018829,275265.70795217,287073.763273862,275224.641619663,268436.230213311,268004.367976865,258906.234698757,263124.020542711,297404.177580559,271785.664862992,267873.867138701,278442.18229085,270932.264444292,257345.66841564,242633.1671219,256064.976604749
"Q3V1W5","Sgce","Epsilon-sarcoglycan",0.00176640911533835,0.223436371446892,21,15,24,43318.702186672,42879.640177766,42411.0028449468,42404.3715218633,44910.4216084156,44349.4130084195,51204.3377163132,53392.533037995,51677.6140497357,48566.8917414647,45936.8860645139,46802.3210129531,54426.1588808505,53539.3588466126,54760.7924854421,56554.6008268418,49194.2202980532,48769.5449838473,50070.5570282214,46697.1760935325,48695.152607445,48987.5331482167,51284.0476895812,50720.8572153166
"E0CY18","Zfand2b","AN1-type zinc finger protein 2B",0.0293546546119203,0.200516853797403,18,12,24,11573.5655977481,12034.7581032973,12532.7475862855,11692.7880821673,12327.5159410824,12382.9429490281,13294.0940603602,12328.0325839093,12438.0940040101,11454.3238606705,11561.4770648438,14051.8125975623,12820.4640740587,13126.6283263736,12656.1622338091,13408.9099216356,12295.2388735269,13062.0477629392,12641.3161021523,14380.8042915881,14157.3013400561,14054.150172042,12873.5163456838,12586.0537833098
"E9PYH6","Setd1a","Histone-lysine N-methyltransferase",0.0174543570067815,0.107322858305906,3,15,24,55458.5363104725,53494.9847962955,54162.8375304892,52033.8953175752,55445.324701167,51119.1672431726,54446.794243951,53681.2250968937,56004.2084519498,56211.6859102054,56738.0628213921,53395.1196776472,55351.7025613926,52912.9964790162,51670.4883013327,51091.9139731675,57035.7612369271,56241.4587593598,55663.5055525763,55346.4021450655,54454.9698259195,52666.4401616945,56005.6434371442,52221.3602909624
"E9PZF0","Gm20390","Nucleoside diphosphate kinase;Nucleoside diphosphate kinase B",0.0192212209096671,0.119546193657245,9,15,24,3547695.71272707,3154119.40050282,3367768.49107733,3346563.27491815,3356147.13555096,3305478.42139681,3118277.30017947,2992824.91213044,3253273.34943588,3150330.94785112,3308633.87308157,3273558.95796381,3198090.36972717,3193257.28017568,3062439.59143587,2998561.21602024,3068646.21459878,2980368.9398509,3130205.0527928,2987348.75302373,3128961.40670025,2860206.20346366,3017704.29686055,2967901.12847745
"Q3UDK5","Cox7a2l","Cytochrome c oxidase subunit 7A-related protein, mitochondrial",0.0429389773537334,0.363096692617143,6,12,24,7487.42283846347,9915.47894798474,8785.36196360498,9124.73475695448,9733.69161602545,8492.62794976931,9025.94739015508,12012.1015640612,9279.47356078374,10411.2625594155,9242.60252923926,10197.6940896936,8693.85415457474,8578.15571284205,9033.09217605162,9391.05267083968,9825.50935626083,9673.87832548079,10213.6134201279,10650.5576784023,9712.72302007358,9531.46758698997,9114.6495580483,9072.81604091501
