"Uniprot_ID","Gene_names","Protein_names","pVal","WT_Relative_amplitudes","phase","peak.shape","period","X1.WT1","X2.WT1","X3.WT1","X4.WT1","X5.WT1","X6.WT1","X7.WT1","X8.WT1","X9.WT2","X10.WT2","X11.WT2","X12.WT2","X13.WT2","X14.WT2","X15.WT2","X16.WT2","X17.WT3","X18.WT3","X19.WT3","X20.WT3","X21.WT3","X22.WT3","X23.WT3","X24.WT3"
"E9Q043","Fndc1",NA,3.36599175552485e-07,0.383578628481834,3,9,24,75299.9225470021,71910.588487273,60315.4222228687,54292.030874085,56144.1818773335,54429.1524100175,64477.8764098702,67497.1630815241,77794.5213593456,71431.564179617,61818.0752196295,56417.6528343447,60316.3139069492,58624.1362452172,72251.0868746252,65598.0824169245,71665.2570000418,67027.710890258,54844.8728275526,58131.9424057716,51189.3267123099,58084.5413196284,63830.7257063519,63927.8414451882
"E9Q7E2","Arid2",NA,0.0132188394177487,0.156976013886202,15,9,24,37683.8136070842,37703.3741169081,36755.4053808842,37935.7089571422,39792.8144216969,36866.2365622949,35217.1129677677,35288.2238176664,34033.8668105975,37371.1907961599,35013.3524742037,38379.5613091795,38106.5182722714,38730.5159423137,35946.6274313237,33186.7562018599,33113.1473400982,33805.5394873451,33537.8351283747,33821.0059965483,36118.6603335671,34234.2324842499,33728.6658650871,33597.2995819516
"E9Q8M9","Rgl1","Ral guanine nucleotide dissociation stimulator-like 1",0.00647879583232755,0.279598943016833,6,18,24,8589.80872071868,9717.17048521668,9478.26431602949,9644.20184905565,9116.09128678534,9173.26880069061,9226.6729948483,8858.06679901153,8551.57258081428,10474.3608182,9314.61594413167,9753.73308178413,9139.74764363322,9381.43818057429,9414.78593737403,8118.07750765282,9717.19100633197,10204.1960653891,10469.1242070756,10055.1196420141,9109.18178381923,10228.384179396,8070.79938214397,9149.54298520077
"Q5M8Q0","Rpl15","Ribosomal protein L15;60S ribosomal protein L15",0.0277585308145347,0.22767319105911,12,9,24,622092.090334021,602446.997726377,644855.722631116,724588.966805907,663484.39557649,645295.318555224,612334.784158023,593225.652901499,627634.232891243,659657.968565748,606953.300241627,657654.740122411,576540.646068768,627082.438541726,574277.788305853,580791.759788727,562300.794520544,559649.94555297,673914.300085025,571680.829768776,630608.550740362,552455.69236568,557946.988424252,553224.384391762
"Q3TPI3","Trim2","Tripartite motif-containing protein 2",0.0431899996954131,0.206175071639604,12,15,24,46808.1637284065,49278.7654577045,50767.4399580117,57046.5762392049,44137.2127227208,55521.8858785347,47976.1744853714,49356.2017090426,48280.6419591848,54112.1156010641,49136.1526766736,52089.4950737194,48029.7222244026,49670.6078165079,50132.0514734852,49578.9086624157,48639.3065449772,51944.4226142585,54154.6303943001,55645.249125915,52404.1904621332,56960.1904315149,55463.5379088269,53640.5175093501
"E9QKG2","Katna1","Katanin p60 ATPase-containing subunit A1",0.0232284443041317,0.167073388577768,12,9,24,29254.0269456697,28957.3570256307,30608.8647100351,28819.3358973751,29579.0019280649,29069.1877999594,25583.9658131245,25304.9805240449,25382.6996217092,26731.4569779973,26291.7184565105,26353.3763250845,25679.1356100627,26774.0744064077,25362.8838702643,26849.098826452,26335.0639885087,26126.9848668803,26746.091112638,28495.2896070625,26775.7648157481,24396.0764211112,24200.2586652356,23360.5907525728
"P0DOV2","Ifi204",NA,0.00461488660676618,0.141000498693273,18,6,24,1146413.37229184,1181566.71937453,1182812.30793432,1184190.23665004,1238314.01240041,1209838.39324513,1184912.52465512,1172268.84113171,1158544.19638056,1148347.10765746,1167670.37815551,1161264.95532989,1158760.2929426,1254609.45788258,1099697.55087165,1144842.3991767,1131531.58990198,1132093.13833838,1111907.88391058,1256906.47627927,1206446.58579063,1176068.93486094,1076851.97166521,1062817.48229122
"E9QLW5","Igf2","Insulin-like growth factor II;Insulin-like growth factor II;Preptin",0.0110689455983747,0.39863879929717,3,9,24,26100.009718706,23469.5679574128,24562.0179598921,21459.1094382307,22102.9455016632,19600.3816909231,22050.7013382837,24027.3915944291,26674.5160808873,27497.5837924335,22036.6522283899,21585.0556258345,23381.1455566185,22617.0146729667,28231.8564355661,24307.1830154068,22120.3492839441,21936.7151646053,21133.5915109116,19615.1407944477,19082.8668787017,20730.0351491023,20582.5394689927,22143.3974029071
"E9QPN7","Dock6","Dedicator of cytokinesis protein 6",0.00899880006218501,0.249848449113771,6,6,24,20273.4658217438,23067.9241363626,20774.0787699712,17277.3826256099,19111.8846413768,19767.6616124607,19009.7895809321,19501.009516676,20595.7849180661,18435.2507316639,19861.7264212548,17939.3605965965,21760.5582088507,22272.7258617512,20119.2987491173,20269.7465312742,19988.7107388248,22294.5743404679,18075.2411340169,16811.0377732691,18388.6474927008,18255.2212006618,18285.8536789481,18885.9702224549
"E9QQ18","Prg4","Proteoglycan 4;Proteoglycan 4 C-terminal part",4.40067781138408e-07,0.287651925254866,6,6,24,568429.176653838,564855.704231272,485656.567690314,475958.917043966,441406.950948189,444980.905879854,501529.259580182,554302.182002617,563494.851447208,581239.397290822,465158.512562272,455713.905658483,499223.335320794,476251.833052397,548056.336568846,555300.931341189,536578.384821082,566626.647252019,467923.116023801,482780.421959567,467228.150697981,483997.295028633,504247.817610022,520228.377021154
"Q561N5","Rps18","40S ribosomal protein S18",0.0050299921711324,0.195068857687372,15,9,24,515339.318442434,513804.777441464,519498.678079448,535317.802380249,524211.359762715,522179.777655039,468462.618868183,442282.081147072,487555.987448866,464337.856228948,517649.933956638,471438.947436686,519446.621282747,474973.137436316,443024.144671368,433144.644957242,469231.952057203,456149.830965215,452006.448995407,465924.106889575,469969.731638905,491125.075564205,464711.568068904,458589.344535182
"F7D1I5","Gypc","Glycophorin-C",0.0123926619541394,0.342337482764009,3,9,24,37721.0770232206,39296.0255917769,35685.3380004701,34013.6366137039,36289.3543411811,35222.7598930134,38013.9353123334,38920.3208730416,41245.0736402171,35758.7239206247,39567.8085815975,30678.9431841904,43077.5397800843,35802.4774926373,39681.8653665722,35507.738641863,37661.2988963114,39138.4910094693,30574.4973231442,33188.3145675719,31218.9099579732,35162.7453270357,36480.3865118116,39119.2117041576
"F8WIA3","Gm20604","Uncharacterized protein C14orf142 homolog",0.0378630916282036,0.315455709073927,15,6,24,17540.6173160511,17898.4285587838,19217.1781161532,18195.9823316292,20403.4914428465,17950.2411593213,16397.7139034744,16075.9871596459,17824.1793928246,16711.1535656865,17169.7202681326,17198.7613289012,17868.3877659964,13345.8265067983,15047.2433784523,16897.7326646783,15854.5276139935,16122.7961169302,17406.9011883233,16121.130994552,16857.600535814,16797.8976539303,16232.994047861,16581.0860633306
"Q8K2V2","Tmcc1","Transmembrane and coiled-coil domains protein 1",0.0477325613349139,0.261422754603159,24,9,24,25749.94224794,31275.2833295283,28052.3237835948,27072.8194449364,26964.2509692938,27382.9920147463,28698.6184455085,30968.072197487,32954.3205259094,30199.5399635136,31616.4781729531,29708.0552070873,32690.0664464744,32706.2448100111,34349.2718495067,34831.604094441,28915.4394795634,30684.0765165605,27018.6250120643,30878.9673943215,29549.3726122679,33183.1817769048,33875.8517697982,33289.7516337627
"G3UW78","Cyp4f17",NA,0.0148168956678347,0.272702344951066,24,15,24,14482.9640497473,15467.7946036931,15384.3978155942,13483.8030190996,14337.3992778061,13568.3390741106,17405.2262422953,17000.7353336037,18370.9686409587,17599.8389747881,18286.9262877641,14762.6130482476,16237.811618711,16830.400907937,17800.1968274241,18350.6402460901,16737.4560219726,16113.2311956877,16128.1580449753,17385.7730099759,15063.5862933008,17119.0955604871,17201.1744167373,17450.8718908955
"G3X8X1","Ttc39c","Tetratricopeptide repeat protein 39C",0.00707722475517911,0.224917170631221,6,9,24,79924.5324953266,88610.3670479994,87750.1543592323,86997.5120536513,82281.3002637515,83851.793188679,83330.9633448759,84553.8344023081,90202.4599107331,89871.188823783,84703.3161987283,71742.9968837991,80484.1662426908,82746.5177912264,82778.8749279744,86181.5373398889,82249.9489037005,87543.3264376804,80797.3759075609,85758.3901484773,77229.7852039568,77061.3197080492,78542.6670614267,81132.1712435395
