Majority protein IDs
I1E4X2;A0A0A0MQE0;E9Q6Z8;F8VQL7;A0A0R4J1Z4;P25425-10;P25425-4;P25425-7;P25425-9;P25425-11;P25425-8;P25425-3;P25425-6;P25425-2;P25425-5;P25425;A0A0A0MQM6;P25425-12;Q7TSC9
A0A0A0MQE4;A2AR50-2;A2AR50-3;A2AR50
A0A0A0MQE5;A2AHC3;A2AHC4;A2AHC3-2
D3Z035;G8JL82;A0A0A0MQF2;Q8BHY3-2;Q8BHY3;D3YYA4
D6RCG4;Q3V321;S4R177;A0A0A0MQF3;Q8VDW4
A0A0A0MQH5
A0A0A0MQK3;F6XZS9;Q9WTN3-3;Q9WTN3;Q3TYX1;Q9WTN3-4;Q9WTN3-2
A0A0A0MQK8;Q9D0Z3-3;Q9D0Z3;Q9D0Z3-2
A0A0A0MQN1;Q5RL79
A0A0A0MQN9;Q80XJ3
A0A0A0U6W1
A0A0A6YVR9;V9GXE6;I6L9E0;Q3U3J6;P09925
Q3V4A0;A0A0A6YVS2;Q921L3
A0A0A6YVU8;Q9JKV1;Q8VCI8;D3YUD8
A0A0A6YWB0;A0A0A6YVV8;A0A0A6YXP3
B5TVM5;A0A0A6YWD2;B5TVM7;A0A0A6YVY9;B5TVM4;A0A0A6YXV2;B5TVM6;A0A0A6YY76;B5TVM2
A0A0A6YWD3;A0A0A6YVZ7;Q8C735;Q8C735-2
A0A0A6YW06;Q03173-6;Q03173-3;Q03173-4;A0A0A6YXC8;J3QNM3;E9QKQ9;E9QLZ9;Q03173-5;Q03173;E9QKR1;Q03173-2
Q921M8;A0A0A6YW28;P35123;Q3TEX8;Q6NXV6;A0A0A6YVY7;Q5DTK8;Q3TPN5
A0A0A6YW87;Q9CX13
Q3TCJ0;A0A0A6YWA3;Q8C257;Q61098
A0A0A6YWG7;E9QNQ4;Q8CHG7;Q6NXI4
A0A0A6YWH2;Q9EQX4
A0A0A6YWL6;Q9ERQ3
A0A0A6YWP5;Q542N4;Q9WVF8
A0A0A6YWP7;A0A0A6YXM5;A0A0A6YWY4;B2RSN6;Q6PGA0-2;Q6PGA0;A0A0A6YXP4
A0A0A6YWX1;J3KMM1;Q3UJD6-2;E9Q9M5;Q3UJD6;A0A0A6YWN9
A0A0A6YY37;B2RXR7;A0A0A6YY09;B2RY66;A0A0A6YWY8;F8VPK8;B2RY69;Q2TJI1;Q2TJI2
A0A0A6YX21;A0A0A6YY20;Q8VD57
A0A0A6YX69
A0A0A6YXD9;Q60936;E0CXI5;E0CYD3;E0CYT4;E0CYG7;E0CZ05;E0CXT4;E0CXR6;E0CYC1;E0CXR1;F7B1B6;Q60936-2
A0A0A6YXG0;Q3UA21;Q3TX70;Q9JKK1-2;Q9JKK1;Q4W8V2
Q8BVS5;F6U5V1;A0A0A6YXJ7;Q3TQS1
A0A0A6YXR0;Q8BGS7-2;Q8BGS7;D3Z5Y5;D3YX12
Q3TWH5;A0A0A6YXU9;P27090;Q921T1;Q8CDZ9
A0A0A6YY22;Q9WUE3
A0A0A6YY64;Q8BVM1;A2AUP3;A2AUP5;Q9ESY2;A2AUP1;Q7TS91;A2AUP4;A7UAK8;Q3U3S6;A7UAK5;A7UAK4;A0A0A6YW89
B2RRE3;A0A0A6YY67;H7BX08;Q8C1B1;Q8C1B1-2;A0A0A6YXV8
A0A0A6YY83;E9Q2S0;A0A0A6YY48
A0A0B4J1E2;Q9CSN1;Q3TM37;Q9CV75
A0A0B4J1E3;D3Z5P5;P40694
A0A0B4J1E4;Q5U431;Q9D442;A6QR71
A0A0B4J1E5;Q8C476;Q543C2;Q99PM9;A0A0A6YXW7;A0A0A6YVQ3;A0A0A6YXG9
Q4FJX1;Q3UGH8;A0A0B4J1E7;O35343
A0A0B4J1F0;P61622;Q7TQC3;Q8CE84
Q3UFS9;A0A0B4J1F1;Q8CI66
A0A0F6AIX5;Q8BVA5;A0A0F6AIX6;Q8BVA5-3;Q8BVA5-2
A0A0F7DDK0
A0A0G2JFV3;A0A0G2JDE3;A0A0G2JG66;A0A0G2JDF4;A0A0G2JFF5;A0A0G2JDK6;A0A0G2JGM8;Q8JZZ7;Q8JZZ7-2;A0A0G2JH16;A0A0G2JEQ8
A0A0G2JDP0;B9EJR4;O35387;Q8R5I5;A0A0G2JE46;Q3UXX9;A0A0G2JFF9
A0A0G2JDV2
Q05DL4;L7N1X8;A0A0G2JDV3;Q29RG2;Q000W5;Q2M1J9;Q7TMV8
A0A0G2JDW7;Q6ZWU9;A0A0G2JG29
A0A0G2JDX9;Q542S1;P61969;A0A0G2JF61
A0A0G2JE03;Q3UFC2;Q3TXL9;Q8BTZ4-2;Q3U5Y4;Q3TGH0;Q3TWF7;A0A0G2JDM7;Q8BTZ4;Q3U981;A0A0G2JFH0;A0A0G2JDE8
A0A0G2JE08;A0A0G2JFE0;A0A0G2JFB2;Q6PGG8;Q80VL1
A0A0G2JE32;Q9D1S1;Q4QQL2;A0A0G2JGL0;P61079;Q9D7F5;Q3U5V6
A0A0G2JE98;A0A0G2JE33;Q9D3X5
A0A0G2JED4;Q9JID9
A0A0G2JF33;A0A0G2JEE9;Q9CVI2-2;Q9CVI2
A0A0G2JEH5;Q9D081
A0A0G2JEK0;Q6LDU8;P01139
A0A0G2JEK2;P63254;Q6P3B4;Q8C2N7
A0A0G2JEP4;A0A0R4J169;E9QN52;A0A0G2JFV5;Q91WK0-2;Q91WK0;A0A0G2JDR6
A0A0G2JGI2;A0A0G2JEV2;O35216;D6RJ71;D6RCV6;A0A0G2JEV0
A0A0G2JEY3;A0A0G2JGY6;Q7TT00;Q7TT00-2;Q7TT00-3
Q8K2Z1;A0A0G2JF30;G3UW75;Q8BUL5
A0A0G2JFE2;A0A0G2JF79;A0A0G2JGW6;Q3UTQ8
A0A0G2JFJ6;Q7TPD0
A0A0G2JFN1;Q9D4Z4
A0A0G2JFP4;Q8K385
F6ZZB1;F6VTL9;A0A0G2JFQ4;B7ZWL5;E9Q9L6;B2RXS1;Q6ZQA0;Q6ZQA0-2
A0A0G2JFR8
A0A0G2JFT8;Q9D394-2;Q9D394-4
A0A0G2JFZ4;E9Q7M2
E9PVP1;A0A0G2JG52
A0A0G2JGD2;Q545V2;P07091
A0A0G2JGJ2;Q0VGT4-2;Q0VGT4;I3PQW4
A0A0G2JGP4;Q9D091;Q3UCX0;Q4FJP3;P08556;A0A0G2JE25;Q3TMF4
Q3UYM1;A0A0G2JGQ4;P54729;A0PJ90;A0JLP6
A0A0G2JGQ6;A3KN70;Q8CHG1;Q9JLM8;Q9JLM7;Q8BRN4
A0A0G2JGU1;Q3UZY2;Q64302
Q0P6B2;A0A0G2JGW9;A0A0G2JFY5;Q3UUU2;Q91WJ8;Q91WJ8-2;Q3TIS5
A0A0G2JH03;Q6GTY5;Q8BMX2;Q9EPR2;Q9EPR2-2
K3W4P2;A0A0G2JH17;Q6P4S8
A0A0H2UH19;H7CHP8;Z4YJZ7;Q5DW34;Q5DW34-2;Q5DW34-3;E9Q5A3;Q8BHB2
A0A0H2UH22;E9Q5X2;E9Q969;Q812E0
A0A0H2UKB8;Q8R5K2-2;Q8R5K2;Q80TK2
A0A0J9YQM4;Q8BFX1
A0A0J9YTR2
Q91YV0;A0A0J9YTR9;Q91XK1;A0A0J9YUG4;A0A0J9YTU7;A0A0J9YTW1;A0A0J9YU37;A0A0J9YVI1;A0A0J9YVG2;A0A0J9YUK1;A0A0J9YUP9;A0A0J9YUZ0;Q8CE98;Q3UZE5;E9Q8G4;Q60722-2;Q60722-3;Q60722;A0A0J9YV50;A0A0J9YUX6;A0A0J9YUT7
A0A0J9YTU3;Q5SXY1;A0A0J9YUF8;Q5SXY1-2;Q3UPB2
E9Q7W0;Q3UM17;A0A0J9YTV5;P31266-2;P31266;Q3U6F1
A0A0J9YTX7;Q6PD35;Q5XJY7;Q8BP10;Q9JI57-3;Q9JI57-10;Q9JI57-9;Q9JI57-4;Q9JI57-8;Q9JI57-7;Q9JI57-6;Q9JI57-2;Q9JI57-5;Q9JI57;Q8C555
A0A0J9YTY0;A0A0J9YUL3;Q8C1B7-3;Q8C1B7-2;Q8C1B7
A0A0J9YU61;Q6ZQD6;O08785-2;O08785;Q8K1L9
A0A0J9YU62;O88712-2;O88712;A0A0J9YUM4;O88712-3
A0A0J9YUA0;D6RFB9;Q5D0A4;Q497P1;O35526
E9QLJ3;A0A0J9YUA8;Q6JPI3;Q6GQS5
A0A0J9YUG5;Q8BGM4;Q3V1G0;Q8BY07;Q99LP4;D3Z271
A0A0J9YUN2;Q3UCS1;Q9Z255;Q3TQ27;A0A0J9YUW6;A0A0J9YTT1;Q3TUV9
A0A0J9YUQ8
A0A0J9YUR2;Q5SXY1-3;A0A0J9YV86
A0A0J9YUS4
A0A0J9YUX7
A0A0J9YV01;H9H9S3;Q3URW5;Q80TX6;A0A0M3HEP2;Q9R0G7;A0A0J9YVF6
A0A0J9YV20;A0A0R4J0B7;Q80UZ2-2;Q80UZ2
A1L332;A0A0M3HEP7;Q5DTG0;P70704-3;P70704-2;P70704;Q8CA15;Q52KQ7
J3QMN4;A0A0U1RPV8;J3QMQ8;A0A0M3HEQ0;Q9JLT4-2;Q9JLT4-4;Q9JLT4;A0A0U1RQA4;D3Z0K8;A0A0M3HEP9;Q9JLT4-3;A0A0U1RPC6
A0A0N4SUH4;Q8BKS9
A0A0N4SUH8;Q9QZ23
A0A0N4SUI7
A0A0N4SUJ1;Q8BXK4
A0A0N4SUQ4;Q8K262
A0A0N4SUS4;B2RRD7;B7ZNI3;A0A0N4SVG7;E9PXP1;Q80XK2;Q3U109;A0A0N4SUT9;Q8K2E3;Q99JV4;Q9CTY1;Q8C905
Q9CWX6;Q8R5B4;A0A0N4SV07;Q9WV72;A8Y5I6
A0A0N4SV80;Q61464-4;E9QML5;Q61464;A0A0N4SV38;A0A0N4SVI8;E9QKZ7;Q61464-7;Q61464-5;Q61464-2
A0A0N4SVC2;E9QP00;Q6PFR5;Q3TAP5
Q8C6Y4;E9PZ28;E9QL92;A0A0N4SVJ5;Q3U2D2;Q08874-7;Q08874-2;Q08874-4;Q08874;A0A0N4SV79;Q32MU7;Q08874-5;Q08874-9;Q08874-8;Q08874-6;Q08874-3
A0A0N4SVL0;A2AMI2;Q80XI3;Q80XI3-3;Q6DI78
A0A0N4SVS6
A0A0N4SVT8
A0A0N4SVV3;A0A140T8R3;Q6NXZ1-2;Q6NXZ1
A0A0N4SW06;Q91WI7;Q91WI7-2;Q3TWL5
A0A0N4SW28;Q9DAS9;A0A0N4SVT3
A0A0N4SW73;Q6ZQ33;Q8R361;Q3UM85
A0A0N4SW93;Q7TPS5-2
G5E8Q5;Q3TSY8;G5E8Q6;A0A0N4SW97;Q8BZJ7-4;Q8BZJ7-2;Q8BZJ7
A0A0N4SW98;Q6P7W5
A0A0N4SWA4;Q9ES18;Q3U3U9
A0A0N4SWG2;Q3U133
A0A0N4SWG7;A0A0N4SVX9;E9QL12;E9PXU9;A0A0N4SWH3;A0A0N4SUN3;Q9ESD7;E9Q423;A0A0N4SV63;Q9ESD7-2;A0A0N4SUJ2;Q9ESD7-3
A0A0N5E9G7;G3X8Z6;Q5U4B1;G3UWX1;P35601-2;P35601;Q3UVT8;Q61944;Q3UJT6
A0A0R3P9C8;Q9DC69
Q4KML8;A0A0R4IZW5;P09803
A0A0R4IZW6;G3X9U5;Q99J78;Q99J78-2;D3YWV3
H3BKS8;E9PWD4;A0A0R4IZW7;Q3TX08;Q3TD26;Q8R2M8
A0A0R4IZW8;A0A0R4J1C2
Q6P5I1;A0A0R4IZW9;Q9DCT5;Q5I0W5
A0A0R4IZX1;Q8C2K1;Q8C2K1-2
A0A0R4IZX2;Q9JHL1;Q6NS54
A0A0R4IZX7;Q8CDB0
A0A0R4IZY0;Q8C1A5
A0A0R4IZY9;Q91XI1;Q91XI1-2
A0A0R4IZZ6;Q6ZQ03;Q6ZQ03-2;Q6ZQ03-3
A0A0R4J000;Q8VC57;Q6ZQH5
A0A0R4J004;Q5U419
A0A0R4J005;E9QP62;A8CVP1;Q4ZJB3;Q9D7B2
B2RQ13;A0A0R4J007;B7ZMW5;P70261;B7ZMW4
A0A0R4J008;P70288;Q8BQ10
A0A0R4J009;Q9D864
E9PVV2;A0A0R4J011;E9PVV1;P15806-2;F6T941;E9PWE3;E9PWE4;A0A0R4J014;E9PWE2;P15806;E9PWE5
A0A0R4J015;J3QML2;B2RX12-3;B2RX12-2;B2RX12;Q9CVX4;Q59DK8
A0A0R4J017;Q8CGV9;Q8BY61;Q8BI40
A0A0R4J018;O55060;D3Z380;D3Z217;D3YWK6;D6RIK3;D3Z0R1
A0A0R4J023;Q9JLZ3;F6RT60;F6R307
A0A0R4J024;Q924T3;A0A0R4J1Y0;Q924T3-2
A0A0R4J025;Q8BTL0;Q6NXM2;G3UZ62
Q8BNY0;A0A0R4J026;P47931
A0A0R4J029;Q8R1P4
A0A0R4J031;Q8C006;F6U6G6
A0A0R4J034;Q99K01-2;Q99K01-3
D3Z763;A0A0R4J035;Q6AZB0-4;Q6AZB0-3;Q6AZB0
A0A0R4J040;Q8R079;D6RG73;Q8R079-2
A0A0R4J041;Q8C3P7;Q3U6J4;Q8C3P7-2;G3UZP2
Q9DB01;A0A0R4J044;P57724;A0A087WRH3;Q8BP63;A0A087WSI1
A0A0R4J046;P53569
A0A0R4J049;Q8CIG8
A0A0R4J050;Q99JW2;A0A087WPX1
A0A1D5RMB5;A0A0R4J055;A0A1D5RLL6;A0A1D5RLY0
A0A0R4J060;J3QNK5;Q8BIH0-2;Q8BIH0
E9PYL0;Q80VD7;Q5FWJ4;Q8CD56;E9Q045;Q3TBI2;A0A0R4J062;Q3U309;O08983
Q3UDS7;Q3TJ10;A0A0R4J064;Q8VDL4-3;Q8VDL4
A0A0R4J065;Q8BGE6;Q3UNF6;A0A087WNY2;A0A087WRT0
G5E8J7;A0A0R4J066;E9Q3H6;Q3THF9-2;Q3THF9
A0A0R4J073;Q5U5Q9;E9Q577;A0A0R4J183;Q5U5Q9-3;Q5U5Q9-2
Q3TNH3;F6WB49;A0A0R4J074;Q9EQQ0
A0A0R4J078;Q8VCH8;Q3ULE5
A0A0R4J079;Q6P9T6;Q8BMP6;Q3TJW1
A0A0R4J081;A2AQ17;Q9CWX2
A0A0R4J083;P51174
A0A0R4J085;Q3UHZ7;Q3TAD4;Q91YN5-3;Q91YN5;A0A0R4J1F6;Q91YN5-2
A0A0R4J086;Q8BK62
A0A0R4J088;P20352;Q8R3Q1
A0A0R4J090;P11609;E9QLX1;P11610
A0A0R4J091;Q9JKP7
A0A0R4J092;Q8K2I4
A0A0R4J094;Q3TC72
A0A0R4J097;O88393
A0A0R4J098;O88291;D3YXQ7;O88291-2
A0A0R4J099;Q3UY34
A0A0R4J227;A0A0R4J0B1;E9QMP6;Q571J8;Q05512-3;Q05512-4;Q05512;E9Q9N6;E9PYX3;Q3T9A3;F6ZS70;Q3U3A1;Q05512-2
Q80TT3;Q3U350;A0A0R4J0B3;O70405;Q3U0V5;Q6PB82;Q3UFT4
A0A0R4J0B4;Q99KK2;Q99KK2-2
A0A0R4J0B5;Q91W34
S4R2E1;W8DLN2;A0A0R4J0B6;Q7TMS5;D3Z150;A0A0N4SWA2;Q3UQE4
A0A0R4J0C0;Q9D720;F6VZ99
A0A0R4J0C7;Q80ZV5;Q99PT3
A0A0R4J0C8;Q7TMF2
A0A0R4J0D1;Q8R3Q0
A0A0R4J0D3;Q3TDQ1
A0A0R4J0D5;Q6PDG8;A0A0R4J2D4;Q6PDG8-2
A0A0R4J0D8
A0A0R4J0E0;Q91W78
A0A0R4J0E4;Q7TQK1;Q7TQK1-2
Q3UL56;A0A0R4J0E9;Q91X85
Q3UIZ0;A0A0R4J0F6;Q99KY4-2;Q99KY4;Q3UDE5
A0A0R4J0G0;Q8BH04;Q8R3X7;Q3UGF0
A0A0R4J0G2;Q6NXH8
A9UGK3;A0A0R4J0G4;Q6VN19
A0A0R4J0G9;Q8C1A3
A0A0R4J0H5;Q6S5C2;A0A140T8R4;Q6RUT5;Q6S5C2-2
A0A0R4J0H7;Q8K2Z4;Q8K2Z4-2
A0A0R4J0H8;Q6NWW9
A0A0R4J0I0;P70459
A0A0R4J0I4;Q8BIW9
A0A0R4J0I6;Q80XL6;D3YTQ5
A0A0R4J0I9;Q91ZX7
A0A0R4J0J5;Q8K114;Q8K114-2
A0A0R4J0J6;Q8BKT7;Q5SVF9
A0A0R4J0J8;Q2KN98;Q6GQV8
A0A0R4J0K1;Q9ERR7
A0A0R4J0K2;K3W4R5;A2AGT5-3;A2AGT5;Z4YL78;A2AGT5-2;Q80U79
A0A0R4J0K4;Q9CRG1
A0A0R4J0K8;Q7TMV1
A0A0R4J0K9;Q8BJ63;Q8BJ63-2;Q8BJ63-3
A0A0R4J0L5;Q8BRB0;Q8R3I3;Q8C7Y2
A0A0R4J0L6;Q8BJZ4
A0A0R4J0L8;Q3U155;Q8C4Q1
A0A0R4J0M1;Q8VCN9
A0A0R4J0M6;Q3SXB8;Q3SXB8-2
A0A0R4J0M9;Q80T83;Q8CDG3;Q8CDG3-2;Q05DM9;Q3UMT4
A0A0R4J0N0;Q70E20;Q70E20-2
A0A0R4J0N5;P46718;A2T4N6;Q6RI66;Q7TNW4
A0A0R4J0P1;Q9D7B6;D3YTT4
A0A0R4J0P5;P97814
A0A0R4J0P6;Q8VDG3;Q3TUQ8
Q05DG8;A0A0R4J0P7;Q78KK3
A0A0R4J0Q4;P97873;Q8BP04
A0A0R4J0Q6
A0A0R4J0Q9;Q3UM29;Q3TR20
A0A0R4J0R1;O70404
A0A0R4J0R3;Q3U1G5
A0A0R4J0S1;Q91W92
A0A0R4J0S3;Q924D0;D3Z792
A0A0R4J0S4;Q80Y17
A0A0R4J0S7;Q8CGB3;Q8CGB3-3;Q8CIA8;Q8CGB3-2
A0A0R4J0S8;Q80YF6;Q80YF6-2
A0A0R4J0T0;Q8K3A0
A0A0R4J0T4;Q5D0E0;O88351;Q05DR8
A0A0R4J0T7;Q01721;Q7TNT6
A0A0R4J0T8;Q9D8S3
A0A0R4J0U2;Q0VGB7;A0A0N4SV05
Q3TU16;A0A0R4J0U5;Q61285;Q3UYE0
A0A0R4J0U7;Q8R395
A0A0R4J0U8;A2RSY6;A2RSY6-2
E9Q360;A0A0R4J0V1;Q8K2A7;E9Q361;Q8BXH8
Q8CD95;Q3U3C3;E9QKQ5;Q80XT6;A0A0R4J0V3;Q91ZP3-2;Q91ZP3;Q8CFH3
A0A0R4J0V4;Q9QXM1-3;Q9QXM1
A0A0R4J0V5;P08775;O08847
Q8K2J1;Q3TC80;A0A0R4J0W4;Q8CI85
A0A0R4J0W6;Q9CRC8;Q78KN5
Q3U393;A0A0R4J0W9;Q6DIA2
A0A0R4J0X2;Q3V0B2;Q8VC19
A0A0R4J0X8;Q9ES28-8;Q9ES28-4;Q9ES28-2;Q9ES28-7;Q9ES28;D3Z0V2;Q9ES28-3;Q9ES28-6;Q9ES28-5
A0A0R4J0Y3;Q6DFV5;Q6DFV5-3;A2AAU3;Q6DFV5-2;A2AAU5
A0A0R4J0Z0;Q3U6U5;Q8VDE1;Q8K372
A0A0R4J0Z1;P08003
A0A0R4J1K4;A0A0R4J1K9;Q7TPS4;Q3UKP0;A0A0R4J101;P13808-2;P13808-3;P13808;Q3UGM4;P13808-4;P13808-5
D3Z1R6;A0A0R4J102;Q7TN99-4;Q7TN99-3;Q7TN99-2;Q7TN99;D3Z5R9;F6T0J8;Q7TN99-6;Q7TN99-5
