"Uniprot_ID","pVal.WT","pVal.CKO","Baseline.WT","Baseline.CKO"
"A0A0R4IZY9",0.0600068144523402,0.847336518529354,297563.12009555,340016.150293448
"A0A0R4IZZ6",0.0221652870693087,0.450341736653071,78601.8201964998,78693.9308572334
"A0A0R4J000",0.908947527792347,0.115251266886364,97485.4133442711,133381.906983393
"A0A0R4J004",0.93081436064118,0.00617083370344131,18954.1744430591,19554.7929019085
"A0A0R4J005",0.828204711889894,0.00477402062768915,1053818.39895708,1060668.77576416
"A0A0R4J008",0.170119428845996,0.00557121473684637,257515.660945344,300510.437786373
"A0A0R4J017",0.867649201342162,0.0427785880906672,97969.7941507734,85622.5740265192
"A0A0R4J018",0.850721724510032,0.785281591855414,56204.2613767642,51040.8586117657
"A0A0R4J023",0.078396255296606,0.00109895510017862,267698.21544839,242788.577094801
"A0A0R4J024",0.21172242941492,0.939304312698426,43752.9618721226,38153.2156850102
"A0A0R4J025",0.790771631487077,0.829648922611454,20013.0825034919,25109.6413883403
"A0A0R4J034",0.000946290597502686,0.630361865368028,1138861.21994943,1041319.21143245
"A0A0R4J041",0.808539956622952,0.774615967205526,58809.784095635,55967.6118663003
"A0A0R4J046",0.847846653357736,0.872578016479921,40673.7133987113,53970.0259747315
"A0A0R4J049",0.669572708402774,0.415761509699044,346473.708016924,425004.001763975
"A0A0R4J050",0.0476797206792196,0.340087312105578,440617.477199318,380352.139733283
"A0A0R4J060",0.927442891420445,0.60513049580354,13137.0790793386,13201.4920947186
"A0A0R4J065",0.0828255129366955,0.49153278881002,133103.902750722,148106.471408009
"A0A0R4J073",0.149035081090066,0.437476677128916,46495.1463111986,46624.3552315218
"A0A0R4J078",0.850245634684711,0.00462480783607239,311683.671512116,285144.31025871
"A0A0R4J079",0.655018668591295,0.0148127038510387,760349.195558162,711841.147310642
"A0A0R4J081",0.869848794635785,0.872972534154213,116239.573047381,149649.963485241
"A0A0R4J083",0.9227536747871,0.396903987515649,848163.132679554,1141040.18165304
"A0A0R4J085",0.271966081013403,0.724873995529821,257165.811645258,239290.781903543
"A0A0R4J086",0.861206911548277,0.864694367337235,20086.4858673064,35589.7349451657
"A0A0R4J088",0.7511812228969,0.0653802101011362,253018.084101629,475159.17031669
"A0A0R4J090",0.0316685392677379,0.0026447923761572,87244.2308401435,67811.8629605612
"A0A0R4J091",0.954685267541487,0.0901086040621616,35121.7169828914,34329.3686191477
"A0A0R4J092",0.509136352271667,0.870418263362237,1001002.80411887,514938.674832885
"A0A0R4J094",0.85040498231505,0.62399582714676,108414.146532771,100568.445444045
"A0A0R4J097",0.82772924546922,0.424057838701826,304797.622392416,183056.740152976
"A0A0R4J098",0.767898719917227,0.730651959024979,358359.590395804,312352.096292722
"A0A0R4J099",0.120101283358816,0.869992403085869,43778.1935699664,47419.279071249
"A0A0R4J0B4",0.737409569861947,0.68546155487407,467683.914581119,255031.403513389
"A0A0R4J0B5",0.0550854851910583,0.724705097590381,31509.3961602583,29833.6734867486
"A0A0R4J0D1",0.672631969874748,0.0079080364182838,48129.7262571383,53222.5803602506
"A0A0R4J0D3",0.152419548004916,0.000190298917292629,182543.476415531,174242.363565663
"A0A0R4J0E4",0.705051479727168,0.307611101156255,48928.0692886542,55460.0501782259
"A0A0R4J0G0",0.742804913968014,0.685651039822093,789648.352519365,1220943.28311381
"A0A0R4J0H8",0.293735515906296,0.0018882107139956,240301.064816469,314419.168662349
"A0A0R4J0I9",0.642987715079966,0.675012282805584,4514715.97249356,5751595.46886078
"A0A0R4J0J5",0.681404309554183,0.00129719689501329,82851.6862030745,82901.1637344891
"A0A0R4J0J6",0.0858779547074668,0.0239116402882597,132405.040708004,130424.435463453
"A0A0R4J0J8",0.756710966109092,0.910609238964569,751295.56752311,571420.395350419
"A0A0R4J0K1",0.0757261832564073,0.384838215316276,408606.555393609,447546.805580679
"A0A0R4J0K2",0.498655301688795,0.000588803038446116,853772.820871926,961202.019886097
"A0A0R4J0K4",0.85040498231505,0.0940571523650362,51050.1881103236,52946.8593296538
"A0A0R4J0L5",0.82772924546922,0.017556686988009,205866.067921399,205893.042467594
"A0A0R4J0L6",0.926022273773917,0.245075131186481,156190.691556774,187752.855595556
"A0A0R4J0M1",0.780460030955946,0.123504750492037,221604.653080293,236073.134390191
"A0A0R4J0M9",0.724873995529821,0.349959967911763,283068.393199233,273227.888698163
"A0A0R4J0N5",0.826782621695188,0.426613460413181,61108.3959561893,67639.6394645858
"A0A0R4J0P1",0.830431766717764,0.780411727053604,363436.351996973,289447.65619624
"A0A0R4J0P5",0.38219744412739,0.811855214251221,14978.5404301594,15354.9615839621
"A0A0R4J0P6",0.783267746869125,0.331474572722294,138028.341566839,140067.631668703
"A0A0R4J0Q4",0.679734753169489,0.864694367337235,238616.493499784,556189.373737723
"A0A0R4J0Q6",0.502292835335708,0.918500541137547,317565.534108518,335019.902556496
"A0A0R4J0Q9",0.846694169170486,0.870418263362237,260923.938430901,265652.39183492
"A0A0R4J0R1",0.927114142509916,0.482151630575417,68730.4780955656,47612.9973283201
"A0A0R4J0S1",0.486322789874903,0.877383382867731,75888.9668363041,73542.2386578807
"A0A0R4J0S4",0.761316109800719,0.0518591348374215,263917.608967463,293876.03322373
"A0A0R4J0S7",0.21948414912708,0.855347142424874,1360675.34609273,1577497.63932441
"A0A0R4J0S8",0.861206911548277,0.289597141209341,155213.208190121,185527.649030078
"A0A0R4J0T0",0.168634212312815,0.253129606052094,82288.4176173475,77522.0429377712
"A0A0R4J0T4",0.0683077454996137,0.244867757226157,181721.719262695,201223.965700891
"A0A0R4J0T7",0.206876012646881,0.852089928256818,340900.5112372,485820.291538038
"A0A0R4J0T8",0.782394568778931,0.534807811061232,499376.340433266,581208.236202599
"A0A0R4J0U2",0.550417678131532,0.0068489271824314,184060.260234635,172917.876751027
"A0A0R4J0U7",0.950098319178808,0.312038671549739,76454.2616731473,68184.7143569712
"A0A0R4J0U8",0.770001623629411,0.786264724708492,99907.8075522561,86052.1998469127
"A0A0R4J0V4",0.66385508760744,0.682388374598215,40076.437950212,38983.1757204827
"A0A0R4J0V5",0.616858170896548,0.881283825294964,586609.157181371,541577.375075517
"A0A0R4J0W6",0.240336265771995,0.918231274257337,168659.549562813,220609.4887891
"A0A0R4J0X8",0.903880846456374,0.0342727407647809,595732.453686571,576196.442058498
"A0A0R4J0Y3",0.186191106329439,0.910999989164033,26127.0992886348,31386.8588955582
"A0A0R4J0Z0",0.52757167164257,0.227841316486583,30204.5187009658,38360.4462764528
"A0A0R4J0Z1",0.262774197462099,0.77780443369435,4892694.64336602,3859222.75232268
"A0A0R4J104",0.672631969874748,0.0614136771676135,734790.863306474,717013.824278408
"A0A0R4J107",0.182391052186705,0.131715733584415,592091.704369322,557414.664185402
"A0A0R4J114",0.742199380614368,0.873888134080016,24386.7238645573,27880.6939764409
"A0A0R4J124",0.694864854621411,0.791441164700236,125706.557730303,126281.813905455
"A0A0R4J131",0.95255408535273,0.820966794033509,182051.41375397,156159.465441787
"A0A0R4J138",0.601436716624134,0.168591982014247,482964.106543432,660150.854439671
"A0A0R4J139",0.913031746461303,0.490818372228597,167367.259461983,193679.435026731
"A0A0R4J140",0.889004595238637,0.926345861199338,218409.275164164,246546.815326355
"A0A0R4J170",0.8260809755246,0.743142714144698,320791.067337608,299296.281957843
"A0A0R4J174",0.781535955606742,0.838399847085081,43638.7859661117,49643.9897397747
"A0A0R4J187",0.637056796274258,0.223139214949594,302236.17152389,304840.334015567
"A0A0R4J195",0.793103362581276,0.483136731726921,384284.829968015,345405.327961242
"A0A0R4J1D0",0.655018668591295,0.543345965630819,162727.276394127,194894.359572543
"A0A0R4J1F2",0.874576591897588,1.45952842282146e-05,15004.3448131102,10866.5328937631
"A0A0R4J1G5",0.342110527651761,0.0474140661370711,100318.090569302,129641.515522687
"A0A0R4J1K1",0.90276296397569,0.296167825767311,79219.4803662948,63489.5545118748
"A0A0R4J1K4",0.671204611594663,0.00141620715132298,111341.304138576,86541.8904537382
"A0A0R4J1L9",0.821684949274741,0.664128622631115,63437.4449221448,50716.0856884263
"A0A0R4J1N2",0.897228061912271,0.825338793297793,196165.868558628,184942.728733219
"A0A0R4J1N9",0.362889639201519,0.421936317437172,280842.108157424,329320.61993022
"A0A0R4J1R7",0.777675745032792,0.462801519254796,104149.197967243,114440.261591533
"A0A0R4J1V1",0.18737447595565,0.14752235646995,23767.9618127895,29185.9162412193
"A0A0R4J1W7",0.545996348753415,0.861206911548277,202627.329980254,224353.759876326
"A0A0R4J1Y3",0.917467899219656,0.134365816262974,252955.342388311,235429.749104399
"A0A0R4J1Z3",0.123044440462502,0.0230502533772727,206901.067120493,255136.726441721
"A0A0R4J206",0.0127513332434077,0.877144722544253,65724.7649193875,70157.3801313844
"A0A0R4J212",0.0970924252710149,0.782318266052983,7383.43696091787,6071.70266313298
"A0A0R4J215",0.875416893559611,0.199294978187873,19535.1067752493,19777.600465345
"A0A0R4J227",0.822326428787563,0.000403018497393647,119918.065044116,105310.451408624
"A0A0R4J233",0.85488637305061,0.79266964636617,310977.652795389,267565.34683529
"A0A0R4J242",0.850921971909184,0.694202278882195,159959.154666843,136406.856987283
"A0A0R4J243",0.921185346336637,0.0061963309770697,51794.6433824745,51287.0088478379
"A0A0R4J245",0.916698082568342,0.0394879997215206,14582.3715532405,23619.5906928131
"A0A0R4J250",0.00511297649713709,0.0845263513704788,25274.6666615857,24188.3904914198
"A0A0R4J259",0.00209051900478085,0.293406821440642,19959.5529159908,18336.6154055508
"A0A0R4J260",0.728419777661227,0.850599125908864,118131.342239732,117330.434780387
"A0A0R4J268",0.171478030907459,0.102741291141721,286349.566334222,338256.015895566
"A0A0R4J282",0.847846653357736,0.823440506339788,106177.189285394,116530.185240632
"A0A0R4J2A1",0.0170245099485623,0.000389121307828349,93011.4031804707,93945.6205752339
"A0A0R4J2B6",0.00924961567214477,0.0592790365866063,140951.255911957,122147.520816098
"A0A0U1RNL7",0.642987715079966,0.246806521472759,32119.5463272637,28470.9557887107
"A0A0U1RNV1",0.851524269168684,0.850582846129617,50260.801730044,44873.198614693
"A0A0U1RP13",0.399978676232152,0.0637324607694786,99579.0251273098,88918.0384897247
"A0A0U1RPD7",0.0175736876888385,0.811378440409094,37661.1470643604,35778.7322563979
"A0A0U1RPD8",0.845906788667466,0.846193787906603,109515.850840883,101274.348039417
"A0A0U1RPV5",0.125993818944763,0.023027687578965,13741.3471750463,13717.5923574229
"A0A0U1RQ91",0.0027329521220291,0.829648922611454,16950.6369873469,14356.7473864965
"A0A0X1KG62",0.828204711889894,0.322312199371636,192551.800130486,177113.909009544
"A0A0X1KG66",0.889380693536302,0.474232292692851,114845.595156734,134602.574303019
"A0A140LHA2",0.912953494560876,0.0070044198824195,527718.756051819,512506.414493303
"A0A140LHN4",0.592308941253393,0.793103362581276,24028.4912891893,22481.6167803136
"A0A140LI54",0.00249564972342233,0.0136664698685461,72532.2451681127,78115.8729644697
"A0A140LIT9",0.935254858298131,0.857068942369374,105230.56453762,135955.299883031
"A0A140LJ04",0.571398108903074,0.389314733660644,344951.871901751,324350.867453185
"A0A140T8J4",0.848070073714324,0.300832376018399,33237.6027728671,46639.2730822076
"A0A140T8S5",0.455262361038267,0.0253608306087602,111305.942112957,100580.144705768
"A0A146E664",0.908283991616401,0.359433351817327,30667.9567286112,35399.2192910735
"A0A158RFV1",0.730651959024979,0.903880846456374,314597.603131678,280363.442927731
"A0A158SIT3",0.889004595238637,0.575063854775889,203922.817787692,201390.172318683
"A0A158SIT5",0.34114544933676,0.861206911548277,17811.4299264834,15493.1672079911
"A0A158SIT8",0.758787034956387,0.77780443369435,348701.571842812,270621.171622336
"A0A1B0GR08",0.333207377918783,0.86534337749478,130658.41406969,126876.128223082
"A0A1B0GR11",0.0224624499677591,0.00699348157579636,1520454.91148036,1096427.21021149
"A0A1B0GR18",0.86455375924485,0.793279269798548,91989.7147317467,68914.136345696
"A0A1B0GR85",0.739383187221422,0.877144722544253,259465.128366463,293997.140975075
"A0A1B0GRA5",0.142861424381369,0.60702962796511,248195.260047552,146593.386466242
"A0A1B0GRV3",0.211771052612382,0.423444858829841,17959.0877220478,18711.4334287037
"A0A1B0GS41",0.8260809755246,0.787371201459479,166655.519619901,138293.950083338
"A0A1B0GS44",0.316973817639295,0.0142351516118992,30804.7035508166,31583.7426566132
"A0A1B0GS63",0.811855214251221,0.280343629203246,55693.2379599736,48578.051137221
"A0A1B0GS91",0.859097403515674,0.182103554012365,1183177.02467209,1496173.48215374
"A0A1B0GSU0",0.639920190619772,0.00519765857683682,144144.09822602,148044.709418397
"A0A1B0GSX7",0.817439850907954,0.855347142424874,886603.692504004,784852.89952863
"A0A1B0GT05",0.00282111186790101,0.120101283358816,69809.7097959766,58218.9337071805
"A0A1B0GT81",0.0653758498881047,0.120832062242785,359749.131626346,289786.140883036
"A0A1C7CYV0",0.0322663436536382,0.00139598390014321,7011610.40907912,5513106.00066335
