"WT_female_mean","WT_male_mean","FC"
496479.463740568,570109.999300989,1.14830529948948
33720.1512635575,30111.7086905602,1.1198351979982
339841.246930284,321420.609941669,1.05731006792613
748.896548131491,790.275972606771,1.05525385926604
183965.161586564,166974.819588622,1.10175391738587
570490.337706096,562613.201358273,1.01400098029837
62221.3765609602,62638.133497104,1.00669797036289
4442.41559356034,4427.48818808274,1.00337152914779
7340.88670567349,6725.66768100236,1.09147330106852
1634020.36172609,1589869.25292059,1.02777027653337
29911.6290558349,29156.1986379679,1.02590977058591
54517.6563153996,55928.220071429,1.02587352155912
525100.70843149,491745.456108014,1.06783032137698
31703.9253444053,31258.2774812916,1.01425695524587
1509823.65841101,1528104.22199487,1.01210774747237
7407.13027206615,7915.85912828798,1.06868096516951
37946.8719582862,40027.6813105782,1.05483480574049
49953.6391290271,52511.8421647212,1.05121154495044
30442.7624428991,30634.9652332817,1.00631357915508
4280.74724158798,4658.15940076901,1.08816501836745
57810.2215410276,60391.8703907611,1.04465730766836
22446.2010483871,23531.0470295814,1.04833093933605
459461.564316644,460910.697106457,1.00315398044659
21982.9287953166,21528.2951946633,1.02111795646346
133290.173634343,123279.870174865,1.08119982155463
38061.1337284235,42002.2168900188,1.1035461315923
24972.7925683029,23946.0109998058,1.04287902350439
162574.328159615,174290.888923294,1.07206894776262
197899.992361104,212230.698736682,1.07241388038777
25997.3155786466,26068.7956628681,1.00274951788792
9031.04521621775,9063.00452955211,1.00353882774022
96897.2686185231,94140.4516425372,1.0292840848741
976993.018749236,954747.260061939,1.02330015452032
76287.7501511549,52623.7876333025,1.44968185647809
301864.274587859,259382.20098927,1.16378176080149
35723.0815149944,34765.8039209721,1.02753503402937
7358.31556460045,6094.30332588302,1.20740881625453
23990.1483843914,22257.4620488008,1.07784743524628
623688.871913331,615366.139779313,1.01352484577231
225533.65376475,215675.13256258,1.04571005050529
17651.086544307,18390.6273929729,1.04189775211908
111633.658334295,113928.277667959,1.02055490582233
9440.22977837796,8862.47595536203,1.06519101726492
129013.971597764,127636.796166673,1.01078979943443
32411.6980352338,31395.4647269352,1.03236879329984
913882.063914845,834164.2747323,1.09556605526906
135365.334820094,133489.261265935,1.01405411593687
9341.41343820812,8507.82754341687,1.09797870144139
56261.7047288466,62177.5203020299,1.10514817497434
4468.50122517879,4075.48281639419,1.09643480944236
611171.550482084,612218.145622315,1.00171244086772
1669297.47833155,1606744.82658794,1.0389312918321
1305255.4094103,1347543.98904119,1.03239870091786
1736.5035050071,1646.80797407412,1.05446629621976
134440.554642255,134086.376199466,1.00264142005197
20760.7654327204,20147.0219414709,1.03046323635485
118028.695893646,117703.431008196,1.00276342739259
20324.9912693911,22450.613519446,1.1045817054424
524871.866549126,556093.374447257,1.05948405675352
470242.420715506,471982.229149065,1.0036998117501
299330.989995,293759.035449821,1.01896777246918
2406.62462016446,2369.98919845423,1.01545805429583
31365.7460191254,33989.4095870536,1.08364741480494
13873.7386965763,14297.4555719436,1.03054092949523
6544.05552067628,6030.06108862603,1.08523867743558
518376.420375498,501206.386887285,1.03425741159215
2708658.36891428,2689465.4999115,1.00713631351784
308817.521899791,332975.708767402,1.07822803161878
474560.907013308,496629.867284402,1.04650395754254
907738.654744541,944415.032322187,1.0404041156405
2527223.46910087,2683303.0676024,1.06175931824385
144522.95736693,161567.959712018,1.11793975611648
294071.293815567,297015.482723235,1.01001182015921
142688.898148789,138537.418361073,1.02996648729873
297985.786958835,281308.388853658,1.05928510761139
381927.883305886,361555.051011736,1.05634780163392
75276.3836809368,72920.035267484,1.03231414253722
254402.004444939,277385.918654363,1.0903448628857
2730200.74205158,2421065.28008319,1.12768571938621
618531.872132286,589232.984017956,1.04972377465114
8000.5761256246,7503.75672253776,1.06620942302069
62346.3110330699,70415.0625161594,1.12941826628378
2008155.46973584,1924635.9839902,1.04339495179368
101339.484292818,107525.369296117,1.06104121257836
91947.8680491571,93772.4573352754,1.01984373672637
82872.8619777311,85063.5672311457,1.02643453117383
83766.4353971632,95263.3168474175,1.13724926213876
176153.723491465,173322.541090713,1.01633476166999
137470.521223022,176180.047786782,1.2815841987022
61290.5328790248,59424.7752513233,1.03139696565634
909694.74840382,925502.589877289,1.01737708335813
366379.416098369,388251.403516048,1.05969764254389
418936.553306907,388342.045567397,1.07878237262413
339394.828246469,345385.710681935,1.01765166094728
1163249.90058853,1159502.41615986,1.00323197638612
638849.604612747,607003.230180347,1.05246491756385
46130.0160844413,47203.3318979644,1.02326718923224
115208.797221457,121878.321281843,1.05789075332125
569608.779089362,618321.536308333,1.08551967421719
314075.051069273,332045.955797539,1.05721850451694
590180.271077955,559369.036588977,1.05508212373868
26179.7914293484,24665.1685688436,1.06140735897577
98042.3938791858,93923.1370517468,1.0438577432222
3746.75471030694,4146.51116430892,1.10669405523193
29572.0539582201,29653.4624394491,1.0027528855907
3979.98953163556,3691.64594146821,1.07810705434353
125847.965776843,139755.623722368,1.11051158323994
224133.237096748,217114.523524943,1.03232724120825
377237.194819862,410150.297175382,1.08724776561663
153746.926790442,164525.820187695,1.07010802506606
71287.0876276826,85793.0535567019,1.20348658378051
27960.2327424278,30680.0230748831,1.0972735226316
13379.0457467925,12831.3282655093,1.0426859534687
38779.5727730409,41241.5061912671,1.06348531564891
189620.657288152,212393.659764939,1.12009768768062
426336.141272123,470276.066699072,1.1030640407258
496191.496874341,396139.38577456,1.25256794626506
3840.09396101703,3137.6349560681,1.223881686297
123852.530292978,118077.947072789,1.04890484094062
150305.436174993,149632.116558996,1.00449983353494
179005.963581409,188525.062324818,1.05317755092042
568905.141946857,567792.077092035,1.00196033882777
217574.893915192,205737.405639345,1.0575368793004
184291.478632118,180041.437880096,1.02360590318576
88590.4552685039,87097.9763368992,1.01713563270209
23044.7757704763,23527.9372065201,1.0209662025292
2324.09044509289,2801.68033908519,1.2054953992865
702.90264083994,909.020717528676,1.2932384440076
2106649.78403291,2150205.63668258,1.02067541220178
291157.193096683,286986.834296055,1.01453153351392
30482.121425025,31624.4979184296,1.03747693533124
797403.946762477,748228.386846348,1.06572266006025
214440.535897651,212985.524290224,1.00683150468688
116347.058148081,117308.864423786,1.00826670043071
18144.5736125307,18091.0175401422,1.00296036816445
435791.981097072,446326.160052918,1.02417249378781
997110.316977439,901766.160867279,1.1057304656658
139615.928564076,142552.008842448,1.02102969416576
61706.6572311643,62058.168360193,1.00569648632419
247231.638139057,257843.599603387,1.04292315313771
7042.86895355747,6523.62726751717,1.07959401491648
98622.4252272338,95609.1766186127,1.03151631166788
450830.533531439,425879.551391903,1.05858694567041
34507.2738444772,30633.3862749315,1.12645965858224
26610.0477899467,24534.5297213227,1.08459579589252
72378.9379910362,70597.5714938105,1.02523268803066
3121.81117098562,3078.05523353447,1.01421544908436
65635.5569360857,63670.6332419587,1.03086075313025
142815.226314865,145506.266901157,1.01884281288298
19822.9086565575,20213.1179364873,1.01968476406215
3398.86757077056,3584.64650892259,1.05465906931758
7276.62464148918,7142.73342364741,1.01874509517582
371561.439314604,371209.141420258,1.0009490550071
10278.4561526088,9806.49440870445,1.04812746780189
159584.344688829,151568.089670902,1.05288880420234
29242.9649087979,29737.564495811,1.01691345554583
602247.938709209,601166.159681836,1.00179946760135
18175.3653701892,18893.337309356,1.03950247626627
79995.3253475502,82461.8049910014,1.03083279720078
16338.771305792,15317.5882781532,1.06666735057079
26481.1818685969,30283.4785625649,1.14358485632686
463462.859086196,476262.528934312,1.02761746620507
476415.56586657,428703.453291187,1.11129397771138
371491.729253009,363862.539976488,1.02096722920973
62027.3421314735,57139.5656014328,1.08554101660721
83736.9207756339,77337.1241994274,1.08275193372466
10786.0075272837,11090.9633523827,1.02827328131633
446494.225885813,400043.268569157,1.11611483298494
617756.568069792,601646.317043669,1.02677694613886
166416.754575372,166669.916233482,1.00152125102281
178815.673824473,178105.905340083,1.00398509236982
793731.237045207,847196.872582731,1.06735987326964
73956.104215984,77356.6433159901,1.04598050608608
186181.65935688,200702.207639729,1.07799129266012
787121.173583955,717451.672816609,1.09710689013217
372954.043244377,391484.21028961,1.04968485361906
14286.5222006364,14311.5272941274,1.00175025756023
95097.2784708354,91293.2298755442,1.04166846326367
27210.6019052538,29822.7852656166,1.09599873495847
8337.16653482278,7339.20776363796,1.13597636193503
86288.8891652247,85653.1413807032,1.00742235222519
2540.64467081193,2451.26489164843,1.03646271745988
17341.0200386979,17229.9622176624,1.00644562185526
253685.887048155,276531.024519785,1.09005285133301
191167.761187796,193680.988141011,1.01314670913965
30712.0251931849,28736.3981763392,1.06874998754967
10126.3438071366,10875.7819147156,1.07400875595896
52590.2713674849,57731.6951979859,1.09776378209906
99213.0649414132,99422.3985534949,1.00210993997822
150887.288306287,144252.851536443,1.04599172008858
301429.588575753,293863.67427437,1.02574634078222
40003.2855951122,40740.3015788844,1.01842388625854
301039.934269277,300604.101512519,1.0014498563212
72011.0600311595,70461.519710722,1.0219912986095
135813.67853674,134383.569842878,1.0106419906506
118667.005998637,116450.196739676,1.01903654369873
38523.0439694488,37886.9855911719,1.01678830786752
26292.3478412812,22366.419559272,1.17552779386997
138425.672448197,142386.171163856,1.02861101301235
8786.08289354486,9484.47496468778,1.07948844548872
82042.1792005658,80183.7133814299,1.02317759730452
27589.3230266956,26707.4976405223,1.0330178962493
8069.2239412868,9092.29281646785,1.12678652651421
11176.0501152149,12538.1141636453,1.12187347357866
55736.5492958844,54268.6778546265,1.02704822559322
2092162.99498508,1921994.17684075,1.08853763460618
252171.786294203,250549.084056146,1.00647658419575
462385.230501712,461041.634947944,1.00291426077803
72018.4643603325,78170.7991842213,1.08542718702119
30914.6044953148,31721.5728807504,1.0261031444073
591129.714820698,566758.435299773,1.04300117652071
1388.52406839617,1497.86181285297,1.07874385971796
83052.9632025756,88365.066757294,1.06396043379887
25244.712705041,24399.2774864966,1.03465001039528
254084.257454974,247270.013953636,1.0275579047875
17878.9572246312,18338.998607425,1.02573088447015
477364.346368692,459784.565833571,1.03823482091716
308907.365060996,277394.891735168,1.11360149110429
103812.550983651,98205.4039104691,1.05709611538581
7102.80651075082,7174.88731518159,1.0101482145574
5208.70528367879,4559.05146208182,1.14249758464019
761412.253216531,693607.665607883,1.09775639885586
327504.942114968,301279.42170446,1.08704716791522
188461.653358481,192404.235607903,1.02091981142669
187408.436940304,187417.922926561,1.00005061664465
618645.479946758,591325.854882953,1.04620062667345
61701.1470446242,72229.9322163626,1.17064164405442
1949601.96045474,1914111.82498177,1.0185413072579
147906.666830011,136571.537805151,1.08299774028342
976.754591883748,924.078705676828,1.05700367932225
8603.54540316779,8125.6295521843,1.05881585517949
86861.9801207366,101579.99846144,1.16944143249147
38921.3557689553,39319.859524428,1.0102386915255
38487.2388712982,37371.6589261619,1.0298509613218
43942.8410538439,43396.664483937,1.01258568086745
74295.3867749109,76127.9615647902,1.02466606433359
9634.2161245424,10019.2437171498,1.03996459988338
70553.000913822,64406.8397856562,1.0954271494863
181271.595525015,171663.598597154,1.05596991445116
1397131.85012678,1335452.13569238,1.04618639095022
631337.585359464,643458.756391319,1.01919919122977
50542.4831585776,53595.4590141884,1.06040415240446
656059.944472585,658439.341353263,1.00362679797894
14112.7056811766,12767.010625047,1.10540408366933
72965.4683999552,67409.1842782235,1.08242621804766
321685.194983185,341988.184799153,1.06311446759938
55798.558681605,51844.2030023748,1.0762738252346
10038.9112144895,9600.19910782988,1.04569822997752
29073.6045092498,28795.50349427,1.00965779310076
12333.5180343235,11925.1996444961,1.03423996260019
13614.4525203757,13696.210769165,1.00600525424485
89801.9953188118,86646.3259044771,1.03642011800724
54599.2636938235,46746.832643643,1.16797782023096
348059.362469198,338834.252234656,1.02722602621695
48749.9183859495,47696.1353371326,1.02209367784975
114690.31698741,92449.3141925692,1.2405750977072
59757.6489251678,56357.8717980006,1.06032479614122
26069.2707964155,25783.8374886942,1.01107024149708
7580.72872466696,8043.43319119446,1.06103693765243
204570.189983848,201213.20525291,1.01668371977236
943927.687849812,881411.090812327,1.07092785385746
41289.3752470233,41112.3001323777,1.00430710794763
140959.672531365,131183.861244096,1.07451992336983
57606.395037893,57270.4863714514,1.0058653014445
137452.715355107,136593.559894606,1.00628986799351
592160.889079695,596849.691087588,1.00791812173746
8447.8441529148,9974.81255753565,1.18075243541206
408928.834734544,393391.778569705,1.03949512168589
602564.766457645,596846.941169586,1.00958005293091
536996.718735324,519816.924202905,1.03304970217882
74854.681871558,75439.1258522808,1.00780771444231
436102.385103313,494693.20597384,1.13435106725373
339940.357306119,325730.79071898,1.04362365177628
49781.0050778945,49559.5212134972,1.00446904770212
2325730.82537422,2254258.53222487,1.03170545530943
52285.2492552384,51184.7287894639,1.02150095334687
2716.28128759653,2904.22412996653,1.06919122965218
33813.6048817823,29360.0869539828,1.15168612868142
35022.825211195,37056.162626633,1.05805749259737
20385.4344978905,18425.8254710042,1.10635122046337
248959.591932782,270433.498299952,1.08625458533435
47791.2391695594,51081.4903056663,1.06884632399744
53397.1955475935,56200.806905962,1.05250484280339
382274.771630232,374724.11966325,1.02014989580539
22737.9167730763,19723.6998891012,1.1528220821105
252735.511320815,269448.327845646,1.06612769387843
152765.842386523,142046.488905139,1.07546369899042
2044789.44118077,2164496.14540606,1.05854231336218
371487.357230535,362004.700393525,1.02619484450534
10858.7917754895,10725.2013977429,1.0124557453788
543548.626043914,501751.086789007,1.08330333576832
2154564.38559211,2138618.42138722,1.00745619884567
14851.5452210979,17871.1269285293,1.20331767923662
7975.96022044519,5352.8163039198,1.49004930630713
292961.35482176,278912.316033243,1.05037080824657
1172233.73242215,1131775.53775164,1.03574754297206
65745.2751160637,67876.0265874183,1.0324091954531
530177.529347708,508260.81161729,1.04312100643895
25472.6376843079,24168.5743512161,1.05395698207686
78728.7452595138,87776.1670789955,1.11491891290352
18517.3261505518,18797.0672055745,1.01510698967811
17149.8723730291,18955.2868921215,1.10527276704004
1464.11968487845,1508.82266971965,1.03053232963323
1223987.28215233,1135816.11136504,1.07762803318693
25828.8746908954,28015.5797830936,1.08466126063824
213174.425910205,224212.570678425,1.05177987331778
63953.9819254864,63459.2162868431,1.00779659232485
193715.055659232,209796.336227962,1.08301513020763
909017.403314974,869306.337137273,1.04568132599663
102080.518804549,100516.88485069,1.01555593327611
1588691.01347537,1480899.53076407,1.07278784311295
184684.630582259,188394.941966558,1.02008998460024
44780.7748779011,49041.4092676485,1.09514427567107
103238.094215888,98655.7651773626,1.04644765595085
27519.7480849747,25992.8767975862,1.05874191222767
19192.5147500064,19242.4213749013,1.00260031713118
268431.437025225,268378.960664472,1.00019553082933
432085.911627155,493739.334280609,1.14268787987388
551958.783535003,532337.163086697,1.03685938500805
86660.498489591,90543.1619319653,1.04480315149399
1600637.58528748,1791661.33666778,1.11934228780838
427966.795279011,472861.817740877,1.10490305079065
551393.60846708,746311.688508509,1.35350079697753
3808.01374942578,4181.42869312184,1.09806029291579
74857.6770353322,82288.3194382688,1.09926359856758
340089.595132591,335640.833268025,1.01325453110472
1336779.90094557,1393334.03235336,1.04230624006823
126535.2465064,108012.052305566,1.171491919702
48504.0087949592,43667.998581644,1.11074494756781
49515.4842911657,52111.6591334833,1.05243157528363
8132.37318496266,8730.32193070004,1.07352696834462
1865533.08305954,1854450.49152332,1.00597621321619
759652.377525048,759302.109376715,1.00046130274631
337013.402089318,355209.128840789,1.05399110729326
457956.770037177,461162.382547254,1.00699981465459
154226.63006914,164920.060341254,1.06933582266123
1959.51963349607,1781.88603299616,1.09968853069757
1062244.75814077,1132180.22253407,1.06583742951644
15961.5543046579,16211.3830827972,1.0156519079139
29737.2643484303,27768.2030683322,1.07091064824226
130308.515085962,127808.285958655,1.0195623398636
373296.853261745,370137.050866364,1.00853684436072
271918.979439718,291333.991149864,1.07139998741592
9910.65882764043,9165.8136843358,1.08126339558675
35257.0527877714,37829.2896411339,1.07295666114936
964183.443621878,971926.695126188,1.00803089034097
4941.8437111157,3990.49600775062,1.2384033717907
136832.007362395,125397.126655976,1.09118933592307
123595.695881145,132765.871144772,1.07419494018987
8896.41221937049,8968.81106748701,1.00813798263067
96292.1676856373,92234.4109875838,1.04399395686063
3341.63737659729,3558.04158471282,1.0647599316524
114119.113213983,103362.858894985,1.10406304966784
57379.9137607244,55589.5525483421,1.03220679300891
24157.6949122983,25308.7333755868,1.04764686645258
381882.212150999,422752.296818189,1.10702275038417
402514.479056775,394672.725916826,1.01986900189703
21338.6618225222,21049.6594614071,1.01372955043026
3929.3660480126,3285.35777648354,1.19602378655343
14642.9667791083,16815.9516333407,1.14839785454767
639851.972971502,567385.795581801,1.12771940706657
48779.2233451478,43417.8600453069,1.12348290068295
28693.4998999761,24744.0541525295,1.15961191012196
35274.9737161829,32817.4466984614,1.07488477212448
154837.546127354,149472.635826952,1.03589225727319
481294.270446261,482878.807363878,1.00329224138934
3484403.83900598,3370218.98665741,1.03388054390549
178418.820761783,183747.774933401,1.02986766838198
19360.770689557,16902.1707130018,1.1454606049307
99175.7190548916,102193.508518615,1.03042871271801
19678.6278019651,20668.0630590085,1.05027968753719
5033.59881221821,4756.91710198905,1.05816408070543
195896.506013369,203495.961266119,1.03879321488374
91842.1249584567,92446.4233681644,1.00657975204713
116672.985784706,123586.463895888,1.05925517432063
1034966.2355357,1071467.12877439,1.03526771404267
110092.516788977,109615.55432584,1.00435122976909
36495.9731180516,34399.433577893,1.06094692040237
600957.833508829,605969.158896426,1.0083388968546
242645.189973732,191717.039878952,1.26564227220979
774393.774958044,758481.753021239,1.02097878013996
4077.17979735644,4630.57210325123,1.13572918865477
2849.08316525956,2287.78243826764,1.24534707391886
2380.82930291789,2101.8834339741,1.13271234000659
71065.9281956959,70704.5393577623,1.00511125369342
191455.17194695,198265.283976433,1.03557026932326
125741.214726185,130196.855667826,1.0354350079355
238199.25885034,231401.864980088,1.02937484480014
549046.885510208,521877.435008763,1.05206097960719
955037.95378839,933656.673407913,1.02290058111236
609332.297807386,577280.58557028,1.055521895311
3341005.01257146,3021830.75531628,1.10562281050772
15263.4017127029,14886.5286965735,1.02531637991711
365575.111101841,383913.294656015,1.05016256029822
136790.666173543,134839.724425975,1.01446859785478
81430.9442869774,81961.6396235885,1.00651712124006
114143.324621528,113716.224674744,1.00375584001321
182935.969633978,182457.151409702,1.00262427764862
51518.7034439801,56218.5659012795,1.09122633418774
42847.449936724,44342.2875836503,1.03488743552146
19285.0116564923,19981.0263628249,1.03609096632816
20011.684250976,19191.2567467221,1.0427500666101
1679857.80272025,1666485.00797928,1.00802455148227
34198.0392570645,35278.1385354934,1.03158366099032
329773.925055003,325653.834631329,1.01265174853027
11079.4741058377,12208.7888837925,1.10192855429481
388108.407310659,374275.970732675,1.03695785372196
4158.73956396928,2456.186641106,1.6931691974746
96452.8399415545,97493.8740988284,1.01079319341872
415594.134812103,403955.821560986,1.02881085660839
76179.3924226664,78088.6897185372,1.02506317305968
91354.0520417724,86483.1929680267,1.05632145283473
18579.3879130097,17753.368682354,1.04652746447364
270223.156092554,265799.99288659,1.01664094553927
5459.85849253891,5227.19087178224,1.04451102446109
16034.9854948181,15242.572967239,1.05198679575176
3238.61812576165,3622.70560643831,1.1185961004854
9825.56768213669,10737.1288484476,1.09277440202953
18905.6558992078,16549.0140931866,1.14240375848078
3374.36019387274,3533.77898359393,1.04724415313181
1932071.04687037,2123665.42252832,1.09916528482133
27468.1353106626,25285.2243082671,1.08633148655445
47160.3628787406,47316.0220136758,1.00330063480078
158813.846413434,168103.731036123,1.05849543243544
17295.2935915841,16358.4101100037,1.05727228228662
35334.0972272327,32084.143275513,1.10129470884766
4728.3863019074,4383.18880220438,1.0787548780763
2253.82290657618,2341.20355995854,1.0387699730655
274928.745253269,252165.893285698,1.09026935273035
4508.92526824974,3985.25219516712,1.13140274377558
1865.37988303787,2558.11623747589,1.37136476099971
3808.20568255895,3774.39924109918,1.00895677412491
10341.5996357825,11955.2583960162,1.15603570212197
215686.357707107,233228.453523383,1.08133150377595
180245.571362303,190422.2658313,1.05646016372042
206371.67586236,195347.275880961,1.05643487953278
12860.5878043036,12414.6803505199,1.03591775552763
78092.8285427741,79561.9662561555,1.01881270970454
46165.6276282867,45564.0001679795,1.01320400882471
7062.48166144324,8046.81702781028,1.13937528103484
168263.167707283,151822.178692847,1.10829108866695
250219.16718267,250250.554533678,1.0001254394352
309635.742956524,318846.659913815,1.02974758943958
2666.24395574936,2283.68867201951,1.16751639066088
332577.87414586,343403.217709106,1.032549800828
26536.9235614547,27812.0925967159,1.04805263248802
82084.5260031874,91030.7142216034,1.10898751145945
752319.696387,750268.16741947,1.0027343942561
15389.6206914375,15615.2891777639,1.0146636808568
476446.670351313,476722.804127034,1.00057956911635
17087.1007963947,16108.3561175835,1.06076005966511
10635.6629721986,9606.13840112847,1.10717361421205
410508.420362258,404588.285540517,1.01463249192653
157937.026118478,160465.972546046,1.01601237208095
1784.06126834688,1693.6667586633,1.05337207524515
11935.5391267909,12233.5742691944,1.02497039632961
1971.54632358637,1566.75935335499,1.25835937686575
217741.390473774,187254.035047105,1.1628128089149
39742.2211823097,41179.5874131637,1.03616723444471
270695.644970689,285167.27572296,1.05346089241235
732546.918084076,839933.573686966,1.1465935531935
61758.1347599715,63108.9618317915,1.02187286058865
9109.22700801626,9220.64119614789,1.01223091575537
53880.787481877,53187.0725572067,1.01304292361502
16521.4699367555,17589.6440916322,1.06465369963845
208758.981386983,268325.366742171,1.28533567734156
53651.0724251818,54242.2884892836,1.01101965044457
