"female_mean","male_mean","FC"
34162.1113458886,30780.8994296937,1.10984772956092
386911.215040093,350902.088987673,1.10261872807969
740.899357757968,793.660110225098,1.07121176704322
181980.60185935,163806.893498996,1.1109459313473
519731.302515918,544980.356340136,1.04858097578882
53825.7389808065,57486.1486959432,1.06800482045294
5100.35144547498,4757.31333508654,1.07210752923471
7813.18781826927,7291.62301023265,1.07152931621735
1621041.1199586,1588554.87735632,1.02045018593021
33008.7568715727,29908.3776466987,1.1036625677761
56595.8285439421,56045.965810429,1.00981092440039
471518.001212006,473416.984892549,1.00402738320841
30535.9737465699,31021.2228240697,1.01589106283386
1496749.02082851,1534911.21394834,1.02549672162051
8093.79366511744,7873.33986460527,1.02800003610961
34400.784320467,38043.4586511935,1.1058892813836
49963.632894988,49687.1800247399,1.00556386718084
32621.9220350813,30647.8050145193,1.06441299856961
3950.92133419458,4352.71166697961,1.10169535123557
59445.0665601031,59176.6708407685,1.00453549879575
23919.6158856782,23037.5941749413,1.03828619013075
455566.796842352,456571.434116503,1.00220524691684
23218.9053016406,21904.4418534061,1.06000899073491
140928.198907515,124581.077311602,1.13121673008996
40044.5662973917,39400.4666822806,1.01634751233545
24625.9095003573,25684.1039244865,1.04297077531751
170084.696523119,169459.37890681,1.00369007381204
208439.353126885,210720.366839687,1.01094329683231
25742.6674072777,26370.5924302784,1.02439238378317
7348.57271721218,8611.15279105975,1.17181296592334
112698.342778325,101275.775642452,1.11278676527939
1016180.4370141,954997.716165573,1.06406582949139
55440.4829254882,52422.5615511085,1.05756913216531
313066.846628978,287949.727792876,1.08722744427864
37727.2706788627,36047.287225599,1.04660498979437
6210.53610432521,5824.3128063425,1.06631225190414
26252.7491376141,23583.9705662524,1.11316069802006
593424.291479553,562091.111038676,1.05574395293848
238899.682419234,225442.455732986,1.05969251285209
19178.2036514182,18931.4770078963,1.01303261459309
110330.738468433,111171.735150472,1.00762250569255
10452.5662856374,9519.14590786164,1.09805715626282
133243.089914649,141514.74292809,1.06207941454029
38243.1126166597,34748.4328541795,1.10057085961676
1101517.55743022,909826.378195112,1.21068984569933
110724.659707968,124531.988190988,1.12469966960781
9591.48015671382,9086.25054968061,1.05560375033363
54485.4862450846,58219.4124369607,1.06853065741361
4480.13241884577,4129.56994206372,1.08489079533712
588304.380420503,607070.538003462,1.03189872149098
1839481.43648563,1697922.41617947,1.08337190142332
1328074.5796138,1325926.81941443,1.00161981805324
1838.82619426291,1673.750655934,1.09862612315858
151557.037810846,139731.345173983,1.08463163810624
19137.2992364425,18920.049481122,1.01148251517721
113646.225704884,115487.599505139,1.01620268327288
18147.2411407975,22689.0176858628,1.25027366473104
549221.734234335,547141.032473654,1.00380286185314
437443.530805286,447846.65437914,1.02378163772294
357369.128170824,292446.375068028,1.22199882999984
2974.75938801206,2440.5676266333,1.21888013081434
35866.9925971668,34272.9251509454,1.04651098320907
14314.6312435703,14707.9705447616,1.02747813020807
6629.37495193124,5896.9186029071,1.12421001515318
436116.027828153,484685.241726812,1.11136764255268
2431031.30876019,2554890.24575524,1.05094913280167
283524.838570109,296383.536940836,1.04535298718651
452861.126831915,468868.49287655,1.03534718503356
810071.009543348,899608.449605383,1.11053035969342
2333501.43132063,2539513.64176032,1.08828458713355
125857.585425888,148235.063889011,1.1777999982075
301385.002347426,293832.858567578,1.02570217577661
149597.888815144,139657.214410869,1.07117909694969
327824.786901964,291495.888031868,1.12462919842672
402214.698940768,381962.024131637,1.05302274448664
81401.7111570673,76096.0513979174,1.06972319406438
254821.732238187,273719.038247943,1.07415892610012
2837324.13221961,4002355.60913119,1.41060922990148
695029.183237391,658667.700086942,1.05520459428275
9956.96250436635,8232.92189694551,1.20940810917452
62115.0386338811,66249.4191305051,1.066560056752
1970885.51408339,1930618.19343212,1.02085721598826
64475.4875245127,87207.1883944087,1.35256345849659
90224.921304675,91502.4529914472,1.01415941037464
80883.990992596,87419.2864854477,1.08079838065174
119302.337074404,107261.01784364,1.11226184006865
189495.357112641,174658.037617013,1.08495068247682
152994.284265218,156774.021073424,1.02470508507137
66855.1996390081,64057.2982154281,1.04367810540761
988203.664238765,952833.021959556,1.03712155379173
488167.866421329,408675.251758811,1.19451291537818
405806.822208448,391372.856567157,1.03688034415032
425182.802793153,371178.373341882,1.14549454744641
1155417.83524679,1178432.06104458,1.01991853085155
628235.377626008,623517.813506239,1.00756604545625
56660.990136155,48229.6736699676,1.17481595508778
102780.086076112,118620.590993238,1.15412037021836
640101.75530932,595565.591506499,1.07477961191506
308554.981160427,326676.332530672,1.05872973206297
649657.818871057,585870.332157176,1.10887645817294
26656.9565582951,25980.2742975948,1.02604600139895
97033.4123321983,95364.2351495926,1.01750317799946
4400.88628905372,4376.87061518858,1.00548695083236
29860.4836972025,30135.584791263,1.00921288137359
4091.75500079468,3979.9668063095,1.0280877203066
108715.351203209,124809.994949712,1.14804389231489
243496.653800812,231276.903074751,1.05283601848522
423718.152167778,419174.535887109,1.01083943773219
153580.749715624,158591.805565824,1.03262815072514
91709.5955068096,88281.5049183361,1.03883135648452
23776.6459844148,28677.1352321154,1.20610515254813
14272.0755506479,13348.0324649366,1.06922691326521
43073.8841241149,43138.2470921298,1.00149424574365
205058.807091553,210313.805450969,1.02562678693956
415584.268367547,454389.023199999,1.09337397439244
516271.030754364,488396.264273205,1.0570740779982
3491.83301876241,3097.9688022387,1.12713627594929
105403.984166572,111945.930217759,1.06206545324556
155321.195993852,152082.371370561,1.02129651579011
168265.578240564,188127.172313516,1.1180371783738
566896.322178168,573383.3455555,1.01144305073705
234400.379433849,211934.211258247,1.10600538743708
182433.980855967,185731.33940031,1.01807425639057
87310.9046134222,87435.0244203448,1.00142158425081
21596.5213406438,22487.4088584211,1.04125143599403
2243.5560309432,2590.65595037623,1.154709717362
854.278474044091,837.595943392653,1.01991715788864
1715300.28451098,1959637.82853625,1.14244592986524
375231.586885779,315141.308281189,1.19067725184086
36558.8141177231,35043.572977753,1.04323877422351
727615.299770575,726293.12377899,1.00182044404428
218334.097301193,215990.043609833,1.01085260066707
106611.269683877,106651.744407187,1.00037964769982
19198.562970683,18458.6139722866,1.04008692090898
427342.13978332,444478.878417632,1.04010074607433
1019067.12927578,1045400.54854464,1.02584071108992
144594.787458427,142860.121545525,1.01214240821117
57510.6527689266,60933.9948428128,1.05952535589608
319368.849289779,298916.68306145,1.06842095937524
7054.99113224116,6461.74454274693,1.09180904407002
96037.5024115332,96061.1982096229,1.00024673484311
479548.668345381,438081.548605201,1.0946561658947
34568.2787995429,31256.3988352693,1.10595846251285
25541.8526027504,24731.2202642531,1.03277769272343
84533.8597249561,76640.1894472327,1.10299648702145
3576.40391929038,3301.28778171074,1.08333600575624
56963.2458766048,61756.2474734337,1.08414200284885
143590.874517007,144980.468146737,1.00967745084362
24282.9344600171,22512.0445119893,1.07866411009824
4026.66917050086,3897.3571451738,1.03317941376945
7763.09420554451,7389.9513834461,1.05049327157067
408015.555352837,405591.010794421,1.00597780644514
11467.9276381808,10099.4574897125,1.13549937210609
176141.890671765,156509.470624885,1.12543918248842
29040.2310314433,30573.0930689701,1.05278408549392
604754.837482836,615591.673043101,1.01791938631756
19129.9731877459,17981.1879153593,1.063888174563
82378.3605453068,79949.5690305597,1.03037904449264
16752.5201090661,15815.6727771254,1.05923537652446
27478.5507666051,30172.7533106171,1.09804747589841
439488.719474896,462477.250185195,1.05230744201527
511023.799189036,449035.570258834,1.13804748005703
376074.654333852,369756.119413416,1.01708838498862
82691.0814543048,65099.7720541892,1.27022075262372
57268.6896708992,63111.7632876552,1.10202911312157
14126.8664592606,12236.9161849426,1.1544466143066
497055.420444022,433996.659002774,1.14529780387283
599784.487044156,594060.446986444,1.00963545054506
166950.916663303,164661.808028026,1.01390187963251
162274.424135824,171667.343254518,1.05788292991157
791218.400910143,816576.021185399,1.03204882526252
61738.0592707681,68208.9154243943,1.10481146038696
202447.110933971,198364.718055878,1.02058023683901
878631.112393311,778762.610547542,1.12823998031384
348829.694647209,377331.631268597,1.08170731178782
15136.8221574072,14660.1571137461,1.03251432027384
111022.97590053,95879.8011538953,1.15793915469567
25669.4535118963,29209.9510511669,1.13792648673373
7781.0849767227,7559.57422341116,1.02930201447398
96675.0515845112,89337.5709553322,1.08213208116939
2385.28435161132,2423.12779932451,1.0158653821242
16248.5003383426,16674.9318306374,1.02624435999724
295443.664957206,280430.647828324,1.05353557910002
181223.949609889,193382.50657169,1.06709133637124
33125.6895944764,30315.6418605579,1.09269299811773
16988.9340702244,13832.2321215842,1.2282134886758
47251.8302751759,52395.1710819334,1.10884955729344
116726.602532801,103645.885271118,1.12620585204581
171211.035116099,144859.999474317,1.1819069152106
300871.456149679,297963.012310602,1.00976109019882
33998.027160342,37710.4234784958,1.10919446298002
299172.058711334,302762.81710665,1.01200231870176
76783.1225508345,70612.6460336881,1.08738486466295
126490.668293022,127619.466397412,1.00892396347986
133404.23426759,118562.319316102,1.12518239384233
43571.3997368736,38326.6077903191,1.13684466872853
31524.6011820699,24981.0125793508,1.26194248859744
136420.517741803,140880.929879911,1.03269605050576
9832.45347009647,9361.4837242969,1.05030930562612
83481.3116934767,83295.9187025946,1.00222571518233
28168.8357294533,28731.6442888927,1.01997983036448
8913.06308158835,8944.50004941237,1.00352706668137
12473.8766082536,12215.6981503388,1.02113497360015
63776.279999037,57142.1929027279,1.11609787373058
1887977.03448169,2067549.64392623,1.09511376789276
215841.980881805,256864.592451126,1.19005853913
469734.201506382,469958.583130784,1.00047767785203
74215.54829602,74895.8272460931,1.0091662591693
36937.4283514923,33650.1147381013,1.09769100756346
611445.701451135,590156.29942811,1.03607417567796
1580.79156208621,1521.80983081123,1.03875762272053
72198.7340237664,82577.1276062237,1.14374758398175
23279.7249141044,24709.9712350658,1.06143742360524
234925.51494892,242489.456556047,1.03219719070861
20247.6886613602,18757.197522647,1.07946235768502
490016.392377096,480988.568993617,1.01876930963737
343546.292718403,299184.880068234,1.14827424647947
98357.4601937754,97565.456618164,1.00811766380299
6577.96584120361,6936.98316097566,1.05457877532948
5983.75875898088,5076.46025194761,1.17872660515468
871093.73869828,751857.895966501,1.15858826963372
368721.34634598,322068.051528244,1.14485539498985
204990.823522288,192560.383737394,1.06455346392457
194546.017819146,193062.958109462,1.00768174135633
606937.118780204,601853.267507368,1.00844699455383
66294.3765263821,70311.3041559873,1.06059228308764
2157731.93580842,1923060.60640533,1.12203012667487
168790.308560351,147500.063224244,1.1443405844765
869.208771439061,892.338074652259,1.02660960631461
9198.99334662153,8949.30936548549,1.02789980443619
137584.146847768,114926.906383927,1.19714478686263
40833.0957682973,39267.2131119407,1.0398776111738
41334.6494453382,39119.13584411,1.05663503432328
42201.6781040331,43258.3600131111,1.02503885998261
90872.5080144619,81407.3637638668,1.11626889525682
10386.3867525735,10125.0514695264,1.02581076094611
68670.7006899407,64958.9886715265,1.05713931350106
170466.895937362,172453.116034864,1.01165164700501
1701267.82668361,1448196.91891195,1.17474896159964
643370.750351864,642792.217143456,1.00090003144559
55269.9619453491,57791.1124394458,1.04561520227913
629255.015759567,645533.207025237,1.02586898929367
14294.9796242612,13063.4109487661,1.09427619481047
68872.1515120564,66075.0042061062,1.04233291150804
407930.105738878,363132.042093604,1.1233657690657
53645.1151450656,52516.149528907,1.02149749412868
8520.14674890268,9102.46817309222,1.06834640779685
29788.8802515684,29413.7194479602,1.01275461963496
11599.2341298181,11352.9313330246,1.02169508381303
13650.7986227197,14166.5363468656,1.03778077300822
86637.8838298436,92130.6973650319,1.0633996733574
49983.8596210966,47169.1897367131,1.05967178787879
344904.799242769,341646.803559293,1.00953615151535
50229.6423076401,47303.4179317371,1.06186073869177
133415.81378967,103409.961217671,1.29016404434036
47371.5751836045,49843.5573818777,1.05218281614433
16339.11160237,20599.5639682756,1.26075177583631
9265.78849077979,8885.10377825621,1.04284527474572
217559.824218808,208444.96332405,1.04372790183751
756295.082646726,853344.899748375,1.12832268690947
43124.6101879823,40058.5807555641,1.07653864352127
163572.28666704,143511.808145942,1.13978277314085
56838.3259363425,56867.6326401945,1.0005156151834
129683.917516855,132930.402126228,1.0250338258709
625133.505698496,621141.528498509,1.00642683996615
10495.0341836878,9832.08062732485,1.06742759559157
407682.868354774,409861.865489167,1.00534483370171
654885.736400725,639168.244669912,1.02459053912938
526603.380720925,539322.161100719,1.02415248523924
75599.3580544516,74766.3654412878,1.01114127466605
455177.199982683,488476.294804231,1.07315633301232
340498.64779241,325034.387064672,1.04757730671943
50628.6701659141,49070.5419081845,1.03175282352995
2185965.84980123,2214185.72240144,1.01290956700114
55183.9589694378,50700.6534880389,1.08842697624118
3493.75903668125,3112.92925297073,1.1223380786271
34198.9085717427,30991.9887578015,1.10347576720561
36584.6272422419,36976.0561854773,1.01069927378632
22414.4733126701,20255.5045787061,1.10658676635653
256616.809087669,268255.094020559,1.0453527770619
39014.7456548344,45397.6527485091,1.16360242740385
58472.635090493,58496.7570875367,1.00041253480378
354662.350546525,367445.79062737,1.03604397270008
21052.2066981212,19828.8083844883,1.06169802490955
282823.015914257,270555.44896872,1.04534215441714
171192.818882897,155443.865376301,1.10131601828397
2237990.93098628,2160232.01341562,1.03599563245418
366523.841266949,367086.928726843,1.00153629149456
10034.0197381711,10625.50094313,1.05894758236411
465724.855865248,468146.706286046,1.0052001742881
2072526.65849191,2019885.13555126,1.02606164183008
16709.9208050794,16962.8212423943,1.0151347478103
6145.60699716635,5064.0978486059,1.21356403073021
290665.41128023,282217.124991619,1.02993541334128
1290676.81223236,1171819.69197527,1.10142952970584
73253.9190811159,69451.201260192,1.05475380917714
529992.023937482,503957.59587326,1.05165995765797
22963.3461400311,24826.1565480327,1.08112103508967
78371.5001781804,89996.5935314106,1.14833317375322
17495.0374928428,19276.8206917335,1.10184506318547
16650.4382377256,18932.1255582787,1.13703467067812
1784.12776294273,1461.24154446326,1.22096703977717
1268525.2708863,1163729.96916349,1.09005121849542
22890.8786829024,25146.8836035407,1.09855475413984
202573.260244589,219420.355299588,1.08316544362597
69354.8193598393,66241.0814137419,1.04700614602967
178902.749185063,201938.40683698,1.12876078068587
874696.744635292,862266.727147161,1.01441551331716
91420.0611883894,101431.007627127,1.10950491947394
1408391.96644099,1450090.80136572,1.02960740753875
175469.764139236,183788.112991186,1.04740616648546
57176.8531994861,54354.7772507343,1.05191955687232
99168.6350844664,97034.6901126,1.02199156785465
31619.0194403068,27466.3959519588,1.15118923850116
18958.7115376075,19380.3923920645,1.02224206289655
261282.244194929,263511.158708644,1.00853067731634
490905.532291832,490054.085920279,1.00173745387706
535474.093530044,525696.485912603,1.01859933988424
80601.6444158465,85740.0287974064,1.06375036661845
1953327.09075265,1872884.49924175,1.04295117586988
377371.48524259,429154.168654822,1.13721938577035
670746.835012894,665575.17740274,1.00777020806325
4959.57563571813,4447.38609291512,1.11516642182673
78882.7341201226,78650.8728472932,1.00294798092425
331601.400369881,336554.088283238,1.01493566645929
1215592.44803263,1440843.05482406,1.18530109096678
90310.0068238405,94292.4445095633,1.04409741318579
45877.3078863735,48015.3215617978,1.04660285823047
53385.9898352638,55894.0911980097,1.04698051624565
8033.42140657063,8493.53644549678,1.05727510305258
2086666.56198162,1865794.32213014,1.11837973630411
771523.779348932,773887.070926275,1.00306314807217
329417.590221316,351694.6236177,1.06762551259457
433743.240968019,445146.555699185,1.0262904724595
155605.390275874,161764.781948355,1.03958340814261
1894.5723893499,1773.02793335068,1.06855191264219
1036769.48884903,1057284.62057245,1.01978755349581
15543.3424671351,16171.6427433308,1.04042246881739
29220.097387352,28535.7243503412,1.02398302663036
119442.603751544,124078.372299874,1.0388116836265
404194.493087891,388494.832058076,1.04041150546751
327755.828153121,311209.092665553,1.05316919035316
11385.4065139531,10225.7200804379,1.11340877946911
36468.2041726681,37934.2235092849,1.04019993223893
809228.547614464,920811.282417178,1.13788778847663
6409.28344123798,4949.12131060774,1.29503462109538
124529.900478544,123829.149080937,1.00565901811332
118595.25501731,131124.497674521,1.10564708221575
8130.60393178349,8500.33435110465,1.0454739183489
92762.9000927805,91511.0993496135,1.01367922308948
3312.7119931132,3473.44998135078,1.04852157041473
121043.611455778,108430.435109526,1.11632505517027
51549.0059421433,56566.3245115636,1.09733104407584
25074.6550806404,25105.6192272517,1.00123487826699
426216.441714721,424630.318106717,1.00373530466471
397763.181685937,397239.103015468,1.00131930282414
23246.8806501687,20762.773844158,1.11964233799665
4190.78326914089,3610.1103449701,1.1608463090276
19454.6407542108,17038.5589282593,1.14180083163867
755858.462341135,606934.593322853,1.24537054018119
54135.6645423336,47814.6803579389,1.13219756227744
24665.4830472218,26427.9756694325,1.07145583238068
38917.8689161066,34568.9725160456,1.12580346141449
165429.045262983,156373.085674951,1.0579125208724
1043883.87065683,588480.353191052,1.77386358779242
3526248.29071445,3512797.11744325,1.00382919161611
174776.019967729,177195.685903809,1.01384438172083
20096.6326487522,17722.5805952708,1.13395634121788
101979.563152693,105083.470091719,1.03043655849338
27891.0716778632,23849.4011877895,1.16946632991955
4861.35555429834,4483.85688319677,1.08419061556497
193296.996858029,201020.168116061,1.03995494696539
78735.2129213347,95584.6288460682,1.2140010206306
125791.471863479,126327.877061055,1.00426424136413
1018685.57924578,1069074.36801174,1.04946451563912
106734.243092829,113348.135514311,1.06196598420368
36586.9718056694,33029.8146006043,1.10769534277071
586418.235099811,587449.846594175,1.00175917362834
261244.998479168,239171.310117624,1.09229237549725
769316.018789608,766403.767773649,1.00379989130849
3924.45452902349,4423.89240472392,1.12726300483464
3131.48046798932,2687.97759104579,1.16499500532331
2998.16123583328,2518.08813501938,1.19064984030442
75244.8595833809,72487.9158093281,1.03803314998468
191153.587758549,194423.853393616,1.01710805260531
146949.823468227,135266.276761088,1.08637442374329
233622.658909941,224558.450488277,1.04036458392884
510188.857847062,519006.703868227,1.01728349391709
963505.346529216,947086.502972456,1.01733616043015
613604.663953686,583734.994349204,1.05116991424813
3800686.53005116,3325164.12316669,1.1430071988241
16296.3420733525,15544.829155783,1.04834488112016
336068.788331455,361033.427373559,1.07428431294096
130726.380860616,132322.250985902,1.01220771289452
88093.8155148397,85412.6092323734,1.03139122322293
110251.817963588,114066.078311437,1.0345958952723
191088.09995548,178032.790847576,1.07333092429631
58041.0047052016,58366.7310843958,1.00561200449318
48934.6791536845,46245.5239546668,1.0581495238686
17524.8285235949,18839.6968490748,1.07502888394654
18453.6225376067,18937.7455950775,1.02623458112272
1768037.7710136,1820662.99744508,1.02976476367997
41593.8380221914,35379.5557932704,1.17564613488175
352735.014633725,334025.252484156,1.05601301701121
11623.7508314685,12286.9712800275,1.05705735249964
440884.885800247,387244.28227906,1.13851877477827
3595.1908271203,3015.53972560045,1.19222134485542
86323.3039081916,88256.3348038668,1.02239292066174
381975.921255952,382784.701102712,1.00211735819394
79965.2321328101,82366.1020571356,1.0300239224009
108745.38767544,117148.96033464,1.07727750885658
20683.7381807142,18563.8263874507,1.11419584244209
267259.456243116,265283.788560272,1.00744737435169
5269.10432978715,4889.82308087654,1.0775654338894
15338.9073627449,15304.3801065145,1.002256037552
3359.08520045188,3537.58821099342,1.0531403640841
10156.443823387,10828.0247872851,1.06612363299364
16172.9305734532,16278.6885511633,1.00653919691485
3550.86353008194,3737.01695767312,1.05242483300587
2439371.02960824,2229685.38344622,1.09404270562959
27106.882862264,25985.0660116729,1.04317159902873
47185.1885732455,45849.4795981816,1.02913247842222
168707.808300635,166999.207011833,1.01023119402406
16352.9779369553,16198.0466826004,1.00956481095473
34239.8821510279,34195.1992009354,1.00130670243591
4890.3562348779,4739.84789765868,1.03175383271129
1964.22178449338,2184.70551211616,1.1122499146295
262866.515062715,254679.290257238,1.03214719499653
4489.88455802774,4169.48103284564,1.07684494129079
1608.86447395595,2275.25194838247,1.4141973952523
4199.39783134959,4005.03686380627,1.04852913322715
9674.47222339307,11021.4822892845,1.13923344186511
237605.081343785,241411.647602916,1.01602055914631
175857.28721571,177761.619765587,1.01082885207675
201486.023943994,193526.569618716,1.0411284834995
13460.3833658956,12761.6292125126,1.05475430618983
84741.0377455695,87081.2929837977,1.02761655156094
59690.4975814955,51449.5227082436,1.16017592466278
4728.2513683544,6631.19872397468,1.40246323796498
161503.153098995,157784.293019284,1.02356926667761
330451.542976454,276883.479376746,1.19346789386021
354430.876416439,334521.978420697,1.05951446924275
2427.69168869938,2429.78047461601,1.00086039999492
352952.890047005,339470.863505598,1.03971482678125
27266.8212422978,27358.7858707281,1.00337276676343
85762.4172601097,85678.9575575744,1.0009740980156
740409.778666948,746120.978999405,1.00771356686123
15035.9899658101,15318.7746659461,1.01880718867059
536681.38044188,500164.446012093,1.07300985650008
21186.2908476913,17401.5457976118,1.21749476133315
17769.0592505677,11098.9298142053,1.60097050328451
379309.133647035,382534.15175229,1.00850234760826
156455.247478722,157692.377612661,1.00790724602642
1802.11399281295,1599.73726697686,1.12650622699972
14155.5945611169,13859.6218092313,1.02135503810706
1654.49986981179,1571.41634634497,1.0528717444362
255472.017296541,212509.195535931,1.20216923626416
40520.0110777397,40790.9463656278,1.00668645641207
291964.50696398,292502.111439264,1.00184133503375
662165.361327148,772887.549452739,1.16721229256643
58411.46880069,59873.1382542838,1.02502367229595
8678.95817478055,9027.72463441978,1.04018529097798
86211.6323198752,75983.9802180576,1.13460274221575
12094.4232003941,14459.9909072079,1.19559161008494
209500.574097412,235646.698371062,1.12480216050145
63955.4531600581,55965.5486017513,1.14276469645929
