"Uniprot_ID","Protein_names","Gene_names","pVal","WT_Relative_amplitudes","Means","phase","peak.shape","period","X1.WT1","X2.WT1","X3.WT1","X4.WT1","X5.WT1","X6.WT1","X7.WT1","X8.WT1","X9.WT2","X10.WT2","X11.WT2","X12.WT2","X13.WT2","X14.WT2","X15.WT2","X16.WT2","X17.WT3","X18.WT3","X19.WT3","X20.WT3","X21.WT3","X22.WT3","X23.WT3","X24.WT3","logbase","CKO_logbase","CKO_means"
"Q3U2P3","Calpain-5","Capn5",0.00125246596759904,0.186177442135542,59736.1938229644,24,9,24,58311.8474917608,62698.9391313959,57653.9202178562,58198.2311118493,58767.8778219305,52052.3183992023,60274.8927537285,62882.7968103058,60456.1665024599,60291.3268592163,57317.2359417603,60416.1431875711,60732.9798554191,59443.582098763,61820.483859342,62945.2885803663,63032.2486346126,61082.096802949,56865.6498412642,57219.6660627194,56196.6442709832,62095.0565085198,61458.8360921603,61454.4229150109,4.77623754745552,4.83825229898355,68905.2478155167
"O08734","Bcl-2 homologous antagonist/killer","Bak1",0.00776211747342225,0.205380181949002,57737.8952231013,3,9,24,58109.7785536688,60106.3726279784,60774.193201822,55211.8963300782,53540.3532827935,55434.2155415648,58738.2076273808,60485.7219383627,60885.6093120004,57797.8309569105,62362.0914763201,52359.6909008795,57146.7839193449,58374.5824729069,57938.2456043705,58216.2902666243,64110.5025114892,55200.7832659477,60719.8813074798,55359.3837541953,57533.7234043918,56178.4254754688,57668.0560163983,51456.8656060541,4.76146094806473,4.81232779451651,64912.4191257
"O35127","Protein C10","Grcc10",0.0132188394177487,0.0784905375759978,229658.722042922,9,15,24,237186.342581976,227842.658697696,243541.686201027,234267.214839931,241253.86074331,233662.013351864,231387.074274401,222784.872725747,227882.404247297,227010.7044614,233388.931979865,227973.127584033,229840.480793105,231023.771852611,229669.838501308,226403.137588304,240590.953012946,230627.931484156,235144.564648297,230467.492298652,223862.42764377,218411.93532059,207727.955527809,219857.948670023,5.36108294382397,5.33901769173544,218281.883092511
"O35459","Delta(3,5)-Delta(2,4)-dienoyl-CoA isomerase, mitochondrial","Ech1",0.000136517385149377,0.148567256933982,450688.104332375,3,18,24,482302.866884893,471092.734029613,474413.629290757,460569.949555183,470128.084083222,447923.275946551,445311.406754036,449680.122651741,464272.362761439,457130.454389347,450487.151317766,429831.834704271,442530.509227562,410869.685962748,440370.145965929,423619.04024254,479602.790605755,458443.757504165,454448.180784005,449343.801431532,449637.941441975,430479.977748438,430440.845708225,443583.954985302,5.65387609525539,5.69882083794141,499828.295330948
"Q3TCY0","Ras-related protein Rab-33B","Rab33b",0.0267464252793186,0.142147086733813,53182.7221466353,21,15,24,52418.9540057138,51477.3441557164,50197.2304772448,47546.8224641104,52198.7797287081,50044.6551110616,55133.8587533168,56527.2486564287,52617.5587306287,51838.0649096527,53608.6995316515,51103.5733907942,51413.6374204274,53531.0226884607,56010.0324028063,52949.1843375313,52545.9914734867,51000.5462923399,57761.6859440028,54626.1840161601,57867.8491934093,52624.3648108188,55465.5563158085,55876.4867089669,4.72577056283771,4.77585696549672,59683.8685917454
"O54941","SWI/SNF-related matrix-associated actin-dependent regulator of chromatin subfamily E member 1","Smarce1",0.0095579361945496,0.110007628994927,401601.439118005,6,15,24,402029.501954306,403737.100284047,399730.453747274,407209.690861911,412146.880284397,403523.031185789,396696.109019869,410881.943590053,412958.31364039,440183.247087915,404213.952549391,409975.118670458,403001.19755978,399881.952210858,398141.022973147,397731.936786618,403976.563231526,417125.069726949,383912.93583798,405810.041318306,382118.363817128,381343.313220164,371973.156478689,390133.642795168,5.60379526041159,5.57670120549068,377312.510680206
"O54962","Barrier-to-autointegration factor;Barrier-to-autointegration factor, N-terminally processed","Banf1",0.0261004713323639,0.0665449926449968,1101529.47236483,15,15,24,1042933.34040261,1054244.30654207,1025358.83511454,1068714.55866759,1112505.52465832,1125790.42416345,1068760.86131951,1118905.52801746,1116514.8694829,1121242.33419504,1125909.89868647,1126582.88407677,1137228.89982157,1096284.2963655,1111651.62498927,1066820.97209532,1102196.65716473,1068444.36450805,1089121.95697644,1110522.03883826,1145400.11925949,1165192.1107961,1121308.82725582,1115072.10335856,6.04199612156321,6.04534475816287,1110055.66663818
"Q8BQV7","60S ribosomal protein L35a","Rpl35a",0.000202279500524445,0.339275690230655,179696.161222756,15,6,24,176743.555442474,181562.811946117,190559.956427087,208226.142790665,192623.938757317,196395.303346849,159647.64003671,149350.39193298,174331.87218,175427.437333266,203845.148948851,174066.974982062,192586.374024891,178777.75005531,167635.221781623,169295.537803829,167966.854396907,160324.756642806,179198.315450036,183440.83390786,187900.780110999,206702.685531086,168034.667221941,168062.918294469,5.2545387995487,5.39606938036695,248925.495545017
"O55187-2","E3 SUMO-protein ligase CBX4","Cbx4",0.00091474757758593,0.244787901912864,16234.9987410441,21,12,24,16099.2507341205,17486.3898119015,15103.7886057654,16274.7340818003,17469.1871449356,15803.2291873438,17525.6471941992,16937.4335563822,13940.2917302191,15198.6392955337,14515.192698622,17278.83107787,16085.9779868597,16949.9767572288,16996.6146634855,17566.2998247071,15774.2633334845,15711.5522319641,13918.6301461233,15741.2624458863,16318.1705083788,17769.221935351,16276.1564871411,16899.2283457538,4.21045225928431,4.146437143907,14009.9680189334
"Q54AG5","Choline/ethanolamine kinase","Chkb",0.00138665874984179,0.09077987135831,137852.432851248,15,9,24,141202.172615616,134131.165427697,138981.339983698,139292.514939531,140540.930857835,137868.39523394,140822.800510503,135815.682411273,130755.82725334,133915.363198251,138700.378182286,139452.364841293,141821.200078042,138316.326402252,130541.936417598,132630.870345277,143699.57689412,137859.870566015,136097.892823782,140277.006301647,143666.465924633,140120.849319979,136861.194422499,135086.263478835,5.13941443503772,5.08001897743555,120231.697130685
"O70251","Elongation factor 1-beta","Eef1b;Eef1b2",0.00515767609507281,0.0919986110382839,2401562.72683856,9,15,24,2492503.23384431,2422325.25572827,2464785.8163602,2492654.09410068,2433686.14815373,2490930.92312977,2343353.84524758,2413496.88749643,2492986.20223186,2400546.43453087,2521285.75400767,2465234.52430981,2453697.29150119,2424715.78888434,2336987.08839857,2277272.08936085,2321681.84611928,2329403.97449093,2448280.11427627,2387686.6398083,2355408.75640527,2270438.34079776,2282439.76014562,2315704.63479589,6.38049393453696,6.39170367350749,2464357.2906696
"Q3UJC3","Glycylpeptide N-tetradecanoyltransferase;Glycylpeptide N-tetradecanoyltransferase 1","Nmt1",0.0282096665984442,0.120932693467133,581641.121438402,15,6,24,572928.071244624,547942.576377257,578264.173604939,575966.274593698,589990.868099717,557697.643428828,542237.754364917,565705.172136795,585068.841535288,582903.124271214,618127.343586905,587041.276870102,604017.254967135,597096.123781092,563715.760085637,582527.243862753,568235.059603526,588921.643773237,600718.36260743,591161.686611242,607638.397504542,570927.19727507,597984.684119538,582570.380216167,5.76465510311658,5.78750137043536,613057.726677422
"O70589-3","Peripheral plasma membrane protein CASK","Cask",0.0217378548075088,0.127511236998787,541608.758994319,24,9,24,525466.322792887,526771.272443284,528967.216865644,527125.650464597,522946.009254561,506273.225605469,540589.164410223,543254.681105068,552457.19255127,542099.591542781,523665.947739645,504881.992674816,545211.207630441,537507.912359824,555653.424135619,548393.933637935,543829.02557526,584361.85109123,517560.692162594,554930.812603767,536996.996333224,579484.61819916,557848.307460792,592333.167223554,5.7336856792224,5.81298114826441,650101.470304538
"O88271","Craniofacial development protein 1","Cfdp1",0.0194130821921156,0.165908822184689,204984.459918236,21,12,24,213620.175882793,207677.463957082,201429.022241065,211422.396044582,211449.174796074,208581.8042848,217346.994118697,205764.025447108,202133.421534366,194717.107300087,192301.700332861,187704.338456351,194903.308636245,196874.161706829,211249.661130381,224072.272546682,205512.615799997,206190.905321272,200388.519399701,204057.048105639,206397.014852442,203946.491713703,208545.254602629,203342.159826288,5.31172093799441,5.32865386489174,213134.554182691
"Q3TEL0","Palmitoyl-protein thioesterase 1","Ppt1",0.00353548331819426,0.112038731485907,425111.517029069,21,9,24,412212.097380599,401881.413369265,416317.999870482,423945.293463921,423030.467868939,436254.250174264,430038.651090312,421667.289011312,390512.143256734,412100.686674822,408108.875008912,433411.623764077,417605.841644785,442784.348303643,427222.820326171,423653.550729424,429949.318127191,421161.817031483,432833.376855728,442082.45624116,442506.639922443,422251.83326466,448203.610375443,442940.004941879,5.62850287093847,5.73784057455957,546815.195304861
"Q3UGW4","ATP-dependent Clp protease proteolytic subunit;ATP-dependent Clp protease proteolytic subunit, mitochondrial","Clpp",0.0192534415183942,0.0935853647109908,506054.012845127,21,6,24,488244.7665672,496022.700099173,492837.457135072,489068.553112136,521225.412390288,496108.702995017,511339.970803405,496844.6364875,480058.248587793,506803.009259038,499753.928223429,525964.260777535,480550.874516717,506677.46486761,510845.331464631,509236.417856677,482635.548797219,500786.944640235,509931.725164743,523001.519155385,527009.093576891,525450.509925561,541264.950984814,523634.280894989,5.704196873023,5.78514643618587,609742.456628836
"Q99KF5","Hypoxanthine-guanine phosphoribosyltransferase","Hprt;Hprt1",0.0477993455771089,0.168020315127647,676180.378002324,9,15,24,729170.32863609,689758.575788052,703233.236468468,754182.678311279,683032.298583237,700491.940985446,678664.283144587,653045.524196339,699953.499122207,688958.706575138,749780.911415121,671890.212490174,692955.908950133,656677.73429441,654213.912635101,614086.43350434,684248.469954222,661273.912809862,669265.577499907,642786.591243767,652413.00772802,612338.431354334,654795.014210363,631111.882155183,5.83006256387288,5.85734362716739,720018.453452762
"P02463","Collagen alpha-1(IV) chain;Arresten","Col4a1",0.0396012123353167,0.178280860888599,25380.0179630404,9,12,24,24138.5869758726,25345.6069173224,26739.4902345286,25522.8004067993,27056.3930887987,23952.7582365257,23725.7884553018,26892.1794716478,25580.9461453128,22651.6486073808,27264.7881390161,26487.0318927045,24025.120705445,26076.7531015238,24748.0709548728,24630.0914309162,24634.2026021319,26492.2182311033,26540.5165549193,25171.7856524664,24930.3432306401,26629.7585676702,22992.5756495977,26890.9758604717,4.40449192513641,4.4922354415468,31062.431012942
"P04918","Serum amyloid A-3 protein","Saa3",0.0121354193803085,0.314087706728404,90439.5780288439,6,9,24,109137.33952198,99954.8903486278,90733.3400756436,94835.8610527755,85516.6938039073,85294.4453272386,91740.276434701,103394.941735333,85419.940930494,88531.6117775026,80101.0856516887,73006.4702912294,84358.7521362859,78614.6714218902,88163.4747679137,88407.772240677,93198.1181304096,100772.331024549,90432.1381122599,89957.1704360481,87844.9666416847,91671.5252201997,92039.7748311632,97422.2807780504,4.95635852735563,4.75073627654612,56329.5493185622
"P05202","Aspartate aminotransferase, mitochondrial","Got2",0.0137606465581692,0.13617725168279,2367030.33580504,9,9,24,2360983.70967389,2331345.70214627,2371793.17997276,2430477.47859041,2355379.04831047,2297882.80886634,2232163.19465099,2278691.54025668,2454962.96233005,2505454.14827614,2546378.13740501,2413400.04627663,2348695.64178267,2237719.644171,2382630.49627836,2336425.92298015,2360160.43106333,2259939.0883013,2475413.97020342,2317888.32507252,2452394.02415305,2314867.10883089,2445273.70836981,2298407.74135872,6.3742038238726,6.38766040474207,2441520.66636818
"Q91V38","Endoplasmin","Hsp90b1",0.042148190635947,0.0519823083483411,12052967.4640756,6,12,24,12503003.8870356,12626975.0251636,12251198.8050349,12131943.6956449,12541902.6239768,12348393.4961124,12388164.2814476,12392396.316181,11982594.6478983,12049025.726301,12000561.9640644,12006045.5489582,11549126.7358006,11635093.0854431,11808766.2819237,11856822.6889288,12025073.1728359,12148407.2761253,12183022.9444908,11810217.939493,11823627.3642574,11564309.5196745,11759058.9015655,11885487.2094569,7.08109398422321,7.18097602166075,15169666.1013406
"Q58E64","Elongation factor 1-alpha;Elongation factor 1-alpha 1","Eef1a1",0.00699348157579636,0.0655100635544087,12092405.0830981,9,15,24,12811908.1764942,12160832.9496766,12506918.7858178,12892866.7878365,12159648.6939659,12267368.754359,11916139.2472595,11747775.0798638,11837089.9793197,12127385.8932413,12184657.7167544,12254961.5614208,11527797.6433912,11938732.5052361,11648608.2783122,11637585.6177627,11682830.9274162,11583157.3721384,12357021.5215401,12300106.9816388,12192728.1868018,12270891.8131346,12068612.9606881,12142094.5602845,7.08251268716667,7.05957417451747,11470284.0927547
"P10649","Glutathione S-transferase Mu 1","Gstm1",0.00138665874984179,0.08711345469387,4474799.77106366,18,9,24,4131060.49089291,4212060.6904329,4276114.28956211,4398793.18030505,4379093.34927285,4539864.58400072,4313819.81025356,4360634.62680895,4303812.78168792,4443607.29758108,4494232.74250392,4650512.67794002,4544014.24438682,4725187.72872422,4435254.3522025,4552938.08355728,4340458.97314698,4408201.59214236,4387438.67727033,4657316.93719617,4589375.7074496,4850089.02026868,4572234.52563917,4829078.14230163,6.65077360718988,6.38618845231097,2433259.63825183
"P15920","V-type proton ATPase 116 kDa subunit a isoform 2","Atp6v0a2",0.000193467392346384,0.167095253670065,115510.137735205,21,15,24,112072.031150454,119961.436259744,118058.526119114,110419.561451774,112282.218471426,112471.699881211,119285.09861314,119091.619662768,118825.272810743,114472.120559242,112983.564047373,105696.250894608,116121.075044388,112693.556403814,121458.850775773,123816.847018917,115244.707325567,118690.640589329,108119.279035051,112692.553352006,108648.368925552,122669.547440773,123087.365965825,113381.113846327,5.06262010171084,5.07607618441426,119145.099533658
"Q3TX21","Protein CYR61","Cyr61",0.000447309274142513,0.255951691106027,138951.530079472,24,15,24,147218.499753675,139281.267113277,132601.328837406,121701.238198541,115401.654217529,124428.302120823,138405.095482686,143215.63855231,149234.918576001,139137.507574524,131682.719849148,124476.917543038,129920.656211939,138772.955028889,143023.246119867,148783.826517189,143520.244894508,145015.759255445,144430.515771295,141567.592946707,140956.064735067,148410.75634863,154996.358819612,148653.657439224,5.14286333341935,5.25875026322381,181447.196843505
"Q3TWG9","Serpin H1","Serpinh1",0.0357548023990589,0.101899972005034,4630794.23661395,9,15,24,4923501.14940355,4645934.35755448,4971503.93644964,5270036.50948031,4666781.42347122,4823332.68829632,4625927.31353979,4452902.44724993,4602376.99400415,4643426.80633245,4792722.23776783,4557611.2292977,4462006.67936281,4498265.19778099,4611356.63111681,4478288.02830846,4596283.92201917,4500934.86320194,4691750.01144851,4495670.10477936,4504751.16611408,4270012.6778108,4474096.20440954,4579589.09953495,6.66565548410587,6.76135376846784,5772364.78378664
"Q3U9G2","78 kDa glucose-regulated protein","Hspa5",0.00436152614404504,0.064130700932705,10160857.6299126,9,9,24,10611694.7622287,10402842.5106999,10493030.278927,10482329.5387601,10237239.3299276,10332661.0289174,10145419.0071773,10072312.8683602,10113468.8349048,10255628.542975,10278416.6751421,10028619.1223483,9799591.93020425,9929012.83250378,10124264.2966717,10005974.233691,10163350.0445935,10105503.4399926,10438905.3440046,10157625.2091839,9988183.81541419,9754961.94009148,9848772.61664112,10090774.9145428,7.00693036623719,6.94733902307182,8858068.26918528
"Q6ZWX2","Thymosin beta-4;Hematopoietic system regulatory peptide","Tmsb4x",0.00341897142277792,0.25396068366816,983724.188137093,12,9,24,879291.125989113,954244.452011195,1012909.24747477,1027403.19376836,909507.664968238,887807.471935358,843923.730226513,892496.082232116,978480.053665515,1099777.13433831,983427.217191231,1040024.39248391,958322.00770789,1005708.93678393,961709.706393587,983038.717512904,1036668.77744773,1084846.25357106,1043429.10456747,1097612.35103674,1002621.59294811,1019126.08149522,879617.108249341,1027388.11129161,5.99287335009729,6.02702232371385,1064197.71897641
"Q3UPA1","Guanine nucleotide-binding protein subunit alpha-11","Gna11",0.0200197410106193,0.0875932179345459,414747.398835209,24,12,24,402564.318557306,401544.112308789,410038.432884312,397958.77410902,406644.296758065,400118.010290844,428031.78684935,421423.452619144,393041.318105187,415300.772216429,400238.91953603,393998.083532868,404648.745143264,427503.53487787,408654.534240104,428644.606894773,430972.100397684,427692.219477295,417176.250127401,421426.955496283,416034.45818243,428137.722674743,429152.601938049,442991.564827771,5.61778367094701,5.63980971467321,436324.615526501
"Q5M9J9","Aldose reductase-related protein 1","Akr1b7",0.00137195067784413,0.126743413573363,118867.197373609,9,12,24,115695.531799412,115640.063164817,121677.422884125,115771.294191637,117491.799048162,114349.806437614,112831.460048027,114287.104277049,121449.813255168,123346.180088061,127960.09153574,122234.476837241,119153.957398389,121913.812772187,114380.70560648,117413.31325634,123862.893102169,120282.152538799,123732.434620926,117291.649783469,120781.587728151,117575.528576982,115757.806749418,117931.85126626,5.07506202312064,5.0015113012991,100348.596172333
"Q3UFK0","Embigin","Emb",0.0180865662748551,0.105300273996759,472477.445762602,9,6,24,473060.180081447,474680.205044564,486578.390123342,500519.265735771,437909.355557064,458156.785716132,476709.022056166,482300.560511404,472644.997463517,467977.564157208,477494.989802403,461230.76340122,472468.646209514,470117.151893288,481849.144871048,475625.008758461,488730.173267348,481252.223570188,479176.978040855,471578.180742904,451380.573863541,451549.014001389,470997.418779659,475472.104654024,5.67438108180902,5.49111087648916,309821.017921806
"Q545N7","Creatine kinase U-type, mitochondrial","Ckmt1",0.0286796073462654,0.152669424953456,148028.250926515,21,6,24,139164.214463921,142236.785178315,140002.071239804,139834.113160348,141809.103937759,141936.301838862,142239.226639163,137665.81403763,140399.842143839,146370.118604858,150263.375224702,154317.2211718,153073.445078064,159151.93000595,150810.402979839,155384.049605591,136872.843755807,150023.017640629,147562.396246182,156847.937113611,149423.096902632,155445.499835511,163461.662455018,158383.55297653,5.17034460762901,4.60073206625097,39877.8803758432
"P35235","Tyrosine-protein phosphatase non-receptor type 11","Ptpn11",0.0463010336417066,0.0497645737995359,967273.812620056,21,9,24,964421.019088241,964331.244892792,974148.736809921,977835.348502292,988643.191812467,975503.311646811,976842.208450345,988196.441179971,966166.738884968,956455.319675987,957035.8038362,969713.398738491,955921.223008075,973275.590865722,992699.25701788,975681.090952513,946060.228653266,949210.709154182,963153.94262038,972011.508357176,968210.160228392,969613.179988015,922210.08345783,967231.765059424,5.98554943010917,6.01439211332655,1033694.28056415
"Q0PD54","Ras-related protein Rab-6A","Rab6a",0.0283159785540533,0.106950912078934,670433.263863788,24,12,24,642714.48904041,700100.100696697,640580.091656259,605197.078417544,614692.86256394,614962.145845156,667923.742415368,680684.026433493,674398.209923812,667941.492511552,669999.73994584,640295.62767176,688501.84499744,687248.801566178,698693.311533656,710167.323813737,668596.838909725,678524.151218424,649961.28456327,692231.999065104,665085.833847648,731118.466760088,700243.771635067,700535.097698732,5.82635555388311,5.80490429848539,638122.853382021
"P37172","Activin receptor type-1;Receptor protein serine/threonine kinase","Acvr1",0.0254929843077914,0.163408235340156,31201.8053339041,24,9,24,29949.0605727475,35222.4062328274,29917.7606210399,30525.4300589726,31049.7254331721,31029.1455265022,31349.8635482971,33901.6832690131,30965.164883991,29493.7932605818,29246.491217455,28997.9755617739,29626.1862304007,30495.7139951792,31795.4761750173,33791.1063425571,29808.1823045538,34002.8329675544,30391.3258000851,33818.9517826281,27608.3218362494,31676.953646636,29941.4723982594,34238.3043482048,4.49417972298862,4.52714204035013,33662.1646846938
"Q3ULI4","Signal transducer and activator of transcription;Signal transducer and activator of transcription 3","Stat3",0.00261184084542923,0.0615692253568491,1635247.45499087,12,12,24,1631931.60507767,1612338.93621144,1649145.65432861,1641901.40284012,1625639.58520355,1632394.64159273,1618754.18578968,1610052.69959604,1607478.82558425,1661215.3603094,1661760.13248153,1673055.77719204,1664909.86039871,1660424.43687072,1574815.42084674,1622704.24336997,1629577.00873997,1631986.10193654,1639148.8393404,1639978.25720962,1644542.74286207,1650910.01745813,1644997.8090465,1616275.37549441,6.2135834818925,6.1258197262008,1336040.81654585
"P43407","Syndecan-2;Syndecan","Sdc2",0.000855453079996769,0.266184764709824,42951.3633286758,3,12,24,46484.8162401009,41763.02575878,42734.8686946059,43784.4068344489,40060.3639621513,42394.4630833794,42301.7271802609,37945.3959664625,44725.652108381,44979.774436496,41933.129296919,36945.8636130973,39958.0142355351,42153.816897771,46118.1083784076,49075.5633773349,46462.3857050809,46931.9034018046,41361.3581397747,41098.615565249,41578.6225117398,40853.0401559368,42154.4455593355,47033.3587851673,4.63297695342277,4.63042053988799,42699.2788126047
"P47857","ATP-dependent 6-phosphofructokinase, muscle type;ATP-dependent 6-phosphofructokinase","Pfkm",0.0204313156566051,0.0723023815448018,499399.623956237,9,15,24,507792.679374599,495234.91838478,513306.239348507,506515.080760038,512313.762610306,498002.339340575,502567.610080869,498037.83485896,501704.224199124,503564.74838926,520216.328310328,508165.291865877,505841.033993857,505315.105506456,493876.266617367,490769.107816773,473422.279257927,490467.458596131,489260.168546454,491649.372003664,502511.249403389,503037.31157808,491051.777953075,480968.786153284,5.69844821099532,5.74660059592055,557956.827086447
"P50544","Very long-chain specific acyl-CoA dehydrogenase, mitochondrial","Acadvl",0.000167746732952717,0.0812225988008408,1266990.43578815,9,12,24,1270792.15922235,1304762.91851102,1295093.00385973,1292962.99883878,1278937.5167129,1275360.41760106,1247244.7463755,1251308.61668289,1271486.5700255,1305981.87454616,1338707.93769387,1305799.63762199,1266301.4631438,1235641.98431319,1231605.27114411,1238440.08557527,1262144.6491702,1256941.03316864,1259241.4210597,1246805.72800357,1249896.3751681,1232550.94257562,1244760.88994702,1245002.21795459,6.10277333650924,6.08490880864176,1215930.65775128
"Q3TWI4","Phosphoinositide phospholipase C;1-phosphatidylinositol 4,5-bisphosphate phosphodiesterase beta-3","Plcb3",0.00184005745297909,0.0622971299201501,652118.802678609,9,12,24,648732.74627446,655324.640803097,661049.565747375,648098.722730063,659021.961796638,647432.786462504,650057.21058784,665236.957284408,652826.238006707,653568.093344728,672551.160614946,667771.4550005,674643.705528468,647874.73726886,634194.021547167,640847.216204263,667223.796299799,650093.40601268,657879.937471624,648445.640112368,652215.194287204,645791.906827468,631511.312189694,618458.851883753,5.81432672249214,5.82531106096619,668822.786592402
"Q3U5W6","Sphingosine 1-phosphate receptor 2","S1pr2",0.00166493082098606,0.379718861385061,19713.7457954826,21,18,24,18636.1295176644,21359.9162076925,19886.3684614977,18831.0839597968,19620.1184063815,19695.8015506974,21989.8933238143,22110.4992297602,21650.7443948416,22733.1733458945,17679.716052579,19250.3003434374,17373.3668999837,21676.8870810149,22613.323051037,23504.5091811528,19686.511719167,18018.766810721,15718.1655671861,16574.2956256269,16558.0006144691,18734.6332779042,20301.957870219,18925.7365990428,4.29476915212049,4.33309862134438,21532.7065260299
"P54754","Ephrin type-B receptor 3;Receptor protein-tyrosine kinase","Ephb3",0.0381860490679311,0.110480222748818,207685.201740471,24,9,24,205247.765910251,203957.043733333,201305.45688427,198333.636743713,200987.148660918,193973.825273445,214378.642548122,213935.405927035,207327.191361385,199883.185376195,207944.42392332,203519.727946076,209357.563629726,205128.70686289,213251.103088561,206457.914391629,212217.366997715,220476.507508337,197898.32894127,213868.77577553,199981.437211366,220220.941717424,208431.065908571,226361.67545023,5.31740555271509,5.36541969310394,231963.521413217
"Q8C7Q6","Cadherin-11","Cdh11",0.020360999856409,0.0830542403518071,319605.785465445,21,18,24,309822.660807229,319025.669815709,321106.319349779,308974.461625829,308131.147480249,307364.595545028,333173.921316587,319188.433753557,315960.229186333,331007.033585186,312408.060244864,313822.230556995,314881.68414006,317125.637577911,329175.236579324,330300.07452128,322941.335028063,327623.818091433,317026.267898093,320146.163947117,322832.2769501,316033.777916312,327149.910399909,325317.904853738,5.50461463225953,5.43716669205451,273631.878587534
"Q6PEM5","Alpha-2-macroglobulin receptor-associated protein","Lrpap1",0.008946499936907,0.12183528257706,847092.422311882,12,6,24,814537.149325108,842519.050631791,846425.413479764,860969.842556778,841527.485033745,837530.226717185,856175.43665673,838249.573990151,860287.300789881,921758.306137185,849122.947684908,880661.575106468,818782.44682897,839894.295034516,838185.790612478,835093.052858969,860745.361889974,848410.305672054,884948.120227552,854237.260215585,845708.754330364,789529.376376493,843698.462521381,821220.600807146,5.92793079676555,5.94441638918651,879865.702744272
"Q564F6","Programmed cell death protein 5","Pdcd5",0.0394879997215206,0.108911523359599,254457.243355887,9,15,24,263289.574502053,247604.023945092,256833.742231453,254965.071333653,258970.41979643,251227.537503344,258113.193014978,240262.731744696,252482.565643413,261584.027205135,260054.20595824,263552.276445735,245043.438274662,250467.159104327,245656.645868213,242294.94667659,257922.697494641,252073.311084312,263501.364029428,257116.088315272,259161.621459996,254641.928470702,252750.337507583,257404.932931338,5.40561481797103,5.42543732453972,266340.569809079
"Q3TLX9","Acid sphingomyelinase-like phosphodiesterase 3b","Smpdl3b",0.008946499936907,0.121597936182364,146382.515530878,21,18,24,140190.150806242,147467.523186625,150834.993981293,141544.168200666,140041.36016073,142210.482555338,152960.12409064,155659.179692664,143967.793527245,151698.999191295,141265.555909772,140071.606507729,143842.282083123,143086.045269158,154229.745038317,150808.627472717,149565.189621947,144297.899350682,140031.97355323,146202.317195954,143822.896259507,152661.130788911,147352.941335546,149367.386961737,5.16548920608075,5.21484723036268,164001.277248134
"P58742","Aladin","Aaas",0.00547999914320111,0.111477293861216,89868.6074906496,21,12,24,86408.8772580302,92159.0662910063,85372.6517775424,91175.3500228926,89918.5702652647,91629.7774762843,92961.8346787707,94088.5484018818,85025.6517315889,91560.5648215032,91473.8466638324,89692.8629449352,91495.1744517629,95024.4619172026,93804.9549333134,90114.2767548189,85836.3497808264,88668.8483429519,84051.2973864871,86836.2381461385,86644.408822862,89248.3800158054,92636.438588999,91018.1483008892,4.9536080123726,4.97948013152821,95385.0104300902
"P60898","DNA-directed RNA polymerase II subunit RPB9;DNA-directed RNA polymerase subunit","Polr2i",0.00924961567214477,0.161996636318151,60766.1026233392,9,15,24,57758.5973771943,62420.1471761098,66312.4013115294,65722.8524085931,60976.4774914292,61138.7195744677,57071.8424324979,57458.3343006771,60503.4624175586,54206.249282872,61623.2399302937,59241.485338242,61305.3552136251,55844.0360199976,59170.7805323568,56209.1213744388,66555.8061784988,63201.1398943563,62079.5783133618,62229.2168909215,64348.5641090152,61551.8859477999,60777.2575462678,60679.9118980363,4.78366138274428,4.75938696053673,57462.8233428358
"Q3U344","ADP-ribosylation factor 3","Arf3",0.00366318366726206,0.108886862835158,3230797.11490445,24,9,24,3174712.10236838,3264535.23108935,3241025.39010766,3175308.52231244,3147247.2257114,3156118.60192847,3327617.10757854,3311475.13865323,3204846.79035709,3138012.44090482,2997416.41214915,3201584.98586234,3131927.18044403,3317900.46303069,3262603.11254782,3358953.02642918,3208133.26757029,3227837.9297617,3222831.3394529,3258877.69607198,3260458.78139832,3284484.21394698,3329732.713814,3335491.08421609,6.50930968638534,6.48491002424468,3054288.2698919
"P61961","Ubiquitin-fold modifier 1","Ufm1",0.00447064757486997,0.107047248824995,311461.704487938,9,15,24,321878.660691374,305982.011685964,317116.505150278,318183.376112238,313256.309465816,306673.270976236,311359.70568466,303547.669724365,306860.491966502,301356.564155461,328817.279667842,318501.922592833,325494.725066163,306663.214493853,301063.393787027,293896.020188117,315043.099849353,307043.979515267,317912.612223256,303824.731323309,318834.894454681,316197.968090015,309200.165480799,306372.335365103,5.49340465596473,5.49468782801953,312383.314070085
"P62196","26S protease regulatory subunit 8","Psmc5",0.00402950203398827,0.0759456108417877,1881987.98340757,9,15,24,1963958.91227473,1862604.89319455,1913394.56947844,1930560.9710949,1925655.21026148,1911764.58713725,1891469.85391648,1843233.28861863,1901362.83298763,1883588.12814914,1933050.62442273,1906197.46074209,1898823.47076983,1841688.05134094,1864214.6930408,1775892.37841179,1848808.52604857,1847760.3977508,1917179.40290661,1833022.29881808,1928055.34396606,1836143.43332423,1867734.88304482,1841547.39008113,6.27461684610694,6.28853350544486,1943271.60777459
