"Uniprot_ID","Protein_names","Gene_names","pVal","WT_Relative_amplitudes","phase","peak.shape","period","X1.WT1","X2.WT1","X3.WT1","X4.WT1","X5.WT1","X6.WT1","X7.WT1","X8.WT1","X9.WT2","X10.WT2","X11.WT2","X12.WT2","X13.WT2","X14.WT2","X15.WT2","X16.WT2","X17.WT3","X18.WT3","X19.WT3","X20.WT3","X21.WT3","X22.WT3","X23.WT3","X24.WT3"
"Q3TKN7","COMM domain-containing protein 10","Commd10",0.00310569743359223,0.145323880863568,21,6,24,137306.820849257,136902.37933153,138740.325489027,140675.343704338,150284.829219722,139886.94401537,141821.422785924,139474.725228655,130739.277972797,138905.444583599,137285.462111105,141117.544544521,144956.152829541,138955.481535637,141184.380168163,138702.186503641,131136.294485185,146734.953187129,134651.661386006,141586.594901167,139099.302932977,157976.446471431,144109.778735578,154219.454310194
"Q3TR40","Thrombospondin-1","Thbs1",0.0478587208250461,0.107867108897233,6,12,24,956520.518966856,995345.703819555,975716.237493918,993841.392160418,944274.123604651,947290.020546227,969864.551652982,986530.747491915,1019175.47063035,1009290.12785233,947767.624743967,921795.565563148,960816.350472393,925077.908296803,1004704.23944911,972339.36720688,912400.51628327,962873.433429228,949869.073998001,945402.122025063,970193.367292109,940160.28891596,956866.181347694,972244.763230898
"Q3U0I9","Sorting nexin-8","Snx8",0.000977833617419442,0.369311151692514,24,9,24,43355.9160402088,51242.9648488347,41246.382427513,48836.6257910275,51887.1029389946,52840.4641235738,55544.2418348492,56726.0350178371,39896.9278183069,49001.6783755092,40311.4080900611,49979.2844146806,48608.5426554353,55875.0893649096,43128.7991268993,52739.8263531243,44419.1432597706,43055.2426098526,44098.3986003822,48922.2594389584,49448.8654546576,50615.158096417,51728.625753638,52482.5250752906
"Q3TV70","Nuclear receptor 2C2-associated protein","Nr2c2ap",0.00011745071294385,0.522571459562094,15,12,24,9879.66812487679,10731.7986368964,12839.7696205685,11295.2938863441,14090.7239854286,11397.037396246,13063.131923701,11451.3069339408,8470.41459689029,12316.2348891219,12262.711486859,14117.045534802,13111.6223422593,13906.9808395606,11272.3770010912,10864.0653256449,11201.0927845838,12559.0998403258,13389.5505484188,13371.0826659495,13166.4231662766,13029.9653643808,13483.6507670407,12883.904362672
"Q3TZZ7","Extended synaptotagmin-2","Esyt2",0.00699348157579636,0.182569391610551,24,9,24,577963.785551146,641644.301508651,606525.583677777,567354.772516322,554628.97610095,556719.332904793,605825.978351165,637241.664077503,590443.553982202,610328.193572336,587809.003464219,588451.657593559,623783.99755975,637033.59583562,637538.891362995,680209.221797711,602659.706651205,629655.267335718,567124.852678537,610057.121625848,581453.489782953,635899.809071708,613389.013785331,651364.596295263
"Q3U026","Mannosyl-oligosaccharide glucosidase","Mogs",0.00195566723483888,0.151695537238593,21,15,24,366706.348621475,390517.798474611,385483.134229425,351650.827541027,351853.392125778,354288.932468263,393175.358581766,393169.761129257,369897.003300139,362471.224887151,361867.627493393,355652.24813525,389567.468742574,378124.682424407,399922.481028282,408292.07095376,385512.987289581,382934.990451592,360543.995271287,398138.464768567,374055.181998678,412598.522239418,396889.901138756,391330.569358793
"Q3U0T9","Ras-related protein Rab-35","Rab35",0.0419559997041156,0.317407370500045,24,9,24,372855.548497932,470360.519566874,353295.203515248,429588.775032625,357032.554247524,431864.453175863,391426.730016123,484572.693698231,403842.920909082,413681.485248727,399116.318008845,376068.274957244,398492.971389376,407819.495549333,438004.250155115,412514.437250167,387506.267271904,386484.854695668,378185.161871325,389250.324729872,372084.668012896,426124.691349252,411114.338218595,416586.336872472
"Q3U1L8","SID1 transmembrane family member 2","Sidt2",0.00721907775566076,0.137811440209084,24,15,24,59811.6308270642,63769.5026729405,65849.2978434824,59667.9071078863,58330.350164182,61246.2184659333,64462.6105021644,64082.1854421843,64041.6511776586,61763.9250933523,66028.7385029055,59867.0015090529,61135.7025415157,67745.5759311081,63787.7428055822,63792.7308834051,61674.7609196882,62707.2920345167,61232.7647831876,59544.8122142976,59796.0882195469,62965.1350387848,60922.8583205636,65308.7421758668
"Q3U484","ATP-dependent RNA helicase DDX3Y","Ddx3y",0.02463623544851,0.154265221174977,3,15,24,114861.689746251,101067.30955998,95550.2661809739,95942.7720439836,100017.706755778,95597.7098672081,104808.602452524,93611.0719275662,104076.61597078,100308.301227823,102904.623914218,100896.892992942,98003.6936543454,95042.6885322892,97977.8132198388,97867.2820565439,97267.0225820766,96034.4298815588,95369.7036932758,101014.339251123,82263.5163131295,71354.4372639935,92811.1601305995,95985.8137052027
"Q3U4M0","TSC22 domain family protein 4","Tsc22d4",0.0413986336361295,0.281710713636135,9,15,24,158657.348427388,162656.59275093,164032.092467084,166353.635204631,162969.399802952,155036.406036179,146949.543142604,163953.530472039,181670.552322155,145693.577620554,189826.603321241,152266.1893671,179435.52519341,141986.132694145,163714.363467848,138512.524176814,152861.962023465,161317.643897733,159703.659603037,156491.613155421,157273.333583892,150458.410365297,149332.489458085,150040.778661088
"Q61833","Dolichyl-diphosphooligosaccharide--protein glycosyltransferase subunit 2","Rpn2",0.00742828631579516,0.200630103574793,24,12,24,1743851.07650497,1896105.43045691,1826820.76629634,1564949.22363965,1570109.95626542,1574781.7037231,1807901.21637537,1808576.29691576,1813168.58859457,1681365.27943337,1741895.25454295,1560188.62523988,1779298.65644324,1690081.80851688,1885976.32478484,1868973.73460452,1715158.47425801,1723021.24427635,1641202.08915289,1794267.30815145,1667766.86523365,1910625.38453261,1826603.32429782,1852730.28454575
"Q3U6C0","","Parp10",0.00462480783607239,0.188234205416547,15,18,24,45797.2018159534,46236.8682908119,49058.5345279913,47509.5749420725,52653.0196056354,49891.9681403334,52602.3921765912,45787.094290522,51168.232215968,47759.1314153977,49475.2553539271,49933.1644770335,55304.483305908,52335.4469011897,50239.6188074534,50142.7939269684,51859.9634578162,51422.7307581634,47057.1970949134,53352.0622153142,57548.0101127996,54066.8355370023,54327.3221711467,53151.7653230508
"Q3U6L3","Glutaredoxin-1","Glrx",0.0217378548075088,0.104240545599949,9,15,24,501761.771286966,478513.871705444,500568.17774123,518231.334908167,492842.480281439,509996.175101629,492730.439332867,475233.956125592,466194.618461817,498035.691388118,497332.282549286,491472.423763275,502039.2850507,492723.662512284,490055.458469514,486281.352969233,495150.901776003,486901.351446793,519475.233614045,486996.020360752,512143.942811061,480342.543113265,484919.317063486,487955.9614509
"Q3U7R1","Extended synaptotagmin-1","Esyt1",0.00134192782242754,0.134936811439474,24,15,24,876982.167203657,942634.47565508,917757.964480337,864916.832339418,859876.790183343,847551.376063036,923761.964916434,953746.930503975,889650.664084426,873851.694386855,864084.184561245,863051.598632047,899039.366628942,889328.656581682,931011.658445099,953968.417714339,877734.228820527,908897.381920059,872534.92172098,906706.583812444,860685.362936354,925508.847952964,894919.102117549,923312.200278851
"Q3UC67","Long-chain-fatty-acid--CoA ligase 5","Acsl5",0.0316685392677379,0.229517254404783,24,12,24,167485.631041511,193819.690331701,175598.295363666,158285.93101483,162981.54452655,167173.845932177,180842.955438178,187371.05734326,182972.978702576,154384.416331012,165994.844591081,151294.180482624,169186.795811071,172157.105167434,183340.432186041,183685.854414146,177629.730077549,187629.982642537,168650.232734546,189095.226119223,178462.589263138,193301.520072585,186690.431250733,188549.533353933
"Q3UDK1-2","TRAF-type zinc finger domain-containing protein 1","Trafd1",0.012318117724255,0.146706119702662,6,18,24,91949.0436780528,103402.316117708,99598.9016104917,86924.900910828,97307.1284704692,94453.5829755099,95595.0211547638,93117.6708056798,97570.1681614451,101619.475524495,92486.6974919325,95706.4093943215,100436.388161494,88450.9560536447,92403.5636709671,91814.1225545105,93519.4905041953,99902.8766720297,95050.9196911418,91185.3260049752,89339.5399253652,93337.1952323928,87772.2833285776,88325.4774390816
"Q3UDM3","Prostaglandin E synthase","Ptges",0.0358785620040354,0.510120554132465,24,18,24,12767.3758363488,13632.566119041,11140.2873224576,12463.0888188727,12072.7669294163,10810.1566621837,14646.628574778,15070.299323096,15978.6695649254,14428.3952533922,13210.9645911512,11072.7354115255,14430.1469078919,12192.2672163517,17176.300163398,16353.7426004793,13565.0307421756,14246.4482465587,11857.235387449,13631.0581894051,10545.1355966132,12719.1232198422,10963.3794523921,12549.7429226268
"Q3UGB8","Derlin-1","Derl1",0.0362218267357143,0.19519186621185,24,12,24,84690.2225628247,92154.784992348,86669.4631391682,83453.4429106703,80906.6724371293,81681.3130950841,88067.6921427528,94796.5629990444,89724.6508570763,92580.5708876618,87524.7576612447,81236.2122347776,90990.9097097953,91671.4319542637,89572.6532229702,97184.5044007114,86846.5486511488,88227.3458149778,88769.6115572736,93037.443855112,88194.6925568543,96510.0522643443,99597.6101321474,95638.8911857656
"Q3UI98","General transcription factor 3C polypeptide 5","Gtf3c5",0.0300140093861939,0.166218562218876,21,6,24,48234.9457995362,48123.1263630896,48598.6337775159,47542.6075240384,54103.2387856276,55509.9485688036,54500.1521275817,57769.0068032484,49658.7622414431,51368.7213657881,49253.4317768039,52208.7727437986,50898.2493537457,49685.1986742907,51241.577195922,47692.1063758782,49170.0291001441,52185.1712389984,49173.466783156,50596.7631492257,50606.7269486425,53127.0482683612,52291.5847585473,51319.4041692124
"Q3UIR3","E3 ubiquitin-protein ligase DTX3L","Dtx3l",0.0232255556945077,0.125887165929616,12,15,24,304645.805679765,310478.879636497,329240.890526082,340707.422283761,337095.403278198,331190.415759351,340462.625793854,331092.97984142,317420.283656483,329186.982490423,324845.789955659,339784.153090064,329226.455639622,360289.060674103,324453.423474553,327563.242683541,330683.81045212,341669.171613663,327749.80101018,372806.901050736,373834.182353754,338704.36637262,340041.198873098,349804.852536355
"Q3UJU9","Regulator of microtubule dynamics protein 3","Rmdn3",0.042148190635947,0.133885001991672,21,12,24,171371.345750612,180535.290898659,172645.344607883,168809.66563733,177066.785615308,173088.020245208,187398.291258335,192963.3948339,186645.23284096,181665.461108241,180005.116334987,183805.371285695,183483.971967721,185114.867924683,185117.77264686,183076.995030158,169131.497809022,176216.675806648,165849.013765749,183326.856640512,170568.110424776,189997.569677419,180407.362202262,179365.884197234
"Q3UJV6","Cytochrome b-c1 complex subunit 10","Uqcr11",0.0239116402882597,0.242498876570781,3,15,24,94957.9562489417,100549.232862612,89087.319159932,85677.2742633769,97928.4187899123,93284.1819394403,96241.1558479338,100781.427499748,112973.860358354,100717.710797005,103274.842652093,98331.9995531037,100103.759266573,91379.5398651166,104989.697151298,106307.407653837,113460.461492467,108353.622471676,98765.79180746,96133.574135458,107301.49192434,93398.4836393928,104339.588727736,94860.6725118208
"Q3UN04","Ubiquitin carboxyl-terminal hydrolase 30","Usp30",0.000421269527104311,0.267636678559127,21,15,24,27801.1618482236,29024.9287331295,27393.8238410673,25182.9887020881,25372.3577246007,25767.5635345145,30284.1353375662,30820.9239261104,30076.9987295027,25861.6067927608,26047.7714267032,24986.7473887186,29391.349586968,27882.8566137332,30249.6222454822,32364.3005663189,28882.6739249983,27068.8447546058,28229.3904304032,27655.5957382748,26210.4487050149,24896.8866322324,32048.3652535674,27744.7163412111
