"Uniprot_ID","Protein_names","Gene_names","pVal","WT_Relative_amplitudes","phase","peak.shape","period","X1.WT1","X2.WT1","X3.WT1","X4.WT1","X5.WT1","X6.WT1","X7.WT1","X8.WT1","X9.WT2","X10.WT2","X11.WT2","X12.WT2","X13.WT2","X14.WT2","X15.WT2","X16.WT2","X17.WT3","X18.WT3","X19.WT3","X20.WT3","X21.WT3","X22.WT3","X23.WT3","X24.WT3"
"O35459","Delta(3,5)-Delta(2,4)-dienoyl-CoA isomerase, mitochondrial","Ech1",0.000136517385149377,0.148567256933982,3,18,24,482302.866884893,471092.734029613,474413.629290757,460569.949555183,470128.084083222,447923.275946551,445311.406754036,449680.122651741,464272.362761439,457130.454389347,450487.151317766,429831.834704271,442530.509227562,410869.685962748,440370.145965929,423619.04024254,479602.790605755,458443.757504165,454448.180784005,449343.801431532,449637.941441975,430479.977748438,430440.845708225,443583.954985302
"Q3TCY0","Ras-related protein Rab-33B","Rab33b",0.0267464252793186,0.142147086733813,21,15,24,52418.9540057138,51477.3441557164,50197.2304772448,47546.8224641104,52198.7797287081,50044.6551110616,55133.8587533168,56527.2486564287,52617.5587306287,51838.0649096527,53608.6995316515,51103.5733907942,51413.6374204274,53531.0226884607,56010.0324028063,52949.1843375313,52545.9914734867,51000.5462923399,57761.6859440028,54626.1840161601,57867.8491934093,52624.3648108188,55465.5563158085,55876.4867089669
"O54941","SWI/SNF-related matrix-associated actin-dependent regulator of chromatin subfamily E member 1","Smarce1",0.0095579361945496,0.110007628994927,6,15,24,402029.501954306,403737.100284047,399730.453747274,407209.690861911,412146.880284397,403523.031185789,396696.109019869,410881.943590053,412958.31364039,440183.247087915,404213.952549391,409975.118670458,403001.19755978,399881.952210858,398141.022973147,397731.936786618,403976.563231526,417125.069726949,383912.93583798,405810.041318306,382118.363817128,381343.313220164,371973.156478689,390133.642795168
"Q3TFP8","Membrane-associated progesterone receptor component 1","Pgrmc1",0.0113136120795146,0.162386753990859,24,12,24,443682.07498054,499196.818410969,469954.823753026,432297.205660658,418045.617410592,423507.595824096,468116.165216042,472856.947286757,433059.139850189,412906.820547412,440608.974544678,416945.422334467,466721.009157511,463075.825809682,481110.372765646,494794.893315939,443783.07220985,459398.367788656,438727.991276504,459029.297335821,447174.129658434,492812.787071648,486372.536107271,488098.700212786
"Q8BQV7","60S ribosomal protein L35a","Rpl35a",0.000202279500524445,0.339275690230655,15,6,24,176743.555442474,181562.811946117,190559.956427087,208226.142790665,192623.938757317,196395.303346849,159647.64003671,149350.39193298,174331.87218,175427.437333266,203845.148948851,174066.974982062,192586.374024891,178777.75005531,167635.221781623,169295.537803829,167966.854396907,160324.756642806,179198.315450036,183440.83390786,187900.780110999,206702.685531086,168034.667221941,168062.918294469
"O55143","Sarcoplasmic/endoplasmic reticulum calcium ATPase 2","Atp2a2",0.0139853332347052,0.19541357560806,24,12,24,2262920.29637138,2464509.92559386,2349588.53731094,2048063.06525887,2018754.42377582,2007298.74022069,2324059.70947515,2395756.2051541,2310638.19288562,2160181.32986073,2189803.79577742,2085854.1045674,2363360.05399567,2311504.73606759,2438718.42347143,2523545.99407126,2293974.24314052,2346851.46361267,2180202.46269098,2384909.79162245,2273889.27459684,2432327.26389277,2480959.99662339,2408997.52367202
"O55187-2","E3 SUMO-protein ligase CBX4","Cbx4",0.00091474757758593,0.244787901912864,21,12,24,16099.2507341205,17486.3898119015,15103.7886057654,16274.7340818003,17469.1871449356,15803.2291873438,17525.6471941992,16937.4335563822,13940.2917302191,15198.6392955337,14515.192698622,17278.83107787,16085.9779868597,16949.9767572288,16996.6146634855,17566.2998247071,15774.2633334845,15711.5522319641,13918.6301461233,15741.2624458863,16318.1705083788,17769.221935351,16276.1564871411,16899.2283457538
"Q4FK50","Protein-tyrosine sulfotransferase 1","Tpst1",0.0159939456902311,0.185803913972133,24,15,24,73465.5247059992,80931.6992329172,76063.3642420741,74298.3608294906,74563.2875831769,71610.1257630224,81563.1630322629,85402.8270217232,82894.6326225904,81508.17721145,80491.0275284738,77233.5626852481,79692.1264151671,78271.7559324229,82283.8931370066,88325.4361216538,76042.6406763009,80670.6693508576,79157.4393965718,84285.8864397805,78584.1512521491,80533.9446262072,83521.6826885896,81876.4180846292
"Q6PE70","Integrin beta;Integrin beta-5","Itgb5",0.0441585425452048,0.194129227898974,24,12,24,405874.008117291,424854.259377747,428699.583018082,408399.459598491,403640.26498097,416163.909384762,480429.222693984,487841.474356525,472323.205547287,485091.100598992,418106.792406674,439804.191801846,443571.808291004,466777.099054325,528938.472861535,544359.877776725,537686.729879956,545924.969814584,511660.700497326,508789.614425696,495771.881641176,533383.92334496,543753.717503402,588945.22322255
"Q3UJC3","Glycylpeptide N-tetradecanoyltransferase;Glycylpeptide N-tetradecanoyltransferase 1","Nmt1",0.0282096665984442,0.120932693467133,15,6,24,572928.071244624,547942.576377257,578264.173604939,575966.274593698,589990.868099717,557697.643428828,542237.754364917,565705.172136795,585068.841535288,582903.124271214,618127.343586905,587041.276870102,604017.254967135,597096.123781092,563715.760085637,582527.243862753,568235.059603526,588921.643773237,600718.36260743,591161.686611242,607638.397504542,570927.19727507,597984.684119538,582570.380216167
"Q0VGQ1","Very-long-chain 3-oxoacyl-CoA reductase","Hsd17b12",0.0163909630250905,0.240827285449191,21,18,24,642075.402500453,700280.092920661,661394.620433399,574669.112334032,563189.775030759,575907.649053376,669210.075804791,686112.772424271,698538.292590103,670858.412037875,667125.68236075,650209.464513903,687627.683578254,715700.19656328,747246.031291988,785085.512114792,660616.681014834,674631.982106647,665617.139389847,711387.254858845,651532.6522038,737142.069671058,746640.353640459,737941.912916457
"O70589-3","Peripheral plasma membrane protein CASK","Cask",0.0217378548075088,0.127511236998787,24,9,24,525466.322792887,526771.272443284,528967.216865644,527125.650464597,522946.009254561,506273.225605469,540589.164410223,543254.681105068,552457.19255127,542099.591542781,523665.947739645,504881.992674816,545211.207630441,537507.912359824,555653.424135619,548393.933637935,543829.02557526,584361.85109123,517560.692162594,554930.812603767,536996.996333224,579484.61819916,557848.307460792,592333.167223554
"O88271","Craniofacial development protein 1","Cfdp1",0.0194130821921156,0.165908822184689,21,12,24,213620.175882793,207677.463957082,201429.022241065,211422.396044582,211449.174796074,208581.8042848,217346.994118697,205764.025447108,202133.421534366,194717.107300087,192301.700332861,187704.338456351,194903.308636245,196874.161706829,211249.661130381,224072.272546682,205512.615799997,206190.905321272,200388.519399701,204057.048105639,206397.014852442,203946.491713703,208545.254602629,203342.159826288
"Q3TEL0","Palmitoyl-protein thioesterase 1","Ppt1",0.00353548331819426,0.112038731485907,21,9,24,412212.097380599,401881.413369265,416317.999870482,423945.293463921,423030.467868939,436254.250174264,430038.651090312,421667.289011312,390512.143256734,412100.686674822,408108.875008912,433411.623764077,417605.841644785,442784.348303643,427222.820326171,423653.550729424,429949.318127191,421161.817031483,432833.376855728,442082.45624116,442506.639922443,422251.83326466,448203.610375443,442940.004941879
"O88587-2","Catechol O-methyltransferase","Comt",0.00268266249127061,0.123239271326261,21,12,24,847758.587078721,875036.235752795,846042.81791167,814879.900300242,867487.86944613,847095.22742232,901424.877105809,877806.462306136,841354.517475263,840957.368899723,805768.147438562,848458.507093946,891277.638168858,862112.679102721,872828.884323894,896254.742887552,868294.195876373,880152.011955657,868071.026931072,855995.707686243,889396.007235972,888874.174773326,898834.007900393,888221.987523021
"O88967","ATP-dependent zinc metalloprotease YME1L1","Yme1l1",0.0294934389904431,0.20696016900671,21,15,24,191134.442905875,218404.10877368,197536.156021435,189047.750838091,191915.781119055,177975.640988491,209477.935388493,216856.693857093,210718.721498263,206556.792801644,203439.384160992,194658.904627009,214264.316907645,214594.023201232,220225.429772551,229168.462384757,197678.026043794,209336.751408745,203481.308812805,211199.587495255,207609.275579058,216973.208530791,213779.136349663,209745.110849421
"Q99KF5","Hypoxanthine-guanine phosphoribosyltransferase","Hprt;Hprt1",0.0477993455771089,0.168020315127647,9,15,24,729170.32863609,689758.575788052,703233.236468468,754182.678311279,683032.298583237,700491.940985446,678664.283144587,653045.524196339,699953.499122207,688958.706575138,749780.911415121,671890.212490174,692955.908950133,656677.73429441,654213.912635101,614086.43350434,684248.469954222,661273.912809862,669265.577499907,642786.591243767,652413.00772802,612338.431354334,654795.014210363,631111.882155183
"P02463","Collagen alpha-1(IV) chain;Arresten","Col4a1",0.0396012123353167,0.178280860888599,9,12,24,24138.5869758726,25345.6069173224,26739.4902345286,25522.8004067993,27056.3930887987,23952.7582365257,23725.7884553018,26892.1794716478,25580.9461453128,22651.6486073808,27264.7881390161,26487.0318927045,24025.120705445,26076.7531015238,24748.0709548728,24630.0914309162,24634.2026021319,26492.2182311033,26540.5165549193,25171.7856524664,24930.3432306401,26629.7585676702,22992.5756495977,26890.9758604717
"P04918","Serum amyloid A-3 protein","Saa3",0.0121354193803085,0.314087706728404,6,9,24,109137.33952198,99954.8903486278,90733.3400756436,94835.8610527755,85516.6938039073,85294.4453272386,91740.276434701,103394.941735333,85419.940930494,88531.6117775026,80101.0856516887,73006.4702912294,84358.7521362859,78614.6714218902,88163.4747679137,88407.772240677,93198.1181304096,100772.331024549,90432.1381122599,89957.1704360481,87844.9666416847,91671.5252201997,92039.7748311632,97422.2807780504
"P05202","Aspartate aminotransferase, mitochondrial","Got2",0.0137606465581692,0.13617725168279,9,9,24,2360983.70967389,2331345.70214627,2371793.17997276,2430477.47859041,2355379.04831047,2297882.80886634,2232163.19465099,2278691.54025668,2454962.96233005,2505454.14827614,2546378.13740501,2413400.04627663,2348695.64178267,2237719.644171,2382630.49627836,2336425.92298015,2360160.43106333,2259939.0883013,2475413.97020342,2317888.32507252,2452394.02415305,2314867.10883089,2445273.70836981,2298407.74135872
"P08030","Adenine phosphoribosyltransferase","Aprt",0.0192212209096671,0.134748640476696,15,15,24,519177.588974748,512617.202670602,509781.550124891,517691.677039351,536082.545790354,535525.882638756,527013.055974367,517705.913499526,526478.807266243,490513.093814751,545145.290912717,524827.807888111,553564.436401246,511726.871572196,530408.367230891,483033.849940787,531022.273117799,511457.774416978,535070.997245001,513970.884441457,530290.477355739,525925.709331776,530908.214326782,509813.695887328
"Q920X8","Monocyte differentiation antigen CD14","CD14;Cd14",0.00451192359728797,0.121380855923342,21,15,24,306654.312094151,317845.888540939,321535.546336094,307013.022765343,303141.923289231,308604.113059942,315949.803054,320180.365741322,319703.693335226,315682.184018867,301485.564935734,304752.680880098,323194.596136931,314335.608614814,323472.611719596,333905.901899667,306529.296196823,316446.882379933,295725.038367644,303196.141394472,304391.675548068,310715.948873308,325605.978051538,314756.874137034
"Q3TN39","4F2 cell-surface antigen heavy chain","Slc3a2",0.000595078284635369,0.154051447933487,6,12,24,675015.4897808,697994.247521497,664175.924324352,633755.408717294,630260.023357132,603986.037686913,662039.99816579,672775.686544307,666243.037725539,683506.88278912,604672.073684109,621896.265617013,615117.11131723,615244.519527527,662460.775275193,676239.166621774,633274.599647786,637994.008491634,614059.112199072,612270.045715001,604202.293459453,596797.80420296,609512.813736726,625081.54508401
"Q8BSI9","Cadherin-2","Cdh2",0.00530322497729139,0.137559188876121,24,15,24,405628.79511623,425162.415116433,411430.520238108,394428.151801808,392866.185542418,394090.966159064,431524.975839883,419897.562401808,395862.558226379,387834.755948447,370437.672919961,364287.675509158,378609.599055847,373475.546348866,393482.188952923,401283.098688607,400643.839651648,398732.325992887,390873.998064299,398597.103295937,391383.296460296,388025.451041463,409653.580200642,418201.668909738
"P15920","V-type proton ATPase 116 kDa subunit a isoform 2","Atp6v0a2",0.000193467392346384,0.167095253670065,21,15,24,112072.031150454,119961.436259744,118058.526119114,110419.561451774,112282.218471426,112471.699881211,119285.09861314,119091.619662768,118825.272810743,114472.120559242,112983.564047373,105696.250894608,116121.075044388,112693.556403814,121458.850775773,123816.847018917,115244.707325567,118690.640589329,108119.279035051,112692.553352006,108648.368925552,122669.547440773,123087.365965825,113381.113846327
"Q3TX21","Protein CYR61","Cyr61",0.000447309274142513,0.255951691106027,24,15,24,147218.499753675,139281.267113277,132601.328837406,121701.238198541,115401.654217529,124428.302120823,138405.095482686,143215.63855231,149234.918576001,139137.507574524,131682.719849148,124476.917543038,129920.656211939,138772.955028889,143023.246119867,148783.826517189,143520.244894508,145015.759255445,144430.515771295,141567.592946707,140956.064735067,148410.75634863,154996.358819612,148653.657439224
"Q3V1F2","Syndecan;Syndecan-1","Sdc1",0.00917376437211283,0.20864818102609,24,15,24,116076.428741255,124169.253660969,120179.279709923,133271.150593042,108558.677978078,116717.271847649,103623.880101631,126279.763281569,124269.242846079,125404.346661361,118562.674843182,109040.140458627,113022.580161043,114474.351210048,120190.819185319,119717.084713011,118600.451555024,114923.937245186,120047.953071285,119277.936466235,111115.837670093,111314.465435004,115966.641194581,126069.434320268
"Q3TWG9","Serpin H1","Serpinh1",0.0357548023990589,0.101899972005034,9,15,24,4923501.14940355,4645934.35755448,4971503.93644964,5270036.50948031,4666781.42347122,4823332.68829632,4625927.31353979,4452902.44724993,4602376.99400415,4643426.80633245,4792722.23776783,4557611.2292977,4462006.67936281,4498265.19778099,4611356.63111681,4478288.02830846,4596283.92201917,4500934.86320194,4691750.01144851,4495670.10477936,4504751.16611408,4270012.6778108,4474096.20440954,4579589.09953495
"Q8VEK8","Matrix Gla protein","Mgp",0.0342727407647809,0.244889110600592,3,15,24,162844.985437104,159948.26081432,156370.93293882,152301.675475101,147452.598641375,132861.84671919,139366.877036658,151677.977303661,161928.162858559,157592.26193569,147087.149082459,130216.478762437,130528.225790758,125666.083420734,142790.28823819,139000.824862441,146212.723583398,144719.096845612,145864.225045974,148274.439349975,147093.620351385,151841.471743993,146738.092181138,142172.361905117
"Q6ZWX2","Thymosin beta-4;Hematopoietic system regulatory peptide","Tmsb4x",0.00341897142277792,0.25396068366816,12,9,24,879291.125989113,954244.452011195,1012909.24747477,1027403.19376836,909507.664968238,887807.471935358,843923.730226513,892496.082232116,978480.053665515,1099777.13433831,983427.217191231,1040024.39248391,958322.00770789,1005708.93678393,961709.706393587,983038.717512904,1036668.77744773,1084846.25357106,1043429.10456747,1097612.35103674,1002621.59294811,1019126.08149522,879617.108249341,1027388.11129161
"Q5M9J9","Aldose reductase-related protein 1","Akr1b7",0.00137195067784413,0.126743413573363,9,12,24,115695.531799412,115640.063164817,121677.422884125,115771.294191637,117491.799048162,114349.806437614,112831.460048027,114287.104277049,121449.813255168,123346.180088061,127960.09153574,122234.476837241,119153.957398389,121913.812772187,114380.70560648,117413.31325634,123862.893102169,120282.152538799,123732.434620926,117291.649783469,120781.587728151,117575.528576982,115757.806749418,117931.85126626
"Q3UFK0","Embigin","Emb",0.0180865662748551,0.105300273996759,9,6,24,473060.180081447,474680.205044564,486578.390123342,500519.265735771,437909.355557064,458156.785716132,476709.022056166,482300.560511404,472644.997463517,467977.564157208,477494.989802403,461230.76340122,472468.646209514,470117.151893288,481849.144871048,475625.008758461,488730.173267348,481252.223570188,479176.978040855,471578.180742904,451380.573863541,451549.014001389,470997.418779659,475472.104654024
"Q3TCS3","Non-specific protein-tyrosine kinase;Tyrosine-protein kinase Lyn","Lyn",0.0328482142519837,0.191542179178848,24,9,24,45727.8295693091,50623.7979697119,48921.453365444,44174.0393224288,51170.6065574843,49984.0163469225,52158.0529222617,52744.4713837218,49038.8972198669,48312.2813364046,45846.8360677377,45268.5015970803,49250.5443746234,50354.263294604,50645.9579815336,48854.974811748,43358.5433324484,52860.2311790751,45113.7302900151,50071.0436020593,48469.9422282247,52832.6827404177,49369.7873073468,54812.243807193
"P27601","Guanine nucleotide-binding protein subunit alpha-13","Gna13",0.0419559997041156,0.120182182728838,21,15,24,285027.087900655,285431.461870116,296802.623146578,270957.94303925,280842.549759562,274803.867444337,298158.10281186,290388.732189319,278170.356092473,277273.025812651,277380.396314329,262576.121851908,284314.407979701,289623.5505065,289894.955451572,285715.987110894,290691.277939799,302839.092574979,282742.80495156,289919.523731387,291645.953993512,302566.214977501,297747.720934637,310633.591283132
"Q8CIC9","Alpha-1,3-mannosyl-glycoprotein 2-beta-N-acetylglucosaminyltransferase","Mgat1",0.0412950120962341,0.167536912692449,21,18,24,103389.824187324,110479.03209861,109054.868786847,94400.9653010094,95977.9895454744,96254.1082574468,108557.051748428,107769.700372326,101642.979031387,101910.855047733,103165.57873838,101077.835820701,102217.456380083,107875.025907914,103565.553012236,112613.098585467,98811.1016889529,101615.598697728,96851.4471900246,98700.5875756097,91231.1823751175,103254.091515832,102933.14608083,96495.8484696788
"Q545N7","Creatine kinase U-type, mitochondrial","Ckmt1",0.0286796073462654,0.152669424953456,21,6,24,139164.214463921,142236.785178315,140002.071239804,139834.113160348,141809.103937759,141936.301838862,142239.226639163,137665.81403763,140399.842143839,146370.118604858,150263.375224702,154317.2211718,153073.445078064,159151.93000595,150810.402979839,155384.049605591,136872.843755807,150023.017640629,147562.396246182,156847.937113611,149423.096902632,155445.499835511,163461.662455018,158383.55297653
"Q543J5","Antithrombin-III","Serpinc1",0.0137264077201139,0.302731368139116,3,6,24,65394.2744363299,55884.5996538085,47655.6179756702,50482.6848999851,49853.1348774932,45480.563792369,50690.6101124024,53192.9765618514,55269.8287334685,52585.2026146796,43355.9156556292,39852.9356787377,47369.1765901258,44344.2472400789,53113.6357175994,42285.6382560762,50486.7561091618,53114.032836246,42140.4468387256,49233.0607484011,44945.8283870823,51684.0287634697,44676.5937013666,53025.3345236186
"Q0PD54","Ras-related protein Rab-6A","Rab6a",0.0283159785540533,0.106950912078934,24,12,24,642714.48904041,700100.100696697,640580.091656259,605197.078417544,614692.86256394,614962.145845156,667923.742415368,680684.026433493,674398.209923812,667941.492511552,669999.73994584,640295.62767176,688501.84499744,687248.801566178,698693.311533656,710167.323813737,668596.838909725,678524.151218424,649961.28456327,692231.999065104,665085.833847648,731118.466760088,700243.771635067,700535.097698732
"Q0PD34","Ras-related protein Rab-22A","Rab22a",0.0444239996867106,0.176528938657873,24,9,24,90043.7831792192,98909.0875840249,90940.2549564932,83896.7369580701,93337.8156843108,93522.9859652435,98853.9803841349,102106.916619095,97557.6790739697,100526.928624395,97841.3780328552,93501.9099263866,99737.2157002804,97658.6060840811,103955.585880019,102501.971338811,93987.8194020538,105548.710029293,89465.1884519759,107651.948497841,89340.6476838811,112495.103707094,98691.0939472525,118518.516896617
"P35831","Tyrosine-protein phosphatase non-receptor type 12","Ptpn12",0.0267464252793186,0.117657906036827,21,18,24,222378.146592448,229108.563583829,221670.989886994,224295.833153389,221679.713848736,225245.337279896,231938.251065132,235939.694885568,222563.319652581,227438.327705099,222129.521740511,207781.327529513,221198.071113719,222324.876265386,223153.613775092,221220.894294105,226539.917438823,229882.019758369,227112.475159632,224903.276838462,222251.347685408,225215.115601452,233501.796511934,228405.406804269
"Q642K1","60S ribosomal protein L18","Rpl18",0.0313173335461783,0.217663206550018,9,15,24,165579.462510894,160107.206657268,166530.272795445,173692.44046948,171910.074444509,160245.540738429,168145.447263885,157795.049984299,185057.782712266,163515.304842325,176564.705680932,172861.833940692,175452.820797387,162565.954040945,172970.011537151,167038.178471096,163084.108244526,171089.287667157,194445.797595227,160222.25027579,179873.881016912,162188.396680792,158401.203132651,157671.198289206
"P37040","NADPH--cytochrome P450 reductase","Por",0.0342496971548685,0.179887702607145,24,12,24,1628837.96669394,1847141.37895966,1648640.46006573,1433970.88689915,1481161.16410056,1449713.21213863,1601035.56732734,1658616.46664728,1571859.66629579,1487195.07514165,1510469.26205665,1425827.43317891,1584156.73034927,1546845.10050748,1601033.39381248,1637494.25570871,1489215.02682205,1507239.39151029,1451711.55948069,1513079.44763495,1423004.29083947,1546805.15181565,1493547.5665271,1503026.66303823
"P37172","Activin receptor type-1;Receptor protein serine/threonine kinase","Acvr1",0.0254929843077914,0.163408235340156,24,9,24,29949.0605727475,35222.4062328274,29917.7606210399,30525.4300589726,31049.7254331721,31029.1455265022,31349.8635482971,33901.6832690131,30965.164883991,29493.7932605818,29246.491217455,28997.9755617739,29626.1862304007,30495.7139951792,31795.4761750173,33791.1063425571,29808.1823045538,34002.8329675544,30391.3258000851,33818.9517826281,27608.3218362494,31676.953646636,29941.4723982594,34238.3043482048
"Q9DCW5","Cytochrome c oxidase subunit 6A, mitochondrial;Cytochrome c oxidase subunit 6A1, mitochondrial","Cox6a1",0.0181997645551084,0.118327217113798,12,12,24,670039.310028563,668481.924939361,676287.195921585,683626.701012981,684567.099015775,678518.428401784,664063.011284666,662314.222649698,709532.490676563,728718.392536418,742749.737359158,723893.19065454,687311.782616695,677223.630959397,674433.775975563,661465.418868953,680037.190829865,654579.357457543,693918.114643952,695129.485910088,710880.42656959,677376.976732542,701932.29233926,681944.973897399
"P43406","Integrin alpha-V;Integrin alpha-V heavy chain;Integrin alpha-V light chain","Itgav",0.000427726539998384,0.136455545109841,24,15,24,1116318.87462442,1148365.07951083,1150311.64283434,1116595.05741211,1110462.28486591,1105303.89691447,1181381.23238423,1193850.51488637,1205848.60199246,1193017.18571727,1170856.55384451,1112514.93151319,1153037.66320714,1176808.5056588,1266806.47999442,1275204.66273695,1199928.03830934,1231442.61520281,1173136.23340238,1175508.62774423,1165310.51167312,1174572.41211912,1222979.59833519,1273216.91329984
"P43407","Syndecan-2;Syndecan","Sdc2",0.000855453079996769,0.266184764709824,3,12,24,46484.8162401009,41763.02575878,42734.8686946059,43784.4068344489,40060.3639621513,42394.4630833794,42301.7271802609,37945.3959664625,44725.652108381,44979.774436496,41933.129296919,36945.8636130973,39958.0142355351,42153.816897771,46118.1083784076,49075.5633773349,46462.3857050809,46931.9034018046,41361.3581397747,41098.615565249,41578.6225117398,40853.0401559368,42154.4455593355,47033.3587851673
"P45377","Aldose reductase-related protein 2","Akr1b8",0.00707722475517911,0.113865643921431,9,15,24,1497386.51868387,1424594.69988419,1505009.85301732,1456502.88784248,1558639.56412307,1478187.05546472,1482389.155542,1436182.74818287,1504069.92677655,1450036.72304959,1559165.96254705,1485389.81301564,1565053.79308579,1460869.26018036,1432778.38117262,1393441.68693379,1450764.22204919,1390587.23578644,1525447.92903406,1439204.13949505,1464558.25584542,1374128.4300428,1364129.90659823,1349863.46253117
"P48962","ADP/ATP translocase 1","Slc25a4",0.000146268626945761,0.195432697792973,21,18,24,2126458.63676599,2230759.58788864,2199645.47387601,1824756.9934381,1913924.17542263,1831586.64313055,2218399.01857572,2132968.37864939,2141177.71607735,2138283.06357442,2003007.72452785,1991922.96233339,2100182.67534947,2117635.73253029,2215712.9383539,2282484.52367291,2107286.60297,2106321.55504677,2100290.49068214,2126361.30182997,2061166.27536982,2216333.69632176,2251767.82208668,2171496.81981474
"Q3UYK2","Presenilin;Presenilin-1;Presenilin-1 NTF subunit;Presenilin-1 CTF subunit;Presenilin-1 CTF12","Psen1",0.0181228654291147,0.392265547717376,21,15,24,32300.2458900324,32683.0822359937,32036.2601152049,29335.5631318019,31515.3745813869,31171.446624294,33721.3786207908,33875.9034554838,23582.2142469475,24774.8236379105,32308.7831957128,26658.2691835089,31716.8619046339,27406.9720528675,37131.2453392138,34455.4047214067,29805.9720890647,29747.5861632079,32197.8233344054,31598.5240284081,31194.9219323151,31283.4471200959,33881.148656698,32304.2433986117
"Q545A2","ADP/ATP translocase 2;ADP/ATP translocase 2, N-terminally processed","Slc25a5",0.0135810836493607,0.170236650174673,21,18,24,961736.794388307,1047342.28976953,964936.187390748,846139.806141226,876302.241808969,850047.976691656,976375.46529992,983788.067023695,951771.474219796,928445.443186686,885713.960234353,904595.307405099,923710.889287099,945614.286666845,992465.252595906,995384.549720316,876602.873585015,918515.24533713,865812.440553196,941150.195391973,869218.201005247,964547.602083976,937576.864308011,923943.354243491
"Q3U5W6","Sphingosine 1-phosphate receptor 2","S1pr2",0.00166493082098606,0.379718861385061,21,18,24,18636.1295176644,21359.9162076925,19886.3684614977,18831.0839597968,19620.1184063815,19695.8015506974,21989.8933238143,22110.4992297602,21650.7443948416,22733.1733458945,17679.716052579,19250.3003434374,17373.3668999837,21676.8870810149,22613.323051037,23504.5091811528,19686.511719167,18018.766810721,15718.1655671861,16574.2956256269,16558.0006144691,18734.6332779042,20301.957870219,18925.7365990428
"P54754","Ephrin type-B receptor 3;Receptor protein-tyrosine kinase","Ephb3",0.0381860490679311,0.110480222748818,24,9,24,205247.765910251,203957.043733333,201305.45688427,198333.636743713,200987.148660918,193973.825273445,214378.642548122,213935.405927035,207327.191361385,199883.185376195,207944.42392332,203519.727946076,209357.563629726,205128.70686289,213251.103088561,206457.914391629,212217.366997715,220476.507508337,197898.32894127,213868.77577553,199981.437211366,220220.941717424,208431.065908571,226361.67545023
"Q3U645","ATP-binding cassette sub-family D member 3","Abcd3",0.0283679092882354,0.198867449256068,24,15,24,532758.31718507,602788.985964511,555873.87654944,491687.848018614,499916.190547442,471092.436741674,540332.484640608,556622.933418745,516816.106694159,539106.476145585,499714.914566787,492396.843432671,514370.890998674,530946.863574197,538491.819261126,576305.818273649,522542.10678835,526616.324210526,493041.277678713,586072.213547044,506463.403847099,568742.097393009,535524.570756071,543527.59338536
"Q0PD50","Ras-related protein Rab-8A","Rab8a",0.0112312249838795,0.12285262733163,24,12,24,310036.140228475,326340.641486736,319258.544054751,305771.790415187,298261.798035462,293686.968216649,314646.020737789,330619.464172487,328609.60576863,319686.010281124,318609.330892705,302711.086605865,328528.650745039,321074.449876054,337589.19811328,330460.262272593,323406.546250724,341726.18190994,320020.604061977,323370.955607027,314818.094313718,340797.56330147,332553.508460039,359402.2872771
"Q6PEM5","Alpha-2-macroglobulin receptor-associated protein","Lrpap1",0.008946499936907,0.12183528257706,12,6,24,814537.149325108,842519.050631791,846425.413479764,860969.842556778,841527.485033745,837530.226717185,856175.43665673,838249.573990151,860287.300789881,921758.306137185,849122.947684908,880661.575106468,818782.44682897,839894.295034516,838185.790612478,835093.052858969,860745.361889974,848410.305672054,884948.120227552,854237.260215585,845708.754330364,789529.376376493,843698.462521381,821220.600807146
"P56135","ATP synthase subunit f, mitochondrial","Atp5j2",0.0379731861592935,0.310115109491309,24,15,24,291122.440205535,338867.621773547,310918.163531455,260359.682039543,273187.08876687,266463.487472945,315836.592112034,318167.804318748,287725.783997207,322641.157685234,254607.174644918,289553.383466348,275594.999994548,317497.47792993,301080.969328367,352304.530614781,303698.363418719,307248.422562861,283127.650286998,297882.637649931,279226.748501283,318203.340147589,305448.263631416,300707.594802921
"Q564F6","Programmed cell death protein 5","Pdcd5",0.0394879997215206,0.108911523359599,9,15,24,263289.574502053,247604.023945092,256833.742231453,254965.071333653,258970.41979643,251227.537503344,258113.193014978,240262.731744696,252482.565643413,261584.027205135,260054.20595824,263552.276445735,245043.438274662,250467.159104327,245656.645868213,242294.94667659,257922.697494641,252073.311084312,263501.364029428,257116.088315272,259161.621459996,254641.928470702,252750.337507583,257404.932931338
"Q8C7F9","Transmembrane 9 superfamily member 2","Tm9sf2",0.0313885611859746,0.175487759956373,21,18,24,557150.420089115,621922.114473406,591491.758536001,554384.84376174,539380.080491806,545562.512789197,585851.945275212,625056.120978527,565982.820362226,548942.177357306,544535.375838878,544726.172750556,579727.278281597,579994.263448202,592207.435535347,587794.483319903,551463.860022001,562880.627523923,555353.212966546,583669.40248382,554843.436475766,598353.595976047,583737.915150342,573503.939379229
"Q3TLX9","Acid sphingomyelinase-like phosphodiesterase 3b","Smpdl3b",0.008946499936907,0.121597936182364,21,18,24,140190.150806242,147467.523186625,150834.993981293,141544.168200666,140041.36016073,142210.482555338,152960.12409064,155659.179692664,143967.793527245,151698.999191295,141265.555909772,140071.606507729,143842.282083123,143086.045269158,154229.745038317,150808.627472717,149565.189621947,144297.899350682,140031.97355323,146202.317195954,143822.896259507,152661.130788911,147352.941335546,149367.386961737
